,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202002220MIL,MIL,MIL,PHI,8:30p,"Fiserv Forum, Milwaukee, Wisconsin",31,25,37,26,[],119,1,2.0,"['middlkh01', 'antetgi01', 'bledser01', 'lopezbr01', 'matthwe02', 'hillge01', 'divindo01', 'connapa01', 'willima02', 'lopezro01', 'brownst02', 'wilsodj01', 'ilyaser01']","[47, 8]",1,21,29,23,25,[],98,4,2.0,"['harrito02', 'embiijo01', 'richajo01', 'robingl02', 'simmobe01', 'korkmfu01', 'horfoal01', 'miltosh01', 'burksal01', 'scottmi01', 'thybuma01', 'pelleno01', 'netora01']","[35, 21]",1,conference,1153669691.0,829874882.0,88743822.38461539,63836529.38461538,55,56
202002220UTA,HOU,UTA,HOU,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",36,30,19,25,[],110,-1,1.0,"['bogdabo02', 'mitchdo01', 'conlemi01', 'goberru01', 'inglejo01', 'clarkjo01', 'onealro01', 'morgaju01', 'niangge01', 'mudiaem01', 'bradlto01', 'davised01', 'tuckera01']","[36, 19]",1,38,24,38,20,[],120,2,2.0,"['westbru01', 'hardeja01', 'covinro01', 'tuckepj01', 'houseda01', 'gordoer01', 'riverau01', 'greenje02', 'mclembe01', 'carrode01', 'sefolth01', 'cabocbr01', 'chandty01']","[35, 20]",1,conference,744858667.0,1351089276.0,57296820.538461536,103929944.3076923,55,55
202002230CHI,CHI,CHI,WAS,7:00p,"United Center, Chicago, Illinois",35,38,28,25,[],126,-8,1.0,"['satorto01', 'lavinza01', 'youngth01', 'gaffoda01', 'arcidry01', 'whiteco01', 'feliccr01', 'mokokad01', 'harrish01', 'cartewe01', 'hutchch01', 'valende01']","[19, 38]",2,31,27,27,32,[],117,-1,2.0,"['bealbr01', 'hachiru01', 'smithis01', 'bongais01', 'mahinia01', 'bertada01', 'browntr01', 'napiesh01', 'robinje01', 'wagnemo01', 'bryanth01', 'paytoga02', 'pasecan01']","[20, 34]",1,conference,377685157.0,443682996.0,31473763.08333333,34129461.23076923,57,54
202002230DEN,DEN,DEN,MIN,6:00p,"Pepsi Center, Denver, Colorado",43,30,24,31,[],128,-2,2.0,"['murraja01', 'jokicni01', 'harriga01', 'bartowi01', 'millspa01', 'morrimo01', 'grantje01', 'plumlma01', 'portemi01', 'craigto01', 'vonleno01', 'doziepj01', 'mcraejo01']","[38, 18]",3,38,27,22,29,[],116,-3,2.0,"['beaslma01', 'mclaujo01', 'hernaju01', 'okogijo01', 'reidna01', 'martike03', 'johnsja01', 'culveja01', 'nowelja01', 'russeda01', 'townska01', 'laymaja01']","[16, 38]",0,division,716229516.0,416159858.0,55094578.15384615,34679988.166666664,56,54
202002230GSW,NOP,GSW,NOP,8:30p,"Chase Center, San Francisco, California",33,23,21,24,[],101,-5,3.0,"['leeda03', 'wiggian01', 'poolejo01', 'pascher01', 'looneke01', 'bowmaky01', 'toscaju01', 'bendedr01', 'smailal01', 'greendr01', 'chrisma01']","[12, 44]",2,29,17,31,38,[],115,1,2.0,"['holidjr01', 'ingrabr01', 'willizi01', 'balllo01', 'favorde01', 'hartjo01', 'mellini01', 'redicjj01', 'mooreet01', 'hayesja02', 'okafoja01', 'alexani01', 'jacksfr01']","[24, 32]",1,conference,339010242.0,707629927.0,30819112.90909091,54433071.307692304,56,56
202002230LAL,LAL,LAL,BOS,3:30p,"STAPLES Center, Los Angeles, California",28,28,31,27,[],114,4,2.0,"['davisan02', 'jamesle01', 'bradlav01', 'greenda02', 'mcgeeja01', 'caldwke01', 'kuzmaky01', 'rondora01', 'howardw01', 'carusal01', 'cookqu01', 'dudleja01', 'danietr01']","[42, 12]",0,19,35,33,25,[],112,2,2.0,"['haywago01', 'brownja02', 'tatumja01', 'smartma01', 'theisda01', 'wanambr01', 'langfro01', 'willigr01', 'ojelese01', 'kanteen01', 'poirivi01', 'greenja02', 'edwarca01']","[39, 16]",1,none,1368623258.0,573092679.0,105278712.15384616,44084052.23076923,54,55
202002230OKC,OKC,OKC,SAS,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",29,32,37,33,[],131,2,2.0,"['gilgesh01', 'paulch01', 'adamsst01', 'gallida01', 'dortlu01', 'schrode01', 'naderab01', 'noelne01', 'diallha01', 'fergute01', 'muscami01', 'burtode02', 'robyis01']","[34, 22]",1,29,26,18,30,[],103,2,2.0,"['derozde01', 'aldrila01', 'murrade01', 'forbebr01', 'lylestr01', 'whitede01', 'walkelo01', 'gayru01', 'poeltja01', 'millspa02', 'belinma01', 'johnske04', 'metuch01']","[24, 31]",2,conference,824734015.0,859058029.0,63441078.07692308,66081386.84615385,56,55
202002230POR,POR,POR,DET,9:00p,"Moda Center, Portland, Oregon",40,13,27,27,[],107,-3,2.0,"['mccolcj01', 'whiteha01', 'anthoca01', 'arizatr01', 'trentga02', 'simonan01', 'gabriwe01', 'hezonma01', 'littlna01', 'swanica01', 'lillada01', 'nurkiju01']","[25, 32]",0,24,27,34,19,[],104,-5,3.0,"['rosede01', 'snellto01', 'doumbse01', 'makerth01', 'mykhasv01', 'brownbr01', 'woodch01', 'gallola01', 'hensojo01', 'knighbr03', 'waltode01', 'halldo01']","[19, 39]",0,none,955934469.0,437012196.0,79661205.75,36417683.0,57,58
202002230TOR,TOR,TOR,IND,6:00p,"Scotiabank Arena, Toronto, Canada",34,29,22,42,[],127,1,2.0,"['lowryky01', 'siakapa01', 'anunoog01', 'vanvlfr01', 'ibakase01', 'daviste02', 'holliro01', 'bouchch01', 'thomama02', 'johnsst04', 'brissos01', 'millema01', 'watsopa01']","[41, 15]",2,12,20,23,26,[],81,2,2.0,"['holidaa01', 'sabondo01', 'brogdma01', 'warretj01', 'turnemy01', 'holidju01', 'mcderdo01', 'bitadgo01', 'mccontj01', 'lambje01', 'sampsja02', 'leaftj01', 'johnsal02']","[33, 23]",1,conference,574804775.0,430679874.0,44215751.92307692,33129221.07692308,56,56
202002240BRK,ORL,BRK,ORL,7:30p,"Barclays Center, Brooklyn, New York",27,27,33,26,[],113,1,2.0,"['leverca01', 'dinwisp01', 'harrijo01', 'princta02', 'allenja01', 'templga01', 'chandwi01', 'jordade01', 'luwawti01', 'chiozch01', 'pinsoth01']","[26, 29]",0,22,19,40,34,[],115,-1,3.0,"['gordoaa01', 'vucevni01', 'fultzma01', 'fournev01', 'ennisja01', 'rosste01', 'cartemi01', 'augusdj01', 'bambamo01', 'lawvi01', 'iwundwe01', 'birchkh01', 'clarkga01']","[24, 32]",1,conference,494932524.0,624711805.0,44993865.81818182,48054754.23076923,55,56
202002240CLE,CLE,CLE,MIA,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",21,35,24,31,[],125,-1,2.0,"['garlada01', 'loveke01', 'sextoco01', 'osmande01', 'drumman01', 'porteke02', 'nancela02', 'thomptr01', 'exumda01', 'dellama01', 'zizican01', 'moonema01', 'wadede01']","[15, 41]",0,29,39,31,12,[],119,1,2.0,"['adebaba01', 'robindu01', 'jonesde02', 'nunnke01', 'olynyke01', 'crowdja01', 'dragigo01', 'iguodan01', 'silvach01', 'hillso01', 'butleji01', 'vincega01', 'hasleud01']","[36, 20]",3,conference,703939706.0,864274617.0,54149208.15384615,66482662.84615385,56,56
202002240DAL,DAL,DAL,MIN,8:30p,"American Airlines Center, Dallas, Texas",41,40,29,29,[],139,-1,2.0,"['hardati02', 'doncilu01', 'porzikr01', 'curryse01', 'finnedo01', 'wrighde01', 'bareajo01', 'klebima01', 'kiddgmi01', 'leeco01', 'jacksju01', 'marjabo01']","[34, 23]",1,27,38,31,27,[],123,-4,1.0,"['beaslma01', 'russeda01', 'reidna01', 'okogijo01', 'hernaju01', 'johnsja01', 'culveja01', 'martike03', 'mclaujo01', 'laymaja01', 'nowelja01', 'evansja02', 'vandeja01']","[16, 39]",0,conference,583512332.0,315543040.0,48626027.66666666,24272541.53846154,57,55
202002240HOU,HOU,HOU,NYK,8:00p,"Toyota Center, Houston, Texas",36,36,29,22,[],123,3,2.0,"['hardeja01', 'covinro01', 'gordoer01', 'houseda01', 'tuckepj01', 'mclembe01', 'riverau01', 'greenje02', 'carrode01', 'sefolth01', 'cabocbr01', 'chandty01', 'westbru01']","[36, 20]",0,33,24,29,26,[],112,-3,3.0,"['barrerj01', 'smithde03', 'harklma01', 'randlju01', 'gibsota01', 'robinmi01', 'portibo01', 'bullore01', 'dotsoda01', 'knoxke01', 'trieral01', 'ellinwa01']","[17, 39]",0,none,1351089276.0,409173320.0,103929944.3076923,34097776.666666664,56,56
202002240LAC,LAC,LAC,MEM,10:30p,"STAPLES Center, Los Angeles, California",40,26,24,34,[],124,-3,2.0,"['leonaka01', 'morrima03', 'georgpa01', 'zubaciv01', 'beverpa01', 'shamela01', 'greenja01', 'jacksre01', 'willilo02', 'harremo01', 'coffeam01', 'pattepa01', 'mcgruro01']","[37, 19]",1,14,23,29,31,[],97,-2,3.0,"['moranja01', 'valanjo01', 'brookdi01', 'anderky01', 'clarkbr01', 'dienggo01', 'jacksjo02', 'meltode01', 'konchjo01', 'jonesty01', 'belljo01', 'gudurma01', 'hannadu01']","[28, 28]",1,conference,903134257.0,380005060.0,69471865.92307693,29231158.46153846,56,56
202002240PHI,PHI,PHI,ATL,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",41,28,22,38,[],129,-1,2.0,"['richajo01', 'embiijo01', 'harrito02', 'horfoal01', 'miltosh01', 'korkmfu01', 'burksal01', 'robingl02', 'thybuma01', 'scottmi01', 'oquinky01', 'netora01']","[35, 22]",1,24,28,40,20,[],112,2,2.0,"['collijo01', 'huntede01', 'huertke01', 'youngtr01', 'dedmode01', 'reddica01', 'fernabr01', 'teaguje01', 'grahatr01', 'cartevi01', 'jonesda03', 'goodwbr01']","[17, 41]",1,conference,758842423.0,441219746.0,63236868.583333336,36768312.16666666,57,58
202002240UTA,PHO,UTA,PHO,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",35,27,26,23,[],111,-2,2.0,"['goberru01', 'mitchdo01', 'bogdabo02', 'inglejo01', 'conlemi01', 'onealro01', 'clarkjo01', 'niangge01', 'bradlto01', 'mudiaem01', 'morgaju01', 'tuckera01', 'davised01']","[36, 20]",1,27,35,37,32,[],131,1,2.0,"['oubreke01', 'bookede01', 'rubiori01', 'bridgmi01', 'aytonde01', 'johnsca02', 'baynear01', 'saricda01', 'carteje01', 'okoboel01', 'diallch01', 'jeromty01']","[23, 34]",0,conference,744858667.0,434578123.0,57296820.538461536,36214843.583333336,56,57
202002240WAS,MIL,WAS,MIL,7:00p,"Capital One Arena, Washington, District of Columbia",25,22,35,41,[],134,-2,1.0,"['hachiru01', 'bealbr01', 'smithis01', 'mahinia01', 'bongais01', 'napiesh01', 'wagnemo01', 'browntr01', 'robinje01', 'paytoga02', 'pasecan01', 'schofad01']","[20, 35]",0,30,27,38,28,[],137,2,2.0,"['middlkh01', 'bledser01', 'lopezro01', 'antetgi01', 'matthwe02', 'divindo01', 'hillge01', 'willima02', 'ilyaser01', 'connapa01', 'brownst02', 'antetth01', 'masonfr01']","[48, 8]",1,conference,372622194.0,989547989.0,31051849.5,76119076.07692307,55,56
202002250CHI,OKC,CHI,OKC,8:00p,"United Center, Chicago, Illinois",28,27,38,29,[],122,1,2.0,"['lavinza01', 'satorto01', 'youngth01', 'arcidry01', 'gaffoda01', 'whiteco01', 'feliccr01', 'harrish01', 'mokokad01', 'cartewe01', 'valende01']","[20, 38]",0,36,36,19,33,[],124,3,2.0,"['paulch01', 'gilgesh01', 'gallida01', 'adamsst01', 'dortlu01', 'schrode01', 'noelne01', 'fergute01', 'naderab01', 'muscami01', 'burtode02', 'diallha01', 'robyis01']","[35, 22]",1,none,366898418.0,824734015.0,33354401.63636364,63441078.07692308,58,57
202002250DEN,DEN,DEN,DET,9:00p,"Pepsi Center, Denver, Colorado",29,30,23,33,[],115,1,2.0,"['murraja01', 'harriga01', 'bartowi01', 'jokicni01', 'millspa01', 'grantje01', 'morrimo01', 'portemi01', 'plumlma01', 'vonleno01', 'doziepj01', 'mcraejo01', 'craigto01']","[39, 18]",0,23,23,26,26,[],98,-6,2.0,"['woodch01', 'snellto01', 'rosede01', 'hensojo01', 'mykhasv01', 'knighbr03', 'gallola01', 'doumbse01', 'halldo01', 'thomakh01', 'waltode01', 'makerth01', 'brownbr01']","[19, 40]",1,none,716229516.0,440373194.0,55094578.15384615,33874861.07692308,57,59
202002250GSW,SAC,GSW,SAC,10:30p,"Chase Center, San Francisco, California",22,21,30,21,[],94,-6,2.0,"['pascher01', 'poolejo01', 'wiggian01', 'leeda03', 'chrisma01', 'bowmaky01', 'bendedr01', 'toscaju01', 'looneke01', 'smailal01', 'greendr01']","[12, 45]",0,33,22,26,31,[],112,2,3.0,"['barneha02', 'foxde01', 'bogdabo01', 'bjeline01', 'gilesha01', 'bazemke01', 'hieldbu01', 'josepco01', 'lenal01', 'parkeja01', 'tollian01', 'ferreyo01', 'jamesju01']","[23, 33]",2,division,339010242.0,654946007.0,30819112.90909091,50380462.07692308,57,56
202002250IND,IND,IND,CHO,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",35,34,25,25,[],119,-1,2.0,"['sabondo01', 'holidaa01', 'turnemy01', 'warretj01', 'brogdma01', 'holidju01', 'mccontj01', 'sampsja02', 'mcderdo01', 'bitadgo01', 'leaftj01', 'bowenbr02']","[33, 24]",2,25,19,11,25,[],80,-1,3.0,"['monkma01', 'roziete01', 'bridgmi02', 'washipj01', 'zelleco01', 'martico01', 'martica02', 'mcdanja01', 'chealjo01', 'biyombi01', 'hernawi01', 'grahade01', 'batumni01']","[19, 37]",1,conference,364931517.0,479726132.0,30410959.75,36902010.15384615,57,56
202002250LAL,LAL,LAL,NOP,10:00p,"STAPLES Center, Los Angeles, California",30,34,24,30,[],118,5,2.0,"['davisan02', 'jamesle01', 'greenda02', 'bradlav01', 'mcgeeja01', 'caldwke01', 'howardw01', 'carusal01', 'morrima02', 'kuzmaky01', 'rondora01', 'dudleja01', 'danietr01']","[43, 12]",2,26,32,28,23,[],109,2,2.0,"['holidjr01', 'ingrabr01', 'willizi01', 'balllo01', 'favorde01', 'mellini01', 'hartjo01', 'redicjj01', 'okafoja01', 'mooreet01', 'jacksfr01', 'hayesja02']","[25, 32]",0,conference,1411698042.0,698290447.0,108592157.07692309,58190870.583333336,55,57
202002250POR,BOS,POR,BOS,10:00p,"Moda Center, Portland, Oregon",24,24,22,36,[],106,1,2.0,"['arizatr01', 'mccolcj01', 'whiteha01', 'anthoca01', 'trentga02', 'simonan01', 'hezonma01', 'littlna01', 'swanica01', 'gabriwe01', 'lillada01', 'nurkiju01']","[26, 32]",0,28,28,29,33,[],118,-1,2.0,"['tatumja01', 'brownja02', 'smartma01', 'haywago01', 'theisda01', 'wanambr01', 'kanteen01', 'willigr01', 'langfro01', 'ojelese01', 'edwarca01', 'poirivi01', 'greenja02']","[39, 17]",0,none,955934469.0,573092679.0,79661205.75,44084052.23076923,58,56
202002250TOR,MIL,TOR,MIL,7:30p,"Scotiabank Arena, Toronto, Canada",27,25,19,26,[],97,2,2.0,"['lowryky01', 'siakapa01', 'vanvlfr01', 'anunoog01', 'ibakase01', 'bouchch01', 'holliro01', 'daviste02', 'thomama02', 'millema01', 'brissos01', 'johnsst04']","[42, 15]",0,25,25,34,24,[],108,3,1.0,"['antetgi01', 'bledser01', 'middlkh01', 'lopezbr01', 'matthwe02', 'hillge01', 'divindo01', 'willima02', 'lopezro01', 'connapa01', 'ilyaser01', 'brownst02', 'antetth01']","[49, 8]",1,conference,573308326.0,1146164873.0,47775693.833333336,88166528.6923077,57,57
202002260ATL,ORL,ATL,ORL,7:30p,"State Farm Arena, Atlanta, Georgia",27,37,31,25,[],120,-1,2.0,"['youngtr01', 'huntede01', 'collijo01', 'huertke01', 'fernabr01', 'reddica01', 'teaguje01', 'grahatr01', 'jonesda03', 'goodwbr01', 'cartevi01']","[17, 42]",2,23,41,39,27,[],130,1,2.0,"['gordoaa01', 'fournev01', 'fultzma01', 'vucevni01', 'ennisja01', 'rosste01', 'bambamo01', 'augusdj01', 'cartemi01', 'birchkh01', 'lawvi01', 'clarkga01', 'iwundwe01']","[25, 32]",1,division,401468788.0,624711805.0,36497162.54545455,48054754.23076923,59,57
202002260CHO,CHO,CHO,NYK,7:00p,"Spectrum Center, Charlotte, North Carolina",30,26,29,22,[],107,-2,1.0,"['washipj01', 'roziete01', 'grahade01', 'bridgmi02', 'biyombi01', 'martico01', 'mcdanja01', 'hernawi01', 'martica02', 'chealjo01', 'zelleco01', 'monkma01', 'batumni01']","[19, 38]",2,27,19,29,26,[],101,-4,2.0,"['paytoel01', 'randlju01', 'harklma01', 'barrerj01', 'gibsota01', 'robinmi01', 'knoxke01', 'portibo01', 'smithde03', 'trieral01', 'bullore01', 'ellinwa01', 'dotsoda01']","[17, 40]",0,conference,479726132.0,439029364.0,36902010.15384615,33771489.538461536,57,57
202002260CLE,CLE,CLE,PHI,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",28,27,22,31,[],108,1,2.0,"['sextoco01', 'garlada01', 'loveke01', 'thomptr01', 'osmande01', 'nancela02', 'porteke02', 'dellama01', 'zizican01', 'moonema01', 'wadede01']","[16, 41]",0,17,27,24,26,[],94,1,2.0,"['miltosh01', 'harrito02', 'horfoal01', 'richajo01', 'embiijo01', 'korkmfu01', 'burksal01', 'robingl02', 'thybuma01', 'oquinky01', 'scottmi01', 'netora01']","[36, 22]",3,conference,519321809.0,758842423.0,47211073.54545455,63236868.583333336,57,58
202002260HOU,HOU,HOU,MEM,8:00p,"Toyota Center, Houston, Texas",35,38,38,29,[],140,4,2.0,"['westbru01', 'covinro01', 'hardeja01', 'houseda01', 'tuckepj01', 'mclembe01', 'riverau01', 'greenje02', 'carrode01', 'cabocbr01', 'sefolth01', 'chandty01']","[37, 20]",1,17,30,41,24,[],112,-3,2.0,"['brookdi01', 'moranja01', 'meltode01', 'valanjo01', 'anderky01', 'jacksjo02', 'jonesty01', 'dienggo01', 'konchjo01', 'watanyu01', 'gudurma01', 'hannadu01', 'belljo01']","[28, 29]",1,division,1192458186.0,374281109.0,99371515.5,28790854.53846154,57,57
202002260MIA,MIN,MIA,MIN,7:30p,"AmericanAirlines Arena, Miami, Florida",28,32,34,32,[],126,-1,2.0,"['butleji01', 'adebaba01', 'nunnke01', 'robindu01', 'olynyke01', 'crowdja01', 'dragigo01', 'iguodan01', 'jonesde02', 'hillso01', 'vincega01', 'hasleud01', 'silvach01']","[36, 21]",0,29,28,38,34,[],129,-5,2.0,"['beaslma01', 'russeda01', 'hernaju01', 'okogijo01', 'reidna01', 'johnsja01', 'mclaujo01', 'culveja01', 'martike03', 'laymaja01', 'nowelja01', 'evansja02', 'vandeja01']","[16, 40]",1,none,864274617.0,315543040.0,66482662.84615385,24272541.53846154,57,56
202002260PHO,LAC,PHO,LAC,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",29,20,17,26,[],92,2,2.0,"['bookede01', 'bridgmi01', 'aytonde01', 'rubiori01', 'saricda01', 'johnsca02', 'carteje01', 'okoboel01', 'baynear01', 'diallch01', 'jeromty01']","[24, 34]",1,21,33,22,26,[],102,1,2.0,"['leonaka01', 'morrima03', 'georgpa01', 'beverpa01', 'zubaciv01', 'harremo01', 'willilo02', 'shamela01', 'greenja01', 'jacksre01', 'mcgruro01', 'coffeam01', 'pattepa01']","[38, 19]",1,division,383349573.0,903134257.0,34849961.18181818,69471865.92307693,58,57
202002260SAS,DAL,SAS,DAL,8:30p,"AT&T Center, San Antonio, Texas",20,29,28,26,[],103,-1,3.0,"['derozde01', 'walkelo01', 'lylestr01', 'murrade01', 'forbebr01', 'whitede01', 'millspa02', 'belinma01', 'gayru01', 'poeltja01', 'eubandr01', 'johnske04', 'samanlu01']","[24, 32]",0,36,23,29,21,[],109,1,2.0,"['doncilu01', 'hardati02', 'finnedo01', 'curryse01', 'porzikr01', 'klebima01', 'wrighde01', 'kiddgmi01', 'bareajo01', 'leeco01', 'marjabo01', 'jacksju01']","[35, 23]",2,division,650711005.0,583512332.0,50054692.692307696,48626027.66666666,56,58
202002260UTA,BOS,UTA,BOS,10:30p,"Vivint Smart Home Arena, Salt Lake City, Utah",15,36,31,21,[],103,-3,2.0,"['mitchdo01', 'goberru01', 'bogdabo02', 'conlemi01', 'onealro01', 'inglejo01', 'clarkjo01', 'niangge01', 'bradlto01', 'davised01', 'tuckera01', 'mudiaem01', 'morgaju01']","[36, 21]",0,23,30,32,29,[],114,1,1.0,"['tatumja01', 'smartma01', 'brownja02', 'haywago01', 'theisda01', 'wanambr01', 'willigr01', 'kanteen01', 'ojelese01', 'edwarca01', 'langfro01', 'greenja02', 'poirivi01']","[40, 17]",0,none,744858667.0,573092679.0,57296820.538461536,44084052.23076923,57,57
202002260WAS,WAS,WAS,BRK,7:00p,"Capital One Arena, Washington, District of Columbia",31,29,21,29,[],110,-3,2.0,"['bealbr01', 'hachiru01', 'napiesh01', 'mahinia01', 'bongais01', 'bertada01', 'smithis01', 'robinje01', 'bryanth01', 'wagnemo01', 'browntr01', 'pasecan01', 'paytoga02']","[20, 36]",1,17,30,37,22,[],106,-1,2.0,"['leverca01', 'dinwisp01', 'harrijo01', 'princta02', 'allenja01', 'templga01', 'jordade01', 'luwawti01', 'kurucro01', 'pinsoth01', 'chiozch01', 'martije02']","[26, 30]",0,conference,443682996.0,426264530.0,34129461.23076923,35522044.166666664,56,56
202002270GSW,LAL,GSW,LAL,10:30p,"Chase Center, San Francisco, California",24,28,17,17,[],86,-7,2.0,"['leeda03', 'poolejo01', 'chrisma01', 'bendedr01', 'greendr01', 'bowmaky01', 'pascher01', 'muldemy01', 'toscaju01', 'looneke01', 'wiggian01']","[12, 46]",0,24,30,40,22,[],116,6,2.0,"['rondora01', 'davisan02', 'bradlav01', 'mcgeeja01', 'greenda02', 'kuzmaky01', 'howardw01', 'caldwke01', 'morrima02', 'carusal01', 'cookqu01', 'danietr01', 'dudleja01']","[44, 12]",2,division,338350466.0,1028002305.0,30759133.272727277,79077100.38461539,58,56
202002270IND,IND,IND,POR,8:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",30,13,37,26,[],106,1,2.0,"['brogdma01', 'warretj01', 'turnemy01', 'sabondo01', 'oladivi01', 'holidju01', 'mccontj01', 'holidaa01', 'mcderdo01', 'bitadgo01', 'sampsja02', 'johnsal02', 'leaftj01']","[34, 24]",0,24,25,26,25,[],100,-1,2.0,"['trentga02', 'mccolcj01', 'arizatr01', 'anthoca01', 'whiteha01', 'simonan01', 'swanica01', 'littlna01', 'gabriwe01', 'hezonma01', 'nurkiju01', 'lillada01']","[26, 33]",1,none,476689239.0,955934469.0,36668403.0,79661205.75,58,59
202002270OKC,OKC,OKC,SAC,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",25,25,31,31,[],112,4,2.0,"['gilgesh01', 'gallida01', 'paulch01', 'adamsst01', 'dortlu01', 'schrode01', 'noelne01', 'naderab01', 'diallha01', 'fergute01', 'burtode02', 'muscami01', 'robyis01']","[36, 22]",1,27,34,21,26,[],108,3,2.0,"['barneha02', 'josepco01', 'bjeline01', 'bogdabo01', 'gilesha01', 'hieldbu01', 'lenal01', 'bazemke01', 'ferreyo01', 'jamesju01', 'parkeja01', 'tollian01']","[24, 33]",1,conference,824734015.0,602270000.0,63441078.07692308,50189166.66666666,58,57
202002270PHI,PHI,PHI,NYK,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",26,35,26,28,[],115,-1,1.0,"['harrito02', 'richajo01', 'horfoal01', 'miltosh01', 'robingl02', 'korkmfu01', 'burksal01', 'thybuma01', 'oquinky01', 'scottmi01', 'netora01', 'pelleno01']","[36, 23]",3,21,25,33,27,[],106,-5,1.0,"['randlju01', 'paytoel01', 'barrerj01', 'harklma01', 'portibo01', 'robinmi01', 'bullore01', 'trieral01', 'ellinwa01', 'knoxke01', 'smithde03', 'dotsoda01', 'gibsota01']","[17, 41]",0,division,626325071.0,439029364.0,52193755.91666666,33771489.538461536,59,58
202002280ATL,ATL,ATL,BRK,7:30p,"State Farm Arena, Atlanta, Georgia",29,39,40,33,[],141,-2,2.0,"['reddica01', 'huertke01', 'collijo01', 'huntede01', 'youngtr01', 'fernabr01', 'teaguje01', 'grahatr01', 'goodwbr01', 'cartevi01', 'jonesda03']","[17, 43]",0,36,26,36,20,[],118,-2,2.0,"['dinwisp01', 'harrijo01', 'princta02', 'leverca01', 'allenja01', 'templga01', 'jordade01', 'luwawti01', 'chandwi01', 'claxtni01', 'chiozch01', 'kurucro01', 'pinsoth01']","[26, 31]",3,conference,401468788.0,504229144.0,36497162.54545455,38786857.23076923,60,57
202002280LAC,LAC,LAC,DEN,10:30p,"STAPLES Center, Los Angeles, California",37,29,32,34,[],132,2,2.0,"['leonaka01', 'morrima03', 'georgpa01', 'zubaciv01', 'beverpa01', 'shamela01', 'greenja01', 'willilo02', 'harremo01', 'jacksre01', 'mcgruro01', 'coffeam01', 'pattepa01']","[39, 19]",0,27,29,23,24,[],103,2,3.0,"['bartowi01', 'murraja01', 'jokicni01', 'harriga01', 'millspa01', 'grantje01', 'morrimo01', 'craigto01', 'plumlma01', 'portemi01', 'doziepj01', 'mcraejo01', 'cancavl01']","[40, 18]",1,conference,903134257.0,705124505.0,69471865.92307693,54240346.538461536,58,58
202002280MEM,SAC,MEM,SAC,8:00p,"FedEx Forum, Memphis, Tennessee",30,17,28,26,[],101,-4,2.0,"['brookdi01', 'moranja01', 'anderky01', 'valanjo01', 'meltode01', 'jacksjo02', 'dienggo01', 'jonesty01', 'konchjo01', 'watanyu01', 'uthofja01', 'gudurma01', 'belljo01']","[28, 30]",1,21,29,31,23,[],104,-1,1.0,"['bjeline01', 'foxde01', 'barneha02', 'gilesha01', 'bogdabo01', 'bazemke01', 'hieldbu01', 'lenal01', 'josepco01', 'tollian01', 'ferreyo01', 'parkeja01', 'jamesju01']","[24, 34]",2,conference,374518448.0,654946007.0,28809111.384615384,50380462.07692308,58,58
202002280MIA,MIA,MIA,DAL,8:00p,"AmericanAirlines Arena, Miami, Florida",31,32,25,38,[],126,-2,2.0,"['robindu01', 'butleji01', 'adebaba01', 'jonesde02', 'nunnke01', 'dragigo01', 'crowdja01', 'olynyke01', 'iguodan01', 'hillso01', 'hasleud01', 'silvach01', 'herroty01']","[36, 22]",1,31,24,38,25,[],118,2,2.0,"['porzikr01', 'doncilu01', 'hardati02', 'curryse01', 'finnedo01', 'klebima01', 'wrighde01', 'bareajo01', 'kiddgmi01', 'marjabo01', 'leeco01', 'jacksju01']","[36, 23]",0,none,874072159.0,583512332.0,67236319.92307693,48626027.66666666,58,59
