,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202002100MIL,MIL,MIL,SAC,8:00p,"Fiserv Forum, Milwaukee, Wisconsin",38,19,31,35,[],123,4,2.0,"['middlkh01', 'bledser01', 'matthwe02', 'lopezbr01', 'ilyaser01', 'connapa01', 'divindo01', 'brownst02', 'korveky01', 'lopezro01', 'antetth01', 'willima02', 'wilsodj01']","[45, 7]",1,24,34,32,21,[],111,3,2.0,"['barneha02', 'foxde01', 'bogdabo01', 'bjeline01', 'gilesha01', 'hieldbu01', 'josepco01', 'bazemke01', 'ferreyo01', 'jeffrda01', 'tollian01', 'jamesju01']","[21, 31]",0,none,984072784.0,563922553.0,75697906.46153846,46993546.083333336,52,52
202002100ORL,ORL,ORL,ATL,7:00p,"Amway Center, Orlando, Florida",22,34,37,42,[],135,-3,2.0,"['gordoaa01', 'vucevni01', 'fournev01', 'fultzma01', 'iwundwe01', 'rosste01', 'cartemi01', 'ennisja01', 'bambamo01', 'clarkga01', 'birchkh01', 'johnsbj01', 'frazime01']","[22, 31]",0,28,33,35,30,[],126,1,1.0,"['huertke01', 'youngtr01', 'huntede01', 'collijo01', 'jonesda03', 'dedmode01', 'reddica01', 'teaguje01', 'cartevi01', 'goodwbr01', 'grahatr01', 'brownch02', 'fernabr01']","[15, 39]",2,division,562989256.0,441629450.0,43306865.84615385,33971496.15384615,53,54
202002100TOR,TOR,TOR,MIN,7:30p,"Scotiabank Arena, Toronto, Canada",40,34,32,31,[],137,4,2.0,"['lowryky01', 'vanvlfr01', 'siakapa01', 'anunoog01', 'holliro01', 'mccawpa01', 'daviste02', 'bouchch01', 'thomama02', 'johnsst04', 'millema01', 'watsopa01', 'brissos01']","[39, 14]",1,36,39,19,32,[],126,1,2.0,"['townska01', 'russeda01', 'beaslma01', 'hernaju01', 'okogijo01', 'johnsja01', 'culveja01', 'crabbal01', 'mclaujo01', 'reidna01', 'laymaja01', 'nowelja01', 'vandeja01']","[16, 35]",0,none,446726035.0,499870507.0,34363541.15384615,38451577.461538464,53,51
202002110HOU,HOU,HOU,BOS,9:30p,"Toyota Center, Houston, Texas",23,24,31,38,[],116,-2,2.0,"['houseda01', 'hardeja01', 'covinro01', 'westbru01', 'tuckepj01', 'riverau01', 'mclembe01', 'sefolth01', 'clemoch01', 'frazimi01', 'harteis01', 'howarwi01', 'chandty01']","[33, 20]",0,19,30,22,34,[],105,7,2.0,"['tatumja01', 'haywago01', 'brownja02', 'theisda01', 'walkeke02', 'smartma01', 'wanambr01', 'willigr01', 'kanteen01', 'ojelese01', 'langfro01', 'edwarca01', 'greenja02']","[37, 15]",0,none,1029289957.0,728785952.0,79176150.53846154,56060457.84615385,53,52
202002110NOP,NOP,NOP,POR,8:00p,"Smoothie King Center, New Orleans, Louisiana",27,36,41,34,[],138,2,3.0,"['balllo01', 'holidjr01', 'willizi01', 'hartjo01', 'favorde01', 'mellini01', 'jacksfr01', 'redicjj01', 'mooreet01', 'hayesja02', 'alexani01', 'okafoja01', 'ingrabr01']","[22, 31]",2,36,29,21,31,[],117,1,2.0,"['mccolcj01', 'lillada01', 'arizatr01', 'whiteha01', 'anthoca01', 'trentga02', 'swanica01', 'simonan01', 'gabriwe01', 'hoardja01', 'brownmo01', 'littlna01', 'hoodro01']","[25, 29]",0,conference,707629927.0,908781933.0,54433071.307692304,69906302.53846154,53,54
202002110OKC,SAS,OKC,SAS,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",14,27,36,29,[],106,-1,2.0,"['paulch01', 'gilgesh01', 'adamsst01', 'gallida01', 'dortlu01', 'schrode01', 'fergute01', 'naderab01', 'noelne01', 'diallha01', 'muscami01', 'burtode02']","[32, 21]",1,25,24,30,35,[],114,-5,1.0,"['aldrila01', 'lylestr01', 'murrade01', 'walkelo01', 'forbebr01', 'millspa02', 'whitede01', 'gayru01', 'belinma01', 'poeltja01', 'johnske04', 'weathqu01', 'metuch01']","[22, 31]",1,conference,819933413.0,656448189.0,68327784.41666667,50496014.538461536,53,53
202002110PHI,PHI,PHI,LAC,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",30,24,27,29,[],110,2,2.0,"['simmobe01', 'harrito02', 'richajo01', 'embiijo01', 'korkmfu01', 'horfoal01', 'thybuma01', 'burksal01', 'robingl02', 'scottmi01', 'miltosh01', 'pelleno01', 'netora01']","[33, 21]",0,22,32,23,26,[],103,1,2.0,"['leonaka01', 'willilo02', 'georgpa01', 'morrima03', 'zubaciv01', 'shamela01', 'harremo01', 'greenja01', 'mcgruro01', 'coffeam01', 'mannte01', 'motlejo01', 'pattepa01']","[37, 16]",0,none,829874882.0,744518653.0,63836529.38461538,57270665.615384616,54,53
202002110WAS,WAS,WAS,CHI,7:00p,"Capital One Arena, Washington, District of Columbia",36,33,31,26,[],126,-1,2.0,"['bealbr01', 'hachiru01', 'smithis01', 'mahinia01', 'bongais01', 'wagnemo01', 'bertada01', 'napiesh01', 'robinje01', 'browntr01', 'paytoga02', 'pasecan01']","[18, 33]",0,26,36,20,32,[],114,-5,2.0,"['lavinza01', 'youngth01', 'satorto01', 'hutchch01', 'kornelu01', 'whiteco01', 'feliccr01', 'arcidry01', 'harrish01', 'gaffoda01', 'mokokad01']","[19, 35]",2,conference,416489139.0,347011487.0,34707428.25,31546498.818181816,51,54
202002120BRK,BRK,BRK,TOR,7:30p,"Barclays Center, Brooklyn, New York",23,29,23,26,[],101,1,2.0,"['leverca01', 'harrijo01', 'dinwisp01', 'princta02', 'allenja01', 'chandwi01', 'templga01', 'jordade01', 'luwawti01', 'pinsoth01', 'chiozch01', 'claxtni01', 'kurucro01']","[24, 28]",0,19,21,25,26,[],91,5,2.0,"['vanvlfr01', 'siakapa01', 'lowryky01', 'ibakase01', 'anunoog01', 'daviste02', 'holliro01', 'mccawpa01', 'bouchch01', 'thomama02', 'millema01', 'johnsst04']","[40, 14]",3,division,504229144.0,581317062.0,38786857.23076923,48443088.5,52,54
202002120CLE,CLE,CLE,ATL,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",33,32,33,29,[],127,-6,3.0,"['nancela02', 'osmande01', 'sextoco01', 'garlada01', 'drumman01', 'porteke02', 'thomptr01', 'exumda01', 'mckinal01', 'macurjp01', 'dellama01', 'newmama01']","[13, 40]",1,19,29,32,25,[],105,-1,2.0,"['youngtr01', 'huntede01', 'collijo01', 'huertke01', 'dedmode01', 'reddica01', 'goodwbr01', 'jonesda03', 'fernabr01', 'teaguje01', 'cartevi01', 'grahatr01', 'bembrde01']","[15, 40]",0,conference,464303822.0,452803690.0,38691985.16666666,34831053.07692308,53,55
202002120DAL,DAL,DAL,SAC,8:30p,"American Airlines Center, Dallas, Texas",32,31,33,34,[],130,-1,2.0,"['hardati02', 'porzikr01', 'doncilu01', 'finnedo01', 'brunsja01', 'curryse01', 'wrighde01', 'jacksju01', 'klebima01', 'caulewi01', 'marjabo01', 'leeco01', 'bareajo01']","[32, 22]",1,28,24,25,34,[],111,-1,2.0,"['foxde01', 'barneha02', 'josepco01', 'bogdabo01', 'bjeline01', 'hieldbu01', 'bazemke01', 'gilesha01', 'tollian01', 'ferreyo01', 'jeffrda01', 'jamesju01']","[21, 32]",1,conference,542712219.0,563922553.0,41747093.76923077,46993546.083333336,54,53
202002120DEN,LAL,DEN,LAL,10:00p,"Pepsi Center, Denver, Colorado",31,24,32,24,[],116,4,2.0,"['murraja01', 'grantje01', 'jokicni01', 'harriga01', 'craigto01', 'morrimo01', 'millspa01', 'doziepj01', 'vonleno01', 'mcraejo01', 'bateske01', 'cancavl01']","[38, 16]",1,23,38,23,27,[],120,2,2.0,"['davisan02', 'jamesle01', 'bradlav01', 'greenda02', 'mcgeeja01', 'caldwke01', 'howardw01', 'carusal01', 'kuzmaky01', 'rondora01', 'danietr01', 'dudleja01', 'cookqu01']","[40, 12]",1,conference,579173124.0,1368623258.0,48264427.0,105278712.15384616,54,52
202002120IND,IND,IND,MIL,7:30p,"Bankers Life Fieldhouse, Indianapolis, Indiana",34,34,14,36,[],118,-6,2.0,"['warretj01', 'brogdma01', 'turnemy01', 'sabondo01', 'oladivi01', 'lambje01', 'holidju01', 'mccontj01', 'mcderdo01', 'leaftj01', 'bitadgo01', 'sampsja02', 'holidaa01']","[31, 23]",0,20,25,26,40,[],111,5,2.0,"['middlkh01', 'lopezbr01', 'bledser01', 'matthwe02', 'ilyaser01', 'connapa01', 'divindo01', 'brownst02', 'willima02', 'lopezro01', 'wilsodj01', 'antetth01']","[46, 7]",2,division,534676314.0,901360576.0,41128947.23076923,75113381.33333333,54,53
202002120MEM,MEM,MEM,POR,8:00p,"FedEx Forum, Memphis, Tennessee",31,36,25,19,[],111,1,3.0,"['jacksja02', 'moranja01', 'valanjo01', 'anderky01', 'brookdi01', 'meltode01', 'clarkbr01', 'jacksjo02', 'jonesty01', 'dienggo01', 'watanyu01', 'gudurma01', 'belljo01']","[27, 26]",0,27,36,19,22,[],104,-1,1.0,"['mccolcj01', 'lillada01', 'anthoca01', 'arizatr01', 'whiteha01', 'simonan01', 'trentga02', 'swanica01', 'gabriwe01', 'brownmo01', 'littlna01', 'hoodro01', 'hoardja01']","[25, 30]",0,conference,406941140.0,908781933.0,31303164.615384616,69906302.53846154,53,55
202002120MIN,CHO,MIN,CHO,8:00p,"Target Center, Minneapolis, Minnesota",36,30,21,21,[],108,-1,2.0,"['beaslma01', 'hernaju01', 'russeda01', 'johnsja01', 'okogijo01', 'reidna01', 'culveja01', 'mclaujo01', 'crabbal01', 'vandeja01', 'nowelja01', 'laymaja01']","[16, 36]",1,28,22,31,34,[],115,1,2.0,"['grahade01', 'bridgmi02', 'washipj01', 'biyombi01', 'martica02', 'monkma01', 'mcdanja01', 'hernawi01', 'bacondw01', 'zelleco01', 'batumni01']","[17, 36]",0,none,385747072.0,415110385.0,32145589.33333333,37737307.72727273,52,53
202002120NYK,WAS,NYK,WAS,7:30p,"Madison Square Garden (IV), New York, New York",24,26,23,23,[],96,-1,3.0,"['randlju01', 'paytoel01', 'barrerj01', 'bullore01', 'gibsota01', 'harklma01', 'robinmi01', 'portibo01', 'ellinwa01', 'ntilila01', 'knoxke01', 'dotsoda01', 'smithde03']","[17, 37]",1,25,21,31,37,[],114,1,1.0,"['bealbr01', 'mahinia01', 'smithis01', 'hachiru01', 'bongais01', 'bertada01', 'robinje01', 'browntr01', 'napiesh01', 'wagnemo01', 'paytoga02', 'willijo04', 'pasecan01']","[19, 33]",1,conference,452574738.0,416595320.0,34813441.384615384,32045793.846153848,54,52
202002120ORL,ORL,ORL,DET,7:00p,"Amway Center, Orlando, Florida",32,27,28,21,[],116,1,2.0,"['gordoaa01', 'vucevni01', 'fultzma01', 'fournev01', 'iwundwe01', 'rosste01', 'cartemi01', 'ennisja01', 'birchkh01', 'clarkga01', 'johnsbj01', 'frazime01']","[23, 31]",0,20,35,26,27,[],112,-3,2.0,"['woodch01', 'jacksre01', 'snellto01', 'makerth01', 'brownbr01', 'gallola01', 'morrima02', 'mykhasv01', 'rosede01', 'doumbse01', 'hensojo01', 'knighbr03']","[19, 37]",1,conference,538888834.0,582590419.0,44907402.833333336,48549201.583333336,54,56
202002120PHO,PHO,PHO,GSW,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",34,24,29,25,[],112,-2,2.0,"['bookede01', 'oubreke01', 'bridgmi01', 'rubiori01', 'diallch01', 'boldejo01', 'okoboel01', 'carteje01', 'johnsca02', 'jeromty01', 'owensta01', 'aytonde01', 'lecquja01']","[21, 33]",1,24,26,26,30,[],106,-3,2.0,"['wiggian01', 'poolejo01', 'leeda03', 'chrisma01', 'greendr01', 'pascher01', 'pargoje01', 'toscaju01', 'norveza01', 'smailal01', 'bowmaky01', 'looneke01']","[12, 42]",1,division,373712954.0,326083657.0,28747150.307692308,27173638.08333333,54,54
202002120UTA,UTA,UTA,MIA,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",25,22,32,37,[],116,3,2.0,"['onealro01', 'goberru01', 'mitchdo01', 'bogdabo02', 'inglejo01', 'clarkjo01', 'niangge01', 'mudiaem01', 'bradlto01', 'onimi01', 'tuckera01', 'morgaju01']","[35, 18]",0,28,24,22,27,[],101,1,2.0,"['adebaba01', 'butleji01', 'robindu01', 'nunnke01', 'jonesde02', 'dragigo01', 'crowdja01', 'iguodan01', 'olynyke01', 'vincega01', 'silvach01', 'hillso01', 'hasleud01']","[35, 18]",1,none,470347520.0,864274617.0,39195626.66666666,66482662.84615385,53,53
202002130BOS,BOS,BOS,LAC,8:00p,"TD Garden, Boston, Massachusetts",30,30,31,23,[13],141,-1,2.0,"['tatumja01', 'haywago01', 'smartma01', 'walkeke02', 'theisda01', 'wanambr01', 'kanteen01', 'ojelese01', 'willigr01', 'edwarca01', 'poirivi01', 'greenja02', 'langfro01']","[37, 16]",0,32,26,29,27,[13],133,-1,2.0,"['shamela01', 'leonaka01', 'morrima03', 'georgpa01', 'zubaciv01', 'harremo01', 'willilo02', 'greenja01', 'coffeam01', 'mcgruro01', 'motlejo01', 'mannte01', 'pattepa01']","[37, 17]",1,none,664238826.0,744518653.0,51095294.307692304,57270665.615384616,53,54
202002130NOP,OKC,NOP,OKC,8:00p,"Smoothie King Center, New Orleans, Louisiana",30,28,35,25,[],118,3,2.0,"['holidjr01', 'balllo01', 'willizi01', 'hartjo01', 'favorde01', 'redicjj01', 'mellini01', 'mooreet01', 'hayesja02', 'jacksfr01', 'alexani01', 'ingrabr01', 'okafoja01']","[23, 31]",0,29,37,32,25,[],123,-2,2.0,"['gilgesh01', 'paulch01', 'gallida01', 'adamsst01', 'dortlu01', 'schrode01', 'fergute01', 'naderab01', 'noelne01', 'muscami01', 'herveke01', 'diallha01', 'burtode02']","[32, 22]",3,conference,707629927.0,819933413.0,54433071.307692304,63071801.0,54,54
202002200ATL,ATL,ATL,MIA,7:30p,"State Farm Arena, Atlanta, Georgia",32,31,27,39,[],129,-2,8.0,"['huertke01', 'youngtr01', 'collijo01', 'huntede01', 'dedmode01', 'reddica01', 'teaguje01', 'fernabr01', 'goodwbr01', 'cartevi01', 'grahatr01', 'jonesda03', 'bembrde01']","[15, 41]",0,36,28,33,27,[],124,-1,8.0,"['adebaba01', 'butleji01', 'robindu01', 'nunnke01', 'crowdja01', 'dragigo01', 'iguodan01', 'hillso01', 'jonesde02', 'olynyke01', 'herroty01', 'silvach01', 'hasleud01']","[35, 19]",3,division,452803690.0,874072159.0,34831053.07692308,67236319.92307693,56,54
202002200CHI,CHO,CHI,CHO,8:00p,"United Center, Chicago, Illinois",20,24,29,20,[],93,-6,9.0,"['lavinza01', 'youngth01', 'satorto01', 'arcidry01', 'kornelu01', 'whiteco01', 'feliccr01', 'harrish01', 'gaffoda01', 'hutchch01', 'valende01']","[19, 36]",1,33,27,19,24,[],103,2,8.0,"['bridgmi02', 'grahade01', 'roziete01', 'washipj01', 'zelleco01', 'monkma01', 'martico01', 'mcdanja01', 'biyombi01', 'batumni01', 'hernawi01', 'martica02']","[18, 36]",2,conference,362605314.0,479562776.0,32964119.454545453,39963564.66666666,55,54
202002200DET,MIL,DET,MIL,7:00p,"Little Caesars Arena, Detroit, Michigan",18,23,30,35,[],106,-4,8.0,"['doumbse01', 'mykhasv01', 'rosede01', 'snellto01', 'makerth01', 'brownbr01', 'woodch01', 'gallola01', 'hensojo01', 'knighbr03', 'bonejo01', 'morrima02', 'thomakh01']","[19, 38]",0,32,38,28,28,[],126,-1,8.0,"['middlkh01', 'antetgi01', 'matthwe02', 'bledser01', 'lopezbr01', 'hillge01', 'divindo01', 'lopezro01', 'connapa01', 'ilyaser01', 'willima02', 'wilsodj01', 'brownst02']","[46, 8]",2,division,488061242.0,1153669691.0,37543172.461538464,88743822.38461539,57,54
202002200GSW,HOU,GSW,HOU,10:30p,"Chase Center, San Francisco, California",17,33,27,28,[],105,-4,8.0,"['poolejo01', 'wiggian01', 'leeda03', 'greendr01', 'chrisma01', 'pascher01', 'bowmaky01', 'toscaju01', 'looneke01', 'smailal01', 'curryst01']","[12, 43]",1,38,34,37,26,[],135,1,9.0,"['westbru01', 'tuckepj01', 'hardeja01', 'covinro01', 'houseda01', 'riverau01', 'greenje02', 'mclembe01', 'carrode01', 'sefolth01', 'frazimi01', 'cabocbr01', 'chandty01']","[34, 20]",1,conference,581594338.0,1192531871.0,52872212.54545455,91733220.84615384,55,54
202002200PHI,PHI,PHI,BRK,8:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",26,16,35,26,[],112,3,9.0,"['harrito02', 'embiijo01', 'richajo01', 'netora01', 'robingl02', 'burksal01', 'horfoal01', 'korkmfu01', 'thybuma01', 'miltosh01', 'scottmi01', 'oquinky01', 'pelleno01']","[34, 21]",2,20,32,26,25,[],104,2,8.0,"['leverca01', 'dinwisp01', 'harrijo01', 'princta02', 'allenja01', 'jordade01', 'templga01', 'chandwi01', 'luwawti01', 'chiozch01', 'kurucro01', 'pinsoth01']","[25, 28]",1,division,760399377.0,500030232.0,58492259.76923077,41669186.0,55,53
202002200SAC,SAC,SAC,MEM,10:00p,"Golden 1 Center, Sacramento, California",37,33,27,32,[],129,-2,8.0,"['barneha02', 'foxde01', 'bjeline01', 'gilesha01', 'bogdabo01', 'hieldbu01', 'bazemke01', 'josepco01', 'parkeja01', 'jamesju01', 'tollian01', 'ferreyo01']","[21, 33]",1,35,26,29,35,[],125,2,8.0,"['jacksja02', 'moranja01', 'brookdi01', 'anderky01', 'valanjo01', 'clarkbr01', 'meltode01', 'jonesty01', 'jacksjo02', 'dienggo01', 'gudurma01', 'konchjo01', 'belljo01']","[28, 26]",1,conference,619219655.0,409156451.0,51601637.91666666,31473573.153846152,54,54
202002210LAL,LAL,LAL,MEM,10:30p,"STAPLES Center, Los Angeles, California",28,32,24,33,[],117,3,9.0,"['jamesle01', 'davisan02', 'bradlav01', 'greenda02', 'mcgeeja01', 'caldwke01', 'kuzmaky01', 'carusal01', 'rondora01', 'howardw01', 'dudleja01', 'danietr01', 'cookqu01']","[41, 12]",2,22,19,36,28,[],105,-1,1.0,"['moranja01', 'brookdi01', 'valanjo01', 'anderky01', 'jacksja02', 'clarkbr01', 'meltode01', 'jacksjo02', 'dienggo01', 'jonesty01', 'gudurma01', 'belljo01', 'konchjo01']","[28, 27]",0,conference,1368623258.0,409156451.0,105278712.15384616,31473573.153846152,53,55
202002210MIN,BOS,MIN,BOS,8:00p,"Target Center, Minneapolis, Minnesota",20,33,35,29,[],117,-2,9.0,"['beaslma01', 'russeda01', 'reidna01', 'okogijo01', 'hernaju01', 'culveja01', 'johnsja01', 'martike03', 'mclaujo01', 'crabbal01', 'evansja02', 'townska01']","[16, 37]",0,24,37,34,32,[],127,1,8.0,"['haywago01', 'tatumja01', 'smartma01', 'brownja02', 'theisda01', 'wanambr01', 'langfro01', 'willigr01', 'kanteen01', 'ojelese01', 'poirivi01', 'edwarca01', 'greenja02']","[38, 16]",0,none,479091111.0,573092679.0,39924259.25,44084052.23076923,53,54
202002210NYK,IND,NYK,IND,7:30p,"Madison Square Garden (IV), New York, New York",20,24,21,33,[],98,-2,9.0,"['ntilila01', 'randlju01', 'barrerj01', 'bullore01', 'gibsota01', 'portibo01', 'dotsoda01', 'knoxke01', 'robinmi01', 'harklma01', 'smithde03', 'trieral01', 'ellinwa01']","[17, 38]",1,15,36,29,26,[],106,1,9.0,"['sabondo01', 'warretj01', 'brogdma01', 'turnemy01', 'oladivi01', 'holidju01', 'lambje01', 'mccontj01', 'mcderdo01', 'holidaa01', 'bitadgo01', 'leaftj01', 'sampsja02']","[32, 23]",1,conference,429651794.0,534676314.0,33050138.0,41128947.23076923,55,55
202002210OKC,OKC,OKC,DEN,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",27,21,30,35,[],113,1,8.0,"['gilgesh01', 'paulch01', 'gallida01', 'adamsst01', 'dortlu01', 'schrode01', 'fergute01', 'naderab01', 'noelne01', 'diallha01', 'muscami01', 'robyis01']","[33, 22]",0,17,31,29,24,[],101,-1,9.0,"['murraja01', 'jokicni01', 'bartowi01', 'harriga01', 'millspa01', 'grantje01', 'morrimo01', 'craigto01', 'plumlma01', 'portemi01', 'doziepj01', 'mcraejo01', 'vonleno01']","[38, 17]",1,division,823165576.0,716229516.0,68597131.33333333,55094578.15384615,55,55
202002210ORL,DAL,ORL,DAL,7:00p,"Amway Center, Orlando, Florida",18,34,32,22,[],106,2,9.0,"['vucevni01', 'gordoaa01', 'fournev01', 'fultzma01', 'ennisja01', 'rosste01', 'cartemi01', 'augusdj01', 'bambamo01', 'clarkga01', 'birchkh01', 'iwundwe01', 'lawvi01']","[24, 31]",0,34,30,27,31,[],122,1,9.0,"['finnedo01', 'doncilu01', 'porzikr01', 'hardati02', 'curryse01', 'wrighde01', 'klebima01', 'brunsja01', 'jacksju01', 'kiddgmi01', 'caulewi01', 'bareajo01', 'leeco01']","[33, 22]",1,none,624711805.0,582773143.0,48054754.23076923,44828703.307692304,55,55
202002210POR,NOP,POR,NOP,10:30p,"Moda Center, Portland, Oregon",35,28,20,32,[],115,-2,9.0,"['mccolcj01', 'trentga02', 'arizatr01', 'anthoca01', 'whiteha01', 'simonan01', 'littlna01', 'gabriwe01', 'swanica01', 'hezonma01', 'nurkiju01', 'lillada01']","[25, 31]",0,40,33,29,26,[],128,-1,8.0,"['balllo01', 'holidjr01', 'willizi01', 'ingrabr01', 'favorde01', 'hartjo01', 'redicjj01', 'mellini01', 'mooreet01', 'hayesja02', 'jacksfr01', 'okafoja01', 'alexani01']","[23, 32]",3,conference,955934469.0,707629927.0,79661205.75,54433071.307692304,56,55
202002210TOR,TOR,TOR,PHO,7:30p,"Scotiabank Arena, Toronto, Canada",31,36,26,25,[],118,-1,9.0,"['anunoog01', 'siakapa01', 'vanvlfr01', 'lowryky01', 'ibakase01', 'daviste02', 'holliro01', 'bouchch01', 'thomama02', 'brissos01', 'johnsst04', 'millema01']","[40, 15]",0,23,20,35,23,[],101,1,9.0,"['aytonde01', 'bookede01', 'oubreke01', 'rubiori01', 'bridgmi01', 'saricda01', 'johnsca02', 'jeromty01', 'carteje01', 'baynear01', 'okoboel01', 'boldejo01', 'diallch01']","[22, 33]",0,none,573308326.0,438048251.0,47775693.833333336,33696019.307692304,55,55
202002210UTA,SAS,UTA,SAS,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",21,25,29,29,[],104,4,9.0,"['goberru01', 'bogdabo02', 'mitchdo01', 'inglejo01', 'onealro01', 'clarkjo01', 'mudiaem01', 'niangge01', 'bradlto01', 'morgaju01', 'tuckera01', 'wrighju02', 'davised01']","[36, 18]",0,27,38,28,20,[],113,1,10.0,"['derozde01', 'aldrila01', 'murrade01', 'lylestr01', 'forbebr01', 'millspa02', 'whitede01', 'gayru01', 'poeltja01', 'walkelo01', 'belinma01', 'johnske04', 'metuch01']","[23, 31]",1,conference,515046641.0,859058029.0,39618972.38461538,66081386.84615385,54,54
202002210WAS,CLE,WAS,CLE,7:00p,"Capital One Arena, Washington, District of Columbia",41,25,21,21,[],108,2,9.0,"['bealbr01', 'hachiru01', 'smithis01', 'bongais01', 'mahinia01', 'bertada01', 'browntr01', 'napiesh01', 'bryanth01', 'wagnemo01', 'robinje01', 'pasecan01', 'paytoga02']","[20, 33]",1,32,29,20,32,[],113,1,9.0,"['garlada01', 'sextoco01', 'osmande01', 'loveke01', 'drumman01', 'thomptr01', 'nancela02', 'exumda01', 'porteke02', 'dellama01', 'zizican01']","[14, 40]",1,conference,443682996.0,700092948.0,34129461.23076923,63644813.45454545,53,54
202002220ATL,ATL,ATL,DAL,7:30p,"State Farm Arena, Atlanta, Georgia",21,37,19,34,[],111,1,2.0,"['youngtr01', 'reddica01', 'huertke01', 'collijo01', 'dedmode01', 'grahatr01', 'teaguje01', 'cartevi01', 'fernabr01', 'goodwbr01', 'jonesda03']","[16, 41]",0,35,31,20,21,[],107,2,1.0,"['curryse01', 'hardati02', 'finnedo01', 'klebima01', 'brunsja01', 'wrighde01', 'jacksju01', 'leeco01', 'bareajo01', 'kiddgmi01', 'marjabo01']","[34, 22]",1,none,418953986.0,450103857.0,38086726.0,40918532.45454545,57,56
202002220CHI,PHO,CHI,PHO,8:00p,"United Center, Chicago, Illinois",24,33,23,24,[],104,-7,2.0,"['lavinza01', 'arcidry01', 'youngth01', 'gaffoda01', 'satorto01', 'whiteco01', 'feliccr01', 'harrish01', 'mokokad01', 'hutchch01', 'valende01', 'kornelu01']","[19, 37]",0,22,25,36,29,[],112,-1,1.0,"['oubreke01', 'bookede01', 'aytonde01', 'rubiori01', 'bridgmi01', 'johnsca02', 'baynear01', 'carteje01', 'jeromty01', 'okoboel01', 'boldejo01', 'saricda01', 'diallch01']","[22, 34]",0,none,362605314.0,438048251.0,30217109.5,33696019.307692304,56,56
202002220CHO,BRK,CHO,BRK,7:00p,"Spectrum Center, Charlotte, North Carolina",25,20,18,23,[],86,3,2.0,"['washipj01', 'bridgmi02', 'roziete01', 'grahade01', 'zelleco01', 'monkma01', 'mcdanja01', 'martico01', 'biyombi01', 'martica02', 'chealjo01', 'hernawi01', 'batumni01']","[19, 36]",1,30,25,33,27,[],115,-1,2.0,"['leverca01', 'princta02', 'dinwisp01', 'allenja01', 'harrijo01', 'templga01', 'luwawti01', 'chandwi01', 'jordade01', 'pinsoth01', 'chiozch01', 'kurucro01']","[25, 29]",2,conference,479726132.0,500030232.0,36902010.15384615,41669186.0,55,54
202002220LAC,SAC,LAC,SAC,3:30p,"STAPLES Center, Los Angeles, California",13,35,35,20,[],103,-2,9.0,"['leonaka01', 'shamela01', 'morrima03', 'jacksre01', 'zubaciv01', 'willilo02', 'harremo01', 'greenja01', 'coffeam01', 'mcgruro01', 'mannte01', 'pattepa01', 'motlejo01']","[37, 18]",1,25,29,34,24,[],112,1,2.0,"['barneha02', 'bogdabo01', 'foxde01', 'gilesha01', 'bjeline01', 'bazemke01', 'lenal01', 'hieldbu01', 'josepco01', 'ferreyo01', 'parkeja01', 'tollian01', 'jamesju01']","[22, 33]",1,division,622677191.0,654946007.0,47898245.461538464,50380462.07692308,55,55
202002220MIA,MIA,MIA,CLE,8:00p,"AmericanAirlines Arena, Miami, Florida",38,44,24,18,[],124,-2,2.0,"['nunnke01', 'robindu01', 'jonesde02', 'olynyke01', 'adebaba01', 'crowdja01', 'dragigo01', 'iguodan01', 'hasleud01', 'hillso01', 'silvach01', 'herroty01', 'butleji01']","[35, 20]",2,32,20,26,27,[],105,2,1.0,"['osmande01', 'sextoco01', 'garlada01', 'nancela02', 'drumman01', 'thomptr01', 'exumda01', 'porteke02', 'zizican01', 'dellama01', 'loveke01']","[15, 40]",0,conference,874072159.0,700092948.0,67236319.92307693,63644813.45454545,55,55
