,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503150TOR,POR,TOR,POR,7:00p,"Air Canada Centre, Toronto, Canada",31,22,26,18,[],97,1,2.0,"['derozde01', 'lowryky01', 'johnsam01', 'rosste01', 'valanjo01', 'pattepa01', 'willilo02', 'vasqugr01', 'hansbty01', 'johnsja01', 'fieldla01', 'stiemgr01', 'hayesch01']","[39, 26]",0,33,31,27,22,[],113,2,2.0,"['lillada01', 'aldrila01', 'batumni01', 'afflaar01', 'lopezro01', 'blakest01', 'kamanch01', 'mccolcj01', 'wrighdo01', 'leoname01', 'crabbal01', 'geeal01', 'freeljo01']","[43, 20]",1,none,995106462.0,1190025732.0
201503160BOS,BOS,BOS,PHI,7:30p,"TD Garden, Boston, Massachusetts",38,19,32,19,[],108,4,2.0,"['bradlav01', 'smartma01', 'zellety01', 'bassbr01', 'turneev01', 'crowdja01', 'pressph01', 'datomlu01', 'olynyke01', 'jerebjo01', 'youngja01', 'randosh01', 'wallage01']","[29, 36]",3,18,16,34,21,[],89,-1,2.0,"['noelne01', 'thompho01', 'canaais01', 'mbahalu01', 'richaja01', 'smithis01', 'grantje01', 'covinro01', 'robinth01', 'simshe01', 'sampsja02', 'robingl02', 'aldemfu01']","[15, 51]",0,division,561815991.0,384035225.0
201503160DAL,DAL,DAL,OKC,8:30p,"American Airlines Center, Dallas, Texas",27,26,39,27,[],119,1,3.0,"['parsoch01', 'ellismo01', 'chandty01', 'rondora01', 'nowitdi01', 'villach01', 'bareajo01', 'stoudam01', 'jefferi01', 'harride01', 'smithgr02', 'jamesbe01', 'feltora01']","[42, 25]",1,29,34,29,23,[],115,2,1.0,"['kanteen01', 'waitedi01', 'westbru01', 'adamsst01', 'roberan03', 'morroan01', 'augusdj01', 'mcgarmi01', 'collini01', 'singlky01', 'novakst01', 'lambje01', 'jonespe01']","[37, 29]",1,conference,1307731006.0,892655508.0
201503160GSW,GSW,GSW,LAL,10:30p,"Oracle Arena, Oakland, California",30,28,24,26,[],108,1,2.0,"['thompkl01', 'greendr01', 'curryst01', 'bogutan01', 'barneha02', 'iguodan01', 'livinsh01', 'leeda02', 'holidju01', 'ezelife01', 'mcadoja01', 'speigma01', 'barbole01']","[52, 13]",2,30,24,24,27,[],105,-2,1.0,"['johnswe01', 'ellinwa01', 'hilljo01', 'clarkjo01', 'blackta01', 'boozeca01', 'linje01', 'brownja01', 'davised01', 'kellyry01', 'youngni01', 'sacrero01', 'bryanko01']","[17, 48]",1,division,1298511299.0,833071770.0
201503160IND,TOR,IND,TOR,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",24,30,27,17,[],98,-1,2.0,"['hillso01', 'hillge01', 'westda01', 'hibbero01', 'milescj01', 'stuckro01', 'watsocj01', 'mahinia01', 'scolalu01', 'allenla01', 'copelch01', 'rudezda01', 'sloando01']","[30, 35]",0,29,29,30,29,[],117,-1,1.0,"['lowryky01', 'derozde01', 'johnsam01', 'valanjo01', 'rosste01', 'vasqugr01', 'willilo02', 'pattepa01', 'hansbty01', 'fieldla01', 'stiemgr01', 'johnsja01', 'hayesch01']","[39, 27]",2,conference,638054150.0,995106462.0
201503160MEM,MEM,MEM,DEN,8:00p,"FedEx Forum, Memphis, Tennessee",24,23,18,27,[],92,1,2.0,"['randoza01', 'gasolma01', 'leeco01', 'udrihbe01', 'greenje02', 'allento01', 'calatni01', 'cartevi01', 'koufoko01', 'smithru01', 'leuerjo01', 'greenja01', 'adamsjo01']","[46, 20]",1,18,19,26,18,[],81,4,1.0,"['chandwi01', 'nelsoja01', 'foyera01', 'arthuda01', 'nurkiju01', 'hicksjj01', 'bartowi01', 'harriga01', 'greener01', 'lauvejo01', 'lawsoty01', 'gallida01', 'farieke01']","[26, 41]",1,conference,935400896.0,736309425.0
201503160MIA,MIA,MIA,CLE,8:00p,"AmericanAirlines Arena, Miami, Florida",27,29,27,23,[],106,-1,3.0,"['dragigo01', 'denglu01', 'whiteha01', 'wadedw01', 'hasleud01', 'chalmma01', 'walkebi01', 'beaslmi01', 'anderch01', 'napiesh01', 'johnsty01', 'ennisja01', 'dragizo01']","[29, 36]",1,22,16,25,29,[],92,4,1.0,"['jamesle01', 'irvinky01', 'mozgoti01', 'smithjr01', 'thomptr01', 'jonesja02', 'shumpim01', 'dellama01', 'mariosh01', 'perkike01', 'millemi01', 'haywobr01', 'harrijo01']","[43, 25]",1,conference,880589421.0,1397748176.0
201503160MIN,BRK,MIN,BRK,8:00p,"Target Center, Minneapolis, Minnesota",29,26,24,27,[],106,-4,1.0,"['dienggo01', 'wiggian01', 'martike02', 'lavinza01', 'paynead01', 'hamilju01', 'budinch01', 'brownlo01', 'rubiori01', 'pekovni01', 'nealga01', 'garneke01']","[14, 51]",1,33,34,31,24,[],122,1,2.0,"['youngth01', 'brownma02', 'johnsjo02', 'willide01', 'lopezbr01', 'bogdabo02', 'plumlma01', 'jackja01', 'anderal01', 'jeffeco01', 'jordaje01', 'morrida01']","[26, 38]",0,none,954743345.0,885593339.0
201503160SAC,ATL,SAC,ATL,10:00p,"Sleep Train Arena, Sacramento, California",29,18,29,27,[],103,-2,2.0,"['casspom01', 'couside01', 'mclembe01', 'mccalra01', 'landrca01', 'millean02', 'stausni01', 'thompja02', 'willide02', 'evansre01', 'holliry01', 'gayru01']","[22, 43]",0,28,26,28,28,[],110,2,1.0,"['teaguje01', 'carrode01', 'millspa01', 'bazemke01', 'brandel01', 'schrode01', 'macksh01', 'muscami01', 'anticpe01', 'jenkijo01', 'horfoal01', 'dayeau01']","[52, 14]",1,none,588052976.0,999370878.0
201503160UTA,UTA,UTA,CHO,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",30,31,24,9,[],94,5,2.0,"['goberru01', 'exumda01', 'haywago01', 'favorde01', 'hoodro01', 'millsel01', 'inglejo01', 'burketr01', 'booketr01', 'cooleja01', 'evansje01', 'cottobr01']","[29, 36]",0,16,14,16,20,[],66,1,3.0,"['kiddgmi01', 'jeffeal01', 'willima01', 'willima02', 'hendege02', 'walkeke02', 'biyombi01', 'stephla01', 'maxieja01', 'tayloje03', 'roberbr01', 'vonleno01', 'danietr01']","[29, 35]",1,none,673556309.0,793965878.0
201503160WAS,WAS,WAS,POR,7:00p,"Verizon Center, Washington, District of Columbia",27,33,21,24,[],105,3,2.0,"['walljo01', 'bealbr01', 'gortama01', 'piercpa01', 'hilarne01', 'goodedr01', 'butlera01', 'sessira01', 'serapke01', 'webstma02', 'porteot01', 'murryto01', 'blairde01']","[38, 28]",0,20,20,34,23,[],97,3,1.0,"['batumni01', 'lillada01', 'aldrila01', 'lopezro01', 'afflaar01', 'mccolcj01', 'leoname01', 'kamanch01', 'blakest01', 'wrighdo01', 'geeal01', 'freeljo01', 'crabbal01']","[44, 20]",1,none,1166951542.0,1190025732.0
201503170DET,DET,DET,MEM,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",18,21,36,30,[],105,0,3.0,"['drumman01', 'caldwke01', 'jacksre01', 'tollian01', 'butleca01', 'princta01', 'willish03', 'dinwisp01', 'meeksjo01', 'anthojo01', 'millequ01', 'martica01', 'lucasjo02']","[23, 43]",0,30,24,22,19,[],95,2,1.0,"['randoza01', 'greenje02', 'udrihbe01', 'gasolma01', 'leeco01', 'allento01', 'cartevi01', 'calatni01', 'koufoko01', 'smithru01', 'leuerjo01', 'greenja01', 'adamsjo01']","[47, 20]",1,none,640041673.0,935400896.0
201503170HOU,HOU,HOU,ORL,8:00p,"Toyota Center, Houston, Texas",28,23,26,30,[],107,1,2.0,"['beverpa01', 'hardeja01', 'arizatr01', 'motiedo01', 'dorsejo01', 'joneste01', 'breweco01', 'smithjo03', 'prigipa01', 'johnsni01', 'mcdankj01', 'terryja01']","[44, 22]",0,24,26,28,16,[],94,-4,2.0,"['oladivi01', 'paytoel01', 'vucevni01', 'dedmode01', 'harrito02', 'fryech01', 'ridnolu01', 'gordobe01', 'harklma01', 'gordoaa01', 'oquinky01', 'nichoan01', 'greenwi01']","[21, 47]",1,none,775694919.0,907371969.0
201503170LAC,LAC,LAC,CHO,10:30p,"STAPLES Center, Los Angeles, California",28,31,18,22,[],99,-2,2.0,"['redicjj01', 'griffbl01', 'paulch01', 'jordade01', 'turkohe01', 'robinna01', 'riverau01', 'davisgl01', 'hawessp01', 'jonesda02', 'barnema02', 'udohek01', 'wilcocj01']","[42, 25]",1,20,21,33,18,[],92,-1,1.0,"['kiddgmi01', 'hendege02', 'willima01', 'jeffeal01', 'willima02', 'walkeke02', 'maxieja01', 'biyombi01', 'stephla01', 'vonleno01', 'tayloje03', 'roberbr01', 'danietr01']","[29, 36]",0,none,1205314764.0,793965878.0
201503170NOP,NOP,NOP,MIL,8:00p,"Smoothie King Center, New Orleans, Louisiana",32,10,28,15,[],85,-1,2.0,"['davisan02', 'pondequ01', 'evansty01', 'gordoer01', 'asikom01', 'coleno01', 'ajincal01', 'cunnida01', 'williel01', 'witheje01', 'fredeji01', 'babbilu01', 'anderry01']","[36, 30]",1,21,23,18,22,[],84,-2,3.0,"['antetgi01', 'ilyaser01', 'middlkh01', 'cartemi01', 'pachuza01', 'bayleje01', 'hensojo01', 'ennisty01', 'johnsch04', 'plumlmi01', 'obryajo01', 'mayooj01', 'dudleja01']","[34, 32]",0,none,716143560.0,735020947.0
201503170NYK,NYK,NYK,SAS,7:30p,"Madison Square Garden (IV), New York, New York",25,17,26,28,[],104,-2,2.0,"['gallola01', 'shvedal01', 'amundlo01', 'bargnan01', 'thomala01', 'smithja02', 'weartr01', 'larkish01', 'aldrico01', 'hardati02', 'earlycl01', 'acyqu01']","[13, 53]",0,29,23,23,21,[],100,1,2.0,"['parketo01', 'leonaka01', 'greenda02', 'duncati01', 'splitti01', 'belinma01', 'diawbo01', 'bonnema01', 'josepco01', 'pendeje02', 'millspa02', 'willire02', 'anderky01']","[41, 24]",1,none,325955179.0,1098217100.0
201503180CHI,CHI,CHI,IND,8:00p,"United Center, Chicago, Illinois",24,27,25,27,[],103,-2,3.0,"['snellto01', 'dunlemi02', 'gasolpa01', 'noahjo01', 'brookaa01', 'mirotni01', 'hinriki01', 'mcderdo01', 'mooreet01', 'mohamna01', 'bairsca01']","[40, 28]",1,22,19,27,18,[],86,-2,2.0,"['hibbero01', 'hillge01', 'milescj01', 'westda01', 'hillso01', 'stuckro01', 'scolalu01', 'watsocj01', 'mahinia01', 'rudezda01', 'allenla01', 'copelch01', 'sloando01']","[30, 36]",2,division,796767753.0,638054150.0
201503180CLE,CLE,CLE,BRK,7:00p,"Quicken Loans Arena, Cleveland, Ohio",23,36,35,23,[],117,-1,2.0,"['jamesle01', 'irvinky01', 'loveke01', 'smithjr01', 'mozgoti01', 'shumpim01', 'dellama01', 'thomptr01', 'jonesja02', 'perkike01', 'mariosh01', 'millemi01', 'haywobr01']","[43, 26]",2,26,21,26,19,[],92,2,2.0,"['lopezbr01', 'willide01', 'brownma02', 'johnsjo02', 'youngth01', 'bogdabo02', 'plumlma01', 'jackja01', 'jeffeco01', 'morrida01', 'anderal01', 'jordaje01']","[27, 38]",0,conference,1581865741.0,885593339.0
201503180DAL,DAL,DAL,ORL,8:00p,"American Airlines Center, Dallas, Texas",31,34,21,21,[],107,2,2.0,"['ellismo01', 'nowitdi01', 'chandty01', 'rondora01', 'parsoch01', 'aminual01', 'harride01', 'bareajo01', 'stoudam01', 'villach01', 'jefferi01', 'jamesbe01', 'feltora01']","[43, 25]",1,23,25,22,32,[],102,-5,1.0,"['paytoel01', 'oladivi01', 'harklma01', 'vucevni01', 'fryech01', 'oquinky01', 'ridnolu01', 'gordoaa01', 'gordobe01', 'nichoan01', 'dedmode01', 'greenwi01', 'harrito02']","[21, 48]",0,none,1376306389.0,907371969.0
201503180GSW,GSW,GSW,ATL,10:30p,"Oracle Arena, Oakland, California",28,31,24,31,[],114,2,2.0,"['curryst01', 'greendr01', 'barneha02', 'holidju01', 'bogutan01', 'iguodan01', 'barbole01', 'livinsh01', 'speigma01', 'ezelife01', 'mcadoja01', 'rushbr01', 'leeda02']","[53, 13]",0,24,23,17,31,[],95,3,2.0,"['carrode01', 'horfoal01', 'bazemke01', 'millspa01', 'teaguje01', 'schrode01', 'anticpe01', 'macksh01', 'jenkijo01', 'brandel01', 'muscami01', 'dayeau01']","[53, 14]",1,none,1136401254.0,999370878.0
201503180MIA,MIA,MIA,POR,7:30p,"AmericanAirlines Arena, Miami, Florida",27,21,31,29,[],108,1,2.0,"['denglu01', 'dragigo01', 'whiteha01', 'wadedw01', 'hasleud01', 'beaslmi01', 'johnsty01', 'anderch01', 'chalmma01', 'walkebi01', 'napiesh01', 'ennisja01', 'dragizo01']","[30, 36]",0,32,25,24,23,[],104,-1,2.0,"['aldrila01', 'lillada01', 'afflaar01', 'batumni01', 'lopezro01', 'kamanch01', 'wrighdo01', 'mccolcj01', 'blakest01', 'leoname01', 'geeal01', 'freeljo01', 'crabbal01']","[44, 21]",1,none,880589421.0,1190025732.0
201503180MIL,SAS,MIL,SAS,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",28,26,26,23,[],103,-3,1.0,"['antetgi01', 'cartemi01', 'ilyaser01', 'middlkh01', 'pachuza01', 'bayleje01', 'ennisty01', 'plumlmi01', 'hensojo01', 'johnsch04', 'obryajo01', 'mayooj01', 'dudleja01']","[34, 33]",0,27,36,28,23,[],114,-1,1.0,"['greenda02', 'duncati01', 'leonaka01', 'parketo01', 'splitti01', 'diawbo01', 'belinma01', 'millspa02', 'willire02', 'pendeje02', 'josepco01', 'bonnema01', 'anderky01']","[41, 25]",1,none,735020947.0,1098217100.0
201503180OKC,OKC,OKC,BOS,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",28,25,40,29,[],122,-1,2.0,"['westbru01', 'adamsst01', 'waitedi01', 'kanteen01', 'roberan03', 'morroan01', 'augusdj01', 'collini01', 'novakst01', 'mcgarmi01', 'singlky01', 'lambje01', 'jonespe01']","[37, 30]",1,24,33,24,37,[],118,5,2.0,"['smartma01', 'bradlav01', 'turneev01', 'bassbr01', 'zellety01', 'crowdja01', 'olynyke01', 'jerebjo01', 'pressph01', 'datomlu01', 'wallage01', 'randosh01']","[30, 36]",0,none,892655508.0,556566471.0
201503180PHI,PHI,PHI,DET,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",24,25,19,26,[],94,-2,2.0,"['smithis01', 'mbahalu01', 'richaja01', 'sampsja02', 'noelne01', 'grantje01', 'thompho01', 'covinro01', 'canaais01', 'robinth01', 'aldemfu01', 'simshe01', 'robingl02']","[15, 52]",2,21,18,26,18,[],83,1,1.0,"['caldwke01', 'tollian01', 'drumman01', 'jacksre01', 'butleca01', 'meeksjo01', 'princta01', 'dinwisp01', 'anthojo01', 'willish03', 'millequ01', 'martica01', 'lucasjo02']","[24, 43]",1,conference,384035225.0,640041673.0
201503180SAC,LAC,SAC,LAC,10:00p,"Sleep Train Arena, Sacramento, California",24,25,24,32,[],105,-3,2.0,"['gayru01', 'thompja02', 'mccalra01', 'mclembe01', 'holliry01', 'millean02', 'willide02', 'stausni01', 'evansre01', 'casspom01', 'landrca01', 'couside01']","[22, 44]",1,28,23,29,36,[],116,1,1.0,"['paulch01', 'redicjj01', 'griffbl01', 'jordade01', 'turkohe01', 'riverau01', 'jonesda02', 'hawessp01', 'davisgl01', 'robinna01', 'wilcocj01', 'udohek01', 'barnema02']","[43, 25]",2,division,588052976.0,1205314764.0
201503180TOR,TOR,TOR,MIN,7:30p,"Air Canada Centre, Toronto, Canada",31,23,28,23,[],105,1,2.0,"['derozde01', 'johnsam01', 'rosste01', 'lowryky01', 'valanjo01', 'pattepa01', 'vasqugr01', 'willilo02', 'hansbty01', 'johnsja01', 'stiemgr01', 'hayesch01', 'fieldla01']","[40, 27]",0,32,22,21,25,[],100,-5,2.0,"['martike02', 'dienggo01', 'wiggian01', 'rubiori01', 'paynead01', 'budinch01', 'lavinza01', 'brownlo01', 'pekovni01', 'nealga01', 'hamilju01', 'garneke01']","[14, 52]",0,none,995106462.0,954743345.0
201503180UTA,WAS,UTA,WAS,10:30p,"EnergySolutions Arena, Salt Lake City, Utah",21,19,21,23,[],84,6,2.0,"['favorde01', 'goberru01', 'haywago01', 'hoodro01', 'exumda01', 'burketr01', 'inglejo01', 'booketr01', 'millsel01', 'cooleja01', 'evansje01', 'cottobr01', 'clarkia01']","[30, 36]",0,26,16,25,21,[],88,4,2.0,"['bealbr01', 'walljo01', 'gortama01', 'hilarne01', 'piercpa01', 'sessira01', 'goodedr01', 'butlera01', 'porteot01', 'serapke01', 'murryto01', 'webstma02', 'blairde01']","[39, 28]",1,none,679564574.0,1166951542.0
201503190HOU,HOU,HOU,DEN,8:00p,"Toyota Center, Houston, Texas",33,32,25,28,[],118,2,2.0,"['hardeja01', 'motiedo01', 'beverpa01', 'arizatr01', 'joneste01', 'breweco01', 'smithjo03', 'dorsejo01', 'prigipa01', 'terryja01', 'mcdankj01', 'johnsni01']","[45, 22]",3,27,22,24,35,[],108,-1,3.0,"['lawsoty01', 'foyera01', 'gallida01', 'chandwi01', 'farieke01', 'bartowi01', 'arthuda01', 'nelsoja01', 'nurkiju01', 'hicksjj01', 'greener01', 'harriga01', 'lauvejo01']","[26, 42]",0,conference,775694919.0,736309425.0
201503190LAL,UTA,LAL,UTA,10:30p,"STAPLES Center, Los Angeles, California",16,20,19,18,[],73,-3,3.0,"['johnswe01', 'clarkjo01', 'blackta01', 'hilljo01', 'ellinwa01', 'linje01', 'boozeca01', 'brownja01', 'davised01', 'kellyry01', 'youngni01', 'sacrero01', 'bryanko01']","[17, 49]",1,18,15,25,22,[],80,-1,1.0,"['goberru01', 'haywago01', 'favorde01', 'exumda01', 'hoodro01', 'burketr01', 'millsel01', 'booketr01', 'inglejo01', 'cooleja01', 'evansje01', 'cottobr01', 'clarkia01']","[30, 37]",1,conference,833071770.0,679564574.0
201503190NYK,MIN,NYK,MIN,7:30p,"Madison Square Garden (IV), New York, New York",26,20,23,16,[],92,1,2.0,"['shvedal01', 'gallola01', 'bargnan01', 'thomala01', 'amundlo01', 'larkish01', 'aldrico01', 'smithja02', 'acyqu01', 'weartr01', 'ledori01', 'hardati02', 'earlycl01']","[14, 53]",0,29,25,15,16,[],95,-6,1.0,"['dienggo01', 'martike02', 'wiggian01', 'lavinza01', 'paynead01', 'budinch01', 'brownlo01', 'kilpase01', 'rubiori01', 'nealga01', 'hamilju01', 'garneke01', 'bennean01']","[14, 53]",1,none,327411717.0,915618297.0
201503190PHO,PHO,PHO,NOP,10:00p,"US Airways Center, Phoenix, Arizona",21,22,12,19,[],74,1,4.0,"['morrima03', 'wrighbr03', 'tuckepj01', 'morrima02', 'bledser01', 'warretj01', 'goodwar01', 'greenge01', 'barroea01', 'thornma01', 'lenal01', 'curryse01', 'bullore01']","[35, 33]",0,15,19,19,19,[],72,1,2.0,"['gordoer01', 'cunnida01', 'evansty01', 'pondequ01', 'asikom01', 'ajincal01', 'coleno01', 'babbilu01', 'williel01', 'witheje01', 'fredeji01', 'davisan02', 'anderry01']","[37, 30]",1,conference,568592996.0,716143560.0
201503200BRK,BRK,BRK,MIL,7:30p,"Barclays Center, Brooklyn, New York",31,27,21,22,"[10, 6]",129,-1,2.0,"['youngth01', 'johnsjo02', 'lopezbr01', 'willide01', 'brownma02', 'bogdabo02', 'jackja01', 'anderal01', 'plumlma01', 'jeffeco01', 'morrida01', 'jordaje01']","[27, 39]",0,30,38,16,17,"[10, 6]",127,-4,2.0,"['middlkh01', 'antetgi01', 'cartemi01', 'ilyaser01', 'pachuza01', 'bayleje01', 'hensojo01', 'plumlmi01', 'ennisty01', 'obryajo01', 'mayooj01', 'johnsch04', 'dudleja01']","[34, 34]",2,conference,885593339.0,735020947.0
201503200CHI,CHI,CHI,TOR,8:00p,"United Center, Chicago, Illinois",32,28,26,22,[],108,1,2.0,"['snellto01', 'brookaa01', 'noahjo01', 'dunlemi02', 'gasolpa01', 'mirotni01', 'hinriki01', 'gibsota01', 'mooreet01', 'mcderdo01', 'bairsca01', 'mohamna01']","[41, 28]",2,24,24,20,24,[],92,2,2.0,"['derozde01', 'vasqugr01', 'rosste01', 'johnsam01', 'valanjo01', 'willilo02', 'pattepa01', 'hansbty01', 'johnsja01', 'fieldla01', 'stiemgr01', 'lowryky01', 'hayesch01']","[41, 27]",0,conference,880429692.0,995106462.0
201503200CLE,CLE,CLE,IND,7:30p,"Quicken Loans Arena, Cleveland, Ohio",25,20,27,23,[],95,1,2.0,"['jamesle01', 'loveke01', 'mozgoti01', 'irvinky01', 'smithjr01', 'shumpim01', 'thomptr01', 'dellama01', 'jonesja02', 'perkike01', 'millemi01', 'mariosh01', 'haywobr01']","[44, 26]",1,20,21,31,20,[],92,-3,2.0,"['hibbero01', 'hillge01', 'hillso01', 'milescj01', 'westda01', 'scolalu01', 'stuckro01', 'rudezda01', 'watsocj01', 'mahinia01', 'allenla01', 'sloando01', 'copelch01']","[30, 37]",2,division,1581865741.0,638054150.0
201503200DAL,MEM,DAL,MEM,8:30p,"American Airlines Center, Dallas, Texas",18,19,31,33,[],101,3,2.0,"['chandty01', 'parsoch01', 'ellismo01', 'nowitdi01', 'rondora01', 'harride01', 'aminual01', 'bareajo01', 'villach01', 'stoudam01', 'feltora01', 'jamesbe01', 'jefferi01']","[44, 25]",1,25,19,39,29,[],112,-1,3.0,"['randoza01', 'allento01', 'leeco01', 'conlemi01', 'gasolma01', 'greenje02', 'udrihbe01', 'cartevi01', 'koufoko01', 'adamsjo01', 'greenja01', 'leuerjo01', 'calatni01']","[47, 21]",2,division,1376306389.0,1163579958.0
201503200GSW,GSW,GSW,NOP,10:30p,"Oracle Arena, Oakland, California",30,23,33,26,[],112,3,2.0,"['greendr01', 'curryst01', 'holidju01', 'barneha02', 'bogutan01', 'barbole01', 'iguodan01', 'livinsh01', 'leeda02', 'speigma01', 'ezelife01', 'mcadoja01', 'rushbr01']","[54, 13]",2,26,16,26,28,[],96,-1,1.0,"['cunnida01', 'pondequ01', 'gordoer01', 'ajincal01', 'evansty01', 'coleno01', 'witheje01', 'babbilu01', 'fredeji01', 'williel01', 'davisan02', 'asikom01', 'anderry01']","[37, 31]",0,conference,1136401254.0,716143560.0
201503200LAC,LAC,LAC,WAS,10:30p,"STAPLES Center, Los Angeles, California",35,31,24,23,[],113,2,2.0,"['jordade01', 'paulch01', 'griffbl01', 'redicjj01', 'barnema02', 'riverau01', 'hawessp01', 'turkohe01', 'robinna01', 'hamiljo02', 'jonesda02', 'wilcocj01', 'udohek01']","[44, 25]",0,21,33,23,22,[],99,5,2.0,"['walljo01', 'bealbr01', 'piercpa01', 'gortama01', 'hilarne01', 'sessira01', 'goodedr01', 'serapke01', 'porteot01', 'butlera01', 'webstma02', 'murryto01', 'blairde01']","[40, 28]",1,none,1174615118.0,1166951542.0
201503200MIA,MIA,MIA,DEN,7:30p,"AmericanAirlines Arena, Miami, Florida",22,37,28,21,[],108,2,2.0,"['dragigo01', 'whiteha01', 'wadedw01', 'denglu01', 'hasleud01', 'beaslmi01', 'chalmma01', 'walkebi01', 'anderch01', 'johnsty01', 'dragizo01', 'napiesh01', 'ennisja01']","[31, 36]",0,23,23,32,13,[],91,-2,1.0,"['lawsoty01', 'chandwi01', 'farieke01', 'foyera01', 'nurkiju01', 'bartowi01', 'hicksjj01', 'arthuda01', 'harriga01', 'greener01', 'lauvejo01', 'nelsoja01', 'gallida01']","[26, 43]",1,none,880589421.0,736309425.0
201503200OKC,OKC,OKC,ATL,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",34,27,29,33,[],123,1,2.0,"['westbru01', 'waitedi01', 'adamsst01', 'roberan03', 'mcgarmi01', 'morroan01', 'collini01', 'augusdj01', 'novakst01', 'jonespe01', 'singlky01', 'lambje01', 'kanteen01']","[38, 30]",0,35,33,27,20,[],115,-1,2.0,"['millspa01', 'carrode01', 'horfoal01', 'teaguje01', 'bazemke01', 'schrode01', 'macksh01', 'anticpe01', 'muscami01', 'jenkijo01', 'dayeau01', 'brandel01']","[53, 15]",1,none,892655508.0,999370878.0
201503200ORL,ORL,ORL,POR,7:00p,"Amway Center, Orlando, Florida",25,33,17,36,[],111,-6,2.0,"['paytoel01', 'oladivi01', 'vucevni01', 'fryech01', 'harklma01', 'gordoaa01', 'nichoan01', 'gordobe01', 'oquinky01', 'ridnolu01', 'harrito02', 'greenwi01', 'dedmode01']","[21, 49]",0,19,37,25,23,[],104,-2,2.0,"['lillada01', 'aldrila01', 'batumni01', 'afflaar01', 'lopezro01', 'mccolcj01', 'leoname01', 'blakest01', 'kamanch01', 'geeal01', 'freeljo01', 'wrighdo01', 'crabbal01']","[44, 22]",1,none,907371969.0,1190025732.0
201503200PHI,PHI,PHI,NYK,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",29,25,26,17,[],97,1,2.0,"['noelne01', 'mbahalu01', 'smithis01', 'sampsja02', 'richaja01', 'covinro01', 'thompho01', 'canaais01', 'grantje01', 'aldemfu01', 'simshe01', 'robinth01', 'robingl02']","[16, 52]",0,23,25,18,15,[],81,-1,1.0,"['shvedal01', 'gallola01', 'bargnan01', 'thomala01', 'amundlo01', 'larkish01', 'weartr01', 'acyqu01', 'smithja02', 'aldrico01', 'ledori01', 'hardati02', 'earlycl01']","[14, 54]",2,division,384035225.0,327411717.0
201503200SAC,SAC,SAC,CHO,10:00p,"Sleep Train Arena, Sacramento, California",29,28,23,21,[],101,-4,2.0,"['gayru01', 'casspom01', 'mclembe01', 'thompja02', 'mccalra01', 'millean02', 'willide02', 'evansre01', 'stausni01', 'landrca01', 'holliry01']","[22, 45]",1,22,24,23,22,[],91,-2,3.0,"['kiddgmi01', 'jeffeal01', 'walkeke02', 'hendege02', 'zelleco01', 'willima01', 'willima02', 'stephla01', 'biyombi01', 'tayloje03', 'roberbr01', 'maxieja01', 'hairspj02']","[29, 37]",0,none,496142399.0,842551052.0
201503200SAS,SAS,SAS,BOS,8:30p,"AT&T Center, San Antonio, Texas",32,24,28,17,[],101,1,2.0,"['greenda02', 'leonaka01', 'parketo01', 'splitti01', 'duncati01', 'diawbo01', 'belinma01', 'millspa02', 'baynear01', 'willire02', 'bonnema01', 'anderky01', 'josepco01']","[42, 25]",1,19,23,21,26,[],89,-1,2.0,"['turneev01', 'bradlav01', 'zellety01', 'smartma01', 'bassbr01', 'crowdja01', 'jerebjo01', 'pressph01', 'olynyke01', 'wallage01', 'datomlu01', 'randosh01']","[30, 37]",0,none,1129105452.0,556566471.0
201503210DET,DET,DET,CHI,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",30,14,36,27,[],107,-1,3.0,"['caldwke01', 'butleca01', 'jacksre01', 'drumman01', 'tollian01', 'anthojo01', 'princta01', 'meeksjo01', 'dinwisp01', 'martica01', 'willish03', 'millequ01', 'lucasjo02']","[24, 44]",1,20,36,23,12,[],91,2,1.0,"['brookaa01', 'snellto01', 'dunlemi02', 'gasolpa01', 'noahjo01', 'hinriki01', 'mirotni01', 'gibsota01', 'mooreet01', 'mcderdo01', 'mohamna01', 'bairsca01']","[42, 28]",1,division,640041673.0,880429692.0
