,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202202010DET,,,,,,2/1/2022 19:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,1.0,,,1.0,,,50
202202010MIL,,,,,,2/1/2022 19:30,,,,,,,,,,2.0,,,,,,52,,,,,,,,3.0,,,1.0,,,49
202202010MIN,,,,,,2/1/2022 20:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,1.0,,,49
202202010PHO,,,,,,2/1/2022 22:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,3.0,,,0.0,,,49
202202010SAS,,,,,,2/1/2022 20:30,,,,,,,,,,2.0,,,,,,51,,,,,,,,1.0,,,0.0,,,51
202202010TOR,,,,,,2/1/2022 19:30,,,,,,,,,,1.0,,,,,,48,,,,,,,,1.0,,,1.0,,,51
202202020BOS,,,,,,2/2/2022 19:30,,,,,,,,,,2.0,,,,,,52,,,,,,,,3.0,,,1.0,,,51
202202020DAL,,,,,,2/2/2022 20:30,,,,,,,,,,3.0,,,,,,51,,,,,,,,2.0,,,0.0,,,49
202202020HOU,,,,,,2/2/2022 20:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,1.0,,,51
202202020IND,,,,,,2/2/2022 19:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,1.0,,,0.0,,,52
202202020LAL,,,,,,2/2/2022 22:30,,,,,,,,,,3.0,,,,,,51,,,,,,,,2.0,,,1.0,,,51
202202020NYK,,,,,,2/2/2022 19:30,,,,,,,,,,2.0,,,,,,51,,,,,,,,2.0,,,0.0,,,53
202202020PHI,,,,,,2/2/2022 19:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,1.0,,,1.0,,,50
202202020SAC,,,,,,2/2/2022 22:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,1.0,,,0.0,,,50
202202020UTA,,,,,,2/2/2022 22:00,,,,,,,,,,3.0,,,,,,51,,,,,,,,1.0,,,0.0,,,50
202202030ATL,,,,,,2/3/2022 19:30,,,,,,,,,,3.0,,,,,,50,,,,,,,,2.0,,,1.0,,,50
202202030DET,,,,,,2/3/2022 19:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,0.0,,,51
202202030GSW,,,,,,2/3/2022 22:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,1.0,,,0.0,,,53
202202030LAC,,,,,,2/3/2022 22:00,,,,,,,,,,3.0,,,,,,53,,,,,,,,1.0,,,0.0,,,52
202202030SAS,,,,,,2/3/2022 19:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,0.0,,,52
202202030TOR,,,,,,2/3/2022 19:30,,,,,,,,,,2.0,,,,,,49,,,,,,,,2.0,,,2.0,,,50
202202040CHO,,,,,,2/4/2022 19:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,1.0,,,52
202202040DAL,,,,,,2/4/2022 22:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,0.0,,,51
202202040DEN,,,,,,2/4/2022 21:00,,,,,,,,,,2.0,,,,,,51,,,,,,,,3.0,,,0.0,,,51
202202040DET,,,,,,2/4/2022 19:00,,,,,,,,,,1.0,,,,,,51,,,,,,,,2.0,,,0.0,,,53
202202040IND,,,,,,2/4/2022 19:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,1.0,,,2.0,,,51
202202040POR,,,,,,2/4/2022 22:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,1.0,,,50
202202040SAS,,,,,,2/4/2022 20:30,,,,,,,,,,1.0,,,,,,53,,,,,,,,2.0,,,1.0,,,51
202202040TOR,,,,,,2/4/2022 19:30,,,,,,,,,,1.0,,,,,,50,,,,,,,,1.0,,,0.0,,,51
202202040UTA,,,,,,2/4/2022 21:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,0.0,,,51
202202050CHO,,,,,,2/5/2022 19:00,,,,,,,,,,1.0,,,,,,53,,,,,,,,2.0,,,1.0,,,53
202202050LAL,,,,,,2/5/2022 20:30,,,,,,,,,,2.0,,,,,,53,,,,,,,,3.0,,,1.0,,,52
202202050ORL,,,,,,2/5/2022 17:00,,,,,,,,,,3.0,,,,,,53,,,,,,,,3.0,,,0.0,,,54
202202050POR,,,,,,2/5/2022 22:00,,,,,,,,,,1.0,,,,,,53,,,,,,,,4.0,,,0.0,,,53
202202050SAC,,,,,,2/5/2022 22:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,1.0,,,1.0,,,51
202202050WAS,,,,,,2/5/2022 19:00,,,,,,,,,,3.0,,,,,,51,,,,,,,,2.0,,,1.0,,,51
202202060CHI,,,,,,2/6/2022 15:30,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,2.0,,,52
202202060CLE,,,,,,2/6/2022 18:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,0.0,,,54
202202060DAL,,,,,,2/6/2022 18:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,1.0,,,52
202202060DEN,,,,,,2/6/2022 15:30,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,0.0,,,52
202202060HOU,,,,,,2/6/2022 19:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,0.0,,,52
202202060LAC,,,,,,2/6/2022 21:00,,,,,,,,,,3.0,,,,,,54,,,,,,,,1.0,,,0.0,,,54
202202060MIN,,,,,,2/6/2022 15:30,,,,,,,,,,3.0,,,,,,52,,,,,,,,2.0,,,0.0,,,52
202202060ORL,,,,,,2/6/2022 18:00,,,,,,,,,,1.0,,,,,,54,,,,,,,,2.0,,,2.0,,,54
202202070CHI,,,,,,2/7/2022 20:00,,,,,,,,,,1.0,,,,,,53,,,,,,,,2.0,,,0.0,,,52
202202070CHO,,,,,,2/7/2022 19:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,3.0,,,1.0,,,51
202202070OKC,,,,,,2/7/2022 20:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,4.0,,,2.0,,,53
202202070UTA,,,,,,2/7/2022 21:00,,,,,,,,,,3.0,,,,,,53,,,,,,,,2.0,,,0.0,,,53
202202070WAS,,,,,,2/7/2022 19:00,,,,,,,,,,2.0,,,,,,52,,,,,,,,2.0,,,2.0,,,54
202202080ATL,,,,,,2/8/2022 19:30,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,0.0,,,55
202202080BRK,,,,,,2/8/2022 19:30,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,0.0,,,55
202202080DAL,,,,,,2/8/2022 20:30,,,,,,,,,,2.0,,,,,,54,,,,,,,,2.0,,,0.0,,,53
202202080DEN,,,,,,2/8/2022 21:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,1.0,,,0.0,,,54
202202080LAL,,,,,,2/8/2022 22:00,,,,,,,,,,3.0,,,,,,54,,,,,,,,2.0,,,1.0,,,55
202202080MEM,,,,,,2/8/2022 20:00,,,,,,,,,,3.0,,,,,,55,,,,,,,,2.0,,,0.0,,,55
202202080NOP,,,,,,2/8/2022 20:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,1.0,,,53
202202080PHI,,,,,,2/8/2022 19:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,1.0,,,0.0,,,53
202202080POR,,,,,,2/8/2022 22:00,,,,,,,,,,3.0,,,,,,54,,,,,,,,2.0,,,0.0,,,55
202202080SAC,,,,,,2/8/2022 22:00,,,,,,,,,,3.0,,,,,,55,,,,,,,,2.0,,,1.0,,,53
202202090CHO,,,,,,2/9/2022 19:30,,,,,,,,,,2.0,,,,,,55,,,,,,,,2.0,,,1.0,,,54
202202090CLE,,,,,,2/9/2022 19:00,,,,,,,,,,3.0,,,,,,54,,,,,,,,5.0,,,0.0,,,54
202202090OKC,,,,,,2/9/2022 20:00,,,,,,,,,,2.0,,,,,,53,,,,,,,,2.0,,,0.0,,,52
202202090POR,,,,,,2/9/2022 22:00,,,,,,,,,,1.0,,,,,,55,,,,,,,,1.0,,,2.0,,,55
202202090SAC,,,,,,2/9/2022 22:00,,,,,,,,,,1.0,,,,,,56,,,,,,,,1.0,,,2.0,,,54
202202090UTA,,,,,,2/9/2022 22:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,2.0,,,2.0,,,54
202202100DAL,,,,,,2/10/2022 20:30,,,,,,,,,,2.0,,,,,,55,,,,,,,,2.0,,,1.0,,,56
202202100DET,,,,,,2/10/2022 19:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,2.0,,,1.0,,,56
202202100GSW,,,,,,2/10/2022 22:00,,,,,,,,,,1.0,,,,,,55,,,,,,,,2.0,,,0.0,,,55
202202100HOU,,,,,,2/10/2022 20:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,1.0,,,0.0,,,53
202202100NOP,,,,,,2/10/2022 19:30,,,,,,,,,,2.0,,,,,,54,,,,,,,,3.0,,,1.0,,,55
202202100PHO,,,,,,2/10/2022 22:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,2.0,,,0.0,,,56
202202100WAS,,,,,,2/10/2022 19:30,,,,,,,,,,3.0,,,,,,53,,,,,,,,2.0,,,2.0,,,54
202202110ATL,,,,,,2/11/2022 19:30,,,,,,,,,,3.0,,,,,,54,,,,,,,,2.0,,,0.0,,,55
202202110BOS,,,,,,2/11/2022 19:30,,,,,,,,,,3.0,,,,,,56,,,,,,,,3.0,,,0.0,,,54
202202110CHI,,,,,,2/11/2022 20:00,,,,,,,,,,2.0,,,,,,55,,,,,,,,2.0,,,0.0,,,55
202202110DET,,,,,,2/11/2022 19:00,,,,,,,,,,1.0,,,,,,55,,,,,,,,2.0,,,1.0,,,56
202202110IND,,,,,,2/11/2022 19:00,,,,,,,,,,3.0,,,,,,56,,,,,,,,2.0,,,2.0,,,55
202202110PHI,,,,,,2/11/2022 19:00,,,,,,,,,,3.0,,,,,,54,,,,,,,,2.0,,,0.0,,,54
202202110UTA,,,,,,2/11/2022 21:00,,,,,,,,,,2.0,,,,,,55,,,,,,,,3.0,,,1.0,,,56
202202120CHI,,,,,,2/12/2022 20:00,,,,,,,,,,1.0,,,,,,56,,,,,,,,1.0,,,0.0,,,55
202202120CHO,,,,,,2/12/2022 19:00,,,,,,,,,,1.0,,,,,,57,,,,,,,,2.0,,,0.0,,,57
202202120DAL,,,,,,2/12/2022 20:30,,,,,,,,,,2.0,,,,,,56,,,,,,,,2.0,,,1.0,,,57
202202120GSW,,,,,,2/12/2022 20:30,,,,,,,,,,2.0,,,,,,56,,,,,,,,3.0,,,0.0,,,56
202202120MIA,,,,,,2/12/2022 20:00,,,,,,,,,,2.0,,,,,,56,,,,,,,,2.0,,,0.0,,,55
202202120NOP,,,,,,2/12/2022 19:00,,,,,,,,,,2.0,,,,,,55,,,,,,,,1.0,,,1.0,,,56
202202120PHI,,,,,,2/12/2022 19:30,,,,,,,,,,1.0,,,,,,55,,,,,,,,1.0,,,0.0,,,56
202202120PHO,,,,,,2/12/2022 21:00,,,,,,,,,,2.0,,,,,,55,,,,,,,,1.0,,,0.0,,,57
202202120POR,,,,,,2/12/2022 17:00,,,,,,,,,,3.0,,,,,,56,,,,,,,,2.0,,,0.0,,,56
202202120TOR,,,,,,2/12/2022 19:30,,,,,,,,,,2.0,,,,,,54,,,,,,,,1.0,,,0.0,,,55
202202120WAS,,,,,,2/12/2022 19:00,,,,,,,,,,2.0,,,,,,54,,,,,,,,3.0,,,1.0,,,57
202202130BOS,,,,,,2/13/2022 14:00,,,,,,,,,,2.0,,,,,,57,,,,,,,,2.0,,,2.0,,,55
202202130IND,,,,,,2/13/2022 15:00,,,,,,,,,,2.0,,,,,,57,,,,,,,,2.0,,,1.0,,,56
202202140BRK,,,,,,2/14/2022 19:30,,,,,,,,,,2.0,,,,,,56,,,,,,,,2.0,,,1.0,,,58
202202140CHI,,,,,,2/14/2022 20:00,,,,,,,,,,2.0,,,,,,57,,,,,,,,2.0,,,1.0,,,57
202202140DEN,,,,,,2/14/2022 21:00,,,,,,,,,,2.0,,,,,,56,,,,,,,,2.0,,,1.0,,,58
202202140LAC,,,,,,2/14/2022 22:30,,,,,,,,,,2.0,,,,,,58,,,,,,,,2.0,,,2.0,,,57
202202140MIL,,,,,,2/14/2022 20:00,,,,,,,,,,4.0,,,,,,57,,,,,,,,2.0,,,0.0,,,57
202202140NOP,,,,,,2/14/2022 20:00,,,,,,,,,,2.0,,,,,,56,,,,,,,,2.0,,,1.0,,,55
202202140NYK,,,,,,2/14/2022 19:30,,,,,,,,,,2.0,,,,,,57,,,,,,,,2.0,,,1.0,,,56
202202140UTA,,,,,,2/14/2022 21:00,,,,,,,,,,3.0,,,,,,56,,,,,,,,4.0,,,1.0,,,55
202202140WAS,,,,,,2/14/2022 19:00,,,,,,,,,,2.0,,,,,,55,,,,,,,,3.0,,,0.0,,,56
202202150ATL,,,,,,2/15/2022 19:30,,,,,,,,,,2.0,,,,,,56,,,,,,,,3.0,,,1.0,,,57
202202150MIA,,,,,,2/15/2022 19:30,,,,,,,,,,3.0,,,,,,57,,,,,,,,3.0,,,0.0,,,57
202202150MIL,,,,,,2/15/2022 20:00,,,,,,,,,,1.0,,,,,,58,,,,,,,,2.0,,,0.0,,,58
202202150MIN,,,,,,2/15/2022 20:00,,,,,,,,,,2.0,,,,,,57,,,,,,,,3.0,,,1.0,,,58
202202150NOP,,,,,,2/15/2022 20:00,,,,,,,,,,1.0,,,,,,57,,,,,,,,3.0,,,0.0,,,58
202202150PHI,,,,,,2/15/2022 19:30,,,,,,,,,,3.0,,,,,,56,,,,,,,,2.0,,,1.0,,,58
202202150PHO,,,,,,2/15/2022 22:00,,,,,,,,,,3.0,,,,,,56,,,,,,,,1.0,,,1.0,,,59
202202160BOS,,,,,,2/16/2022 19:30,,,,,,,,,,1.0,,,,,,59,,,,,,,,2.0,,,0.0,,,57
202202160CHI,,,,,,2/16/2022 20:00,,,,,,,,,,2.0,,,,,,58,,,,,,,,2.0,,,0.0,,,59
202202160GSW,,,,,,2/16/2022 22:00,,,,,,,,,,2.0,,,,,,58,,,,,,,,2.0,,,1.0,,,57
202202160IND,,,,,,2/16/2022 19:30,,,,,,,,,,1.0,,,,,,59,,,,,,,,2.0,,,1.0,,,56
202202160LAL,,,,,,2/16/2022 22:00,,,,,,,,,,4.0,,,,,,57,,,,,,,,2.0,,,0.0,,,57
202202160MEM,,,,,,2/16/2022 20:00,,,,,,,,,,1.0,,,,,,59,,,,,,,,2.0,,,2.0,,,58
202202160MIN,,,,,,2/16/2022 20:00,,,,,,,,,,1.0,,,,,,58,,,,,,,,2.0,,,0.0,,,56
202202160NYK,,,,,,2/16/2022 19:30,,,,,,,,,,2.0,,,,,,58,,,,,,,,2.0,,,1.0,,,57
202202160OKC,,,,,,2/16/2022 20:00,,,,,,,,,,2.0,,,,,,57,,,,,,,,2.0,,,1.0,,,58
202202160ORL,,,,,,2/16/2022 19:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,1.0,,,2.0,,,57
202202160PHO,,,,,,2/16/2022 21:00,,,,,,,,,,1.0,,,,,,57,,,,,,,,2.0,,,0.0,,,56
202202170BRK,,,,,,2/17/2022 19:30,,,,,,,,,,1.0,,,,,,58,,,,,,,,1.0,,,1.0,,,57
202202170CHO,,,,,,2/17/2022 19:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,2.0,,,58
202202170LAC,,,,,,2/17/2022 22:30,,,,,,,,,,2.0,,,,,,60,,,,,,,,1.0,,,0.0,,,57
202202170MIL,,,,,,2/17/2022 20:30,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,0.0,,,57
202202170NOP,,,,,,2/17/2022 20:00,,,,,,,,,,2.0,,,,,,58,,,,,,,,2.0,,,2.0,,,58
202202240BRK,,,,,,2/24/2022 19:30,,,,,,,,,,7.0,,,,,,59,,,,,,,,8.0,,,1.0,,,60
202202240CHI,,,,,,2/24/2022 20:00,,,,,,,,,,8.0,,,,,,59,,,,,,,,8.0,,,0.0,,,58
202202240DET,,,,,,2/24/2022 19:00,,,,,,,,,,8.0,,,,,,58,,,,,,,,9.0,,,1.0,,,58
202202240MIN,,,,,,2/24/2022 20:00,,,,,,,,,,8.0,,,,,,59,,,,,,,,8.0,,,2.0,,,60
202202240OKC,,,,,,2/24/2022 20:00,,,,,,,,,,8.0,,,,,,58,,,,,,,,8.0,,,2.0,,,58
202202240POR,,,,,,2/24/2022 22:00,,,,,,,,,,8.0,,,,,,59,,,,,,,,8.0,,,2.0,,,59
202202240SAC,,,,,,2/24/2022 22:00,,,,,,,,,,8.0,,,,,,60,,,,,,,,8.0,,,1.0,,,58
202202250CHO,,,,,,2/25/2022 19:00,,,,,,,,,,8.0,,,,,,60,,,,,,,,9.0,,,2.0,,,57
202202250IND,,,,,,2/25/2022 19:00,,,,,,,,,,9.0,,,,,,60,,,,,,,,1.0,,,0.0,,,59
202202250LAL,,,,,,2/25/2022 22:00,,,,,,,,,,9.0,,,,,,58,,,,,,,,8.0,,,2.0,,,61
202202250MIN,,,,,,2/25/2022 20:00,,,,,,,,,,1.0,,,,,,60,,,,,,,,8.0,,,0.0,,,58
202202250NYK,,,,,,2/25/2022 19:30,,,,,,,,,,9.0,,,,,,59,,,,,,,,8.0,,,1.0,,,59
202202250ORL,,,,,,2/25/2022 19:00,,,,,,,,,,9.0,,,,,,60,,,,,,,,8.0,,,1.0,,,58
202202250PHO,,,,,,2/25/2022 21:00,,,,,,,,,,1.0,,,,,,59,,,,,,,,8.0,,,0.0,,,59
202202250UTA,,,,,,2/25/2022 21:00,,,,,,,,,,9.0,,,,,,58,,,,,,,,8.0,,,0.0,,,59
202202250WAS,,,,,,2/25/2022 19:00,,,,,,,,,,8.0,,,,,,58,,,,,,,,9.0,,,1.0,,,59
202202260ATL,,,,,,2/26/2022 19:30,,,,,,,,,,2.0,,,,,,59,,,,,,,,1.0,,,2.0,,,58
202202260CHI,,,,,,2/26/2022 20:00,,,,,,,,,,2.0,,,,,,60,,,,,,,,2.0,,,1.0,,,61
202202260CLE,,,,,,2/26/2022 20:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,1.0,,,2.0,,,59
202202260DEN,,,,,,2/26/2022 21:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,0.0,,,61
202202260DET,,,,,,2/26/2022 12:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,1.0,,,61
202202260MIA,,,,,,2/26/2022 20:00,,,,,,,,,,1.0,,,,,,60,,,,,,,,1.0,,,0.0,,,60
202202260MIL,,,,,,2/26/2022 20:30,,,,,,,,,,9.0,,,,,,60,,,,,,,,2.0,,,0.0,,,60
202202270CHO,,,,,,2/27/2022 19:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,1.0,,,0.0,,,60
202202270GSW,,,,,,2/27/2022 19:30,,,,,,,,,,3.0,,,,,,60,,,,,,,,2.0,,,1.0,,,60
202202270HOU,,,,,,2/27/2022 19:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,1.0,,,62
202202270IND,,,,,,2/27/2022 17:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,1.0,,,2.0,,,62
202202270LAL,,,,,,2/27/2022 22:00,,,,,,,,,,2.0,,,,,,59,,,,,,,,2.0,,,0.0,,,60
202202270NYK,,,,,,2/27/2022 13:00,,,,,,,,,,2.0,,,,,,60,,,,,,,,2.0,,,0.0,,,59
202202270PHO,,,,,,2/27/2022 15:30,,,,,,,,,,2.0,,,,,,60,,,,,,,,2.0,,,0.0,,,59
202202270POR,,,,,,2/27/2022 21:00,,,,,,,,,,3.0,,,,,,60,,,,,,,,1.0,,,2.0,,,60
202202280BRK,,,,,,2/28/2022 19:30,,,,,,,,,,2.0,,,,,,61,,,,,,,,2.0,,,0.0,,,59
202202280CLE,,,,,,2/28/2022 19:00,,,,,,,,,,2.0,,,,,,60,,,,,,,,3.0,,,0.0,,,61
202202280MEM,,,,,,2/28/2022 20:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,0.0,,,61
202202280MIA,,,,,,2/28/2022 19:30,,,,,,,,,,2.0,,,,,,61,,,,,,,,2.0,,,0.0,,,61
202202280MIL,,,,,,2/28/2022 20:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,1.0,,,2.0,,,62
202202280OKC,,,,,,2/28/2022 20:00,,,,,,,,,,3.0,,,,,,60,,,,,,,,2.0,,,2.0,,,62
202202280ORL,,,,,,2/28/2022 19:00,,,,,,,,,,3.0,,,,,,61,,,,,,,,1.0,,,0.0,,,62
202203010BOS,,,,,,3/1/2022 19:30,,,,,,,,,,2.0,,,,,,63,,,,,,,,3.0,,,2.0,,,60
202203010HOU,,,,,,3/1/2022 20:00,,,,,,,,,,2.0,,,,,,60,,,,,,,,2.0,,,2.0,,,63
202203010LAL,,,,,,3/1/2022 22:00,,,,,,,,,,2.0,,,,,,60,,,,,,,,2.0,,,0.0,,,61
202203010MIN,,,,,,3/1/2022 20:00,,,,,,,,,,1.0,,,,,,62,,,,,,,,2.0,,,2.0,,,61
202203010TOR,,,,,,3/1/2022 19:30,,,,,,,,,,1.0,,,,,,60,,,,,,,,1.0,,,2.0,,,62
202203010WAS,,,,,,3/1/2022 19:00,,,,,,,,,,3.0,,,,,,60,,,,,,,,2.0,,,0.0,,,61
202203020CLE,,,,,,3/2/2022 19:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,2.0,,,1.0,,,63
202203020DEN,,,,,,3/2/2022 21:00,,,,,,,,,,3.0,,,,,,61,,,,,,,,2.0,,,1.0,,,61
202203020HOU,,,,,,3/2/2022 20:00,,,,,,,,,,1.0,,,,,,61,,,,,,,,3.0,,,2.0,,,60
202203020MIL,,,,,,3/2/2022 20:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,2.0,,,62
202203020NOP,,,,,,3/2/2022 20:00,,,,,,,,,,3.0,,,,,,61,,,,,,,,2.0,,,2.0,,,63
202203020ORL,,,,,,3/2/2022 19:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,0.0,,,63
202203020PHI,,,,,,3/2/2022 19:30,,,,,,,,,,3.0,,,,,,60,,,,,,,,3.0,,,2.0,,,61
202203020PHO,,,,,,3/2/2022 22:00,,,,,,,,,,3.0,,,,,,61,,,,,,,,3.0,,,1.0,,,61
202203030ATL,,,,,,3/3/2022 19:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,3.0,,,3.0,,,62
202203030BOS,,,,,,3/3/2022 19:30,,,,,,,,,,2.0,,,,,,64,,,,,,,,3.0,,,0.0,,,63
202203030BRK,,,,,,3/3/2022 19:30,,,,,,,,,,2.0,,,,,,63,,,,,,,,1.0,,,2.0,,,63
202203030DAL,,,,,,3/3/2022 20:30,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,1.0,,,62
202203030LAC,,,,,,3/3/2022 22:00,,,,,,,,,,2.0,,,,,,64,,,,,,,,2.0,,,0.0,,,61
202203030SAS,,,,,,3/3/2022 20:30,,,,,,,,,,3.0,,,,,,62,,,,,,,,1.0,,,1.0,,,64
202203030TOR,,,,,,3/3/2022 19:30,,,,,,,,,,2.0,,,,,,61,,,,,,,,2.0,,,2.0,,,62
202203040CHI,,,,,,3/4/2022 19:30,,,,,,,,,,1.0,,,,,,63,,,,,,,,2.0,,,1.0,,,63
202203040DEN,,,,,,3/4/2022 21:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,0.0,,,62
202203040DET,,,,,,3/4/2022 19:00,,,,,,,,,,1.0,,,,,,63,,,,,,,,2.0,,,1.0,,,64
202203040NOP,,,,,,3/4/2022 20:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,2.0,,,61
202203040OKC,,,,,,3/4/2022 20:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,3.0,,,2.0,,,63
202203040PHI,,,,,,3/4/2022 19:00,,,,,,,,,,2.0,,,,,,61,,,,,,,,2.0,,,0.0,,,62
202203040PHO,,,,,,3/4/2022 22:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,0.0,,,62
202203040TOR,,,,,,3/4/2022 19:30,,,,,,,,,,1.0,,,,,,62,,,,,,,,2.0,,,0.0,,,63
202203040WAS,,,,,,3/4/2022 19:00,,,,,,,,,,3.0,,,,,,61,,,,,,,,1.0,,,1.0,,,62
202203050CHO,,,,,,3/5/2022 19:00,,,,,,,,,,3.0,,,,,,64,,,,,,,,2.0,,,0.0,,,63
202203050DAL,,,,,,3/5/2022 17:00,,,,,,,,,,2.0,,,,,,63,,,,,,,,2.0,,,1.0,,,65
202203050LAL,,,,,,3/5/2022 20:30,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,2.0,,,63
202203050MEM,,,,,,3/5/2022 20:00,,,,,,,,,,2.0,,,,,,64,,,,,,,,1.0,,,0.0,,,64
202203050MIA,,,,,,3/5/2022 20:00,,,,,,,,,,2.0,,,,,,64,,,,,,,,1.0,,,1.0,,,62
202203050MIN,,,,,,3/5/2022 20:00,,,,,,,,,,1.0,,,,,,64,,,,,,,,3.0,,,0.0,,,62
202203060BOS,,,,,,3/6/2022 13:00,,,,,,,,,,3.0,,,,,,65,,,,,,,,3.0,,,1.0,,,64
202203060CLE,,,,,,3/6/2022 19:30,,,,,,,,,,2.0,,,,,,63,,,,,,,,2.0,,,0.0,,,63
202203060DEN,,,,,,3/6/2022 20:00,,,,,,,,,,2.0,,,,,,63,,,,,,,,2.0,,,1.0,,,63
202203060HOU,,,,,,3/6/2022 19:00,,,,,,,,,,2.0,,,,,,63,,,,,,,,1.0,,,2.0,,,65
202203060LAC,,,,,,3/6/2022 22:00,,,,,,,,,,3.0,,,,,,65,,,,,,,,2.0,,,1.0,,,63
202203060MIL,,,,,,3/6/2022 15:30,,,,,,,,,,2.0,,,,,,64,,,,,,,,2.0,,,1.0,,,63
202203060OKC,,,,,,3/6/2022 19:00,,,,,,,,,,2.0,,,,,,63,,,,,,,,2.0,,,2.0,,,62
202203060WAS,,,,,,3/6/2022 18:00,,,,,,,,,,2.0,,,,,,62,,,,,,,,2.0,,,2.0,,,65
202203070DAL,,,,,,3/7/2022 20:30,,,,,,,,,,2.0,,,,,,64,,,,,,,,1.0,,,2.0,,,63
202203070DEN,,,,,,3/7/2022 21:00,,,,,,,,,,1.0,,,,,,64,,,,,,,,2.0,,,0.0,,,64
202203070DET,,,,,,3/7/2022 19:00,,,,,,,,,,3.0,,,,,,64,,,,,,,,3.0,,,1.0,,,63
202203070MIA,,,,,,3/7/2022 19:30,,,,,,,,,,2.0,,,,,,65,,,,,,,,1.0,,,0.0,,,64
202203070MIN,,,,,,3/7/2022 20:00,,,,,,,,,,2.0,,,,,,65,,,,,,,,2.0,,,0.0,,,63
202203070PHI,,,,,,3/7/2022 19:00,,,,,,,,,,2.0,,,,,,63,,,,,,,,3.0,,,0.0,,,64
202203070SAC,,,,,,3/7/2022 22:30,,,,,,,,,,2.0,,,,,,66,,,,,,,,1.0,,,1.0,,,64
202203070SAS,,,,,,3/7/2022 20:30,,,,,,,,,,2.0,,,,,,64,,,,,,,,2.0,,,2.0,,,63
