,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away,gameState,gameState
teamData,winner,teamHome,teamAway,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed,datetime,endtime
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201901250BRK,BRK,BRK,NYK,"Barclays Center, Brooklyn, New York",30,30,27,22,[],109,5,2.0,"['harrijo01', 'russeda01', 'grahatr01', 'allenja01', 'kurucro01', 'napiesh01', 'davised01', 'pinsoth01', 'carrode01', 'holliro01', 'creekmi01', 'dudleja01', 'dinwisp01']","[26, 23]",2,37,23,22,17,[],99,-7,2.0,"['hardati02', 'vonleno01', 'thomala01', 'knoxke01', 'ntilila01', 'burketr01', 'trieral01', 'dotsoda01', 'robinmi01', 'leeco01', 'hezonma01', 'kanteen01']","[10, 36]",1,division,458246358.0,420601314.0,35249719.84615385,35050109.5,49,46,2019-01-25 19:30:00,2019-01-25 21:30:00
201901250CHI,LAC,CHI,LAC,"United Center, Chicago, Illinois",20,36,26,19,[],101,-1,2.0,"['hutchch01', 'dunnkr01', 'lavinza01', 'portibo01', 'markkla01', 'parkeja01', 'arcidry01', 'seldewa01', 'lopezro01', 'harrish01', 'feliccr01', 'blakean01']","[11, 37]",0,27,25,28,26,[],106,1,2.0,"['harrito02', 'beverpa01', 'bradlav01', 'gilgesh01', 'gortama01', 'willilo02', 'harremo01', 'robinje01', 'motlejo01', 'thornsi01', 'scottmi01', 'marjabo01', 'wallaty01']","[26, 22]",0,none,397029042.0,614123418.0,33085753.5,47240262.92307692,48,48,2019-01-25 20:00:00,2019-01-25 22:00:00
201901250CLE,MIA,CLE,MIA,"Quicken Loans Arena, Cleveland, Ohio",23,30,17,24,[],94,-5,2.0,"['osmande01', 'burksal01', 'hoodro01', 'sextoco01', 'zizican01', 'clarkjo01', 'nancela02', 'dellama01', 'adelde01', 'blossja01', 'fryech01', 'payneca01']","[9, 40]",0,27,21,32,20,[],100,-2,2.0,"['richajo01', 'winslju01', 'johnsty01', 'johnsja01', 'whiteha01', 'wadedw01', 'adebaba01', 'jonesde02', 'mcgruro01', 'olynyke01', 'hasleud01', 'waitedi01', 'ellinwa01']","[22, 24]",2,conference,394363948.0,856073717.0,32863662.33333333,65851824.38461538,49,46,2019-01-25 19:30:00,2019-01-25 21:30:00
201901250DAL,DAL,DAL,DET,"American Airlines Center, Dallas, Texas",23,39,26,18,[],106,1,3.0,"['smithde03', 'barneha02', 'doncilu01', 'jordade01', 'matthwe02', 'klebima01', 'poweldw01', 'finnedo01', 'harride01', 'nowitdi01', 'brunsja01', 'mejrisa01', 'broekry01']","[21, 26]",0,28,26,31,16,[],101,1,2.0,"['griffbl01', 'drumman01', 'jacksre01', 'bullore01', 'brownbr01', 'johnsst04', 'kennalu01', 'gallola01', 'caldejo01', 'pachuza01', 'thomakh01', 'robingl02', 'leuerjo01']","[21, 26]",0,none,922926754.0,816805763.0,70994365.6923077,62831212.538461536,47,47,2019-01-25 20:30:00,2019-01-25 22:30:00
201901250DEN,DEN,DEN,PHO,"Pepsi Center, Denver, Colorado",37,33,28,34,[],132,-1,2.0,"['bartowi01', 'plumlma01', 'murraja01', 'millspa01', 'harriga01', 'morrimo01', 'beaslma01', 'lylestr01', 'hernaju01', 'craigto01', 'lydonty01', 'vandeja01', 'jokicni01']","[31, 15]",2,32,23,26,14,[],95,-6,1.0,"['bridgmi01', 'bendedr01', 'okoboel01', 'bookede01', 'jacksjo02', 'oubreke01', 'crawfja01', 'acyqu01', 'danietr01', 'anderry01']","[11, 39]",1,conference,710322509.0,475012530.0,54640193.0,47501253.0,46,50,2019-01-25 21:00:00,2019-01-25 23:00:00
201901250HOU,HOU,HOU,TOR,"Toyota Center, Houston, Texas",33,37,26,25,[],121,1,2.0,"['hardeja01', 'farieke01', 'gordoer01', 'riverau01', 'tuckepj01', 'ennisja01', 'greenge01', 'hilarne01', 'chrisma01', 'knighbr03', 'clarkga01']","[27, 20]",0,20,41,28,30,[],119,-1,2.0,"['leonaka01', 'lowryky01', 'siakapa01', 'ibakase01', 'greenda02', 'vanvlfr01', 'powelno01', 'anunoog01', 'milescj01', 'monrogr01', 'mccawpa01', 'wrighde01']","[36, 14]",0,none,872665344.0,1024661517.0,79333213.0909091,85388459.75,47,50,2019-01-25 20:00:00,2019-01-25 22:00:00
201901250MEM,SAC,MEM,SAC,"FedEx Forum, Memphis, Tennessee",23,19,29,25,[],96,-7,2.0,"['conlemi01', 'jacksja02', 'gasolma01', 'holidju01', 'templga01', 'greenja01', 'casspom01', 'macksh01', 'noahjo01', 'carteje01', 'cabocbr01', 'rabbiv01', 'washbju01']","[19, 29]",1,24,24,29,22,[],99,-2,3.0,"['foxde01', 'hieldbu01', 'bjeline01', 'caulewi01', 'shumpim01', 'baglema01', 'bogdabo01', 'jacksju01', 'ferreyo01', 'gilesha01', 'koufoko01', 'masonfr01', 'mclembe01']","[24, 24]",2,conference,756976349.0,435077498.0,58228949.92307692,33467499.846153848,48,48,2019-01-25 20:00:00,2019-01-25 22:00:00
201901250MIL,MIL,MIL,CHO,"Fiserv Forum, Milwaukee, Wisconsin",22,30,24,32,[],108,5,4.0,"['antetgi01', 'middlkh01', 'bledser01', 'brogdma01', 'lopezbr01', 'brownst02', 'hillge01', 'snellto01', 'wilsodj01', 'connapa01', 'ilyaser01', 'smithja02', 'makerth01']","[34, 12]",1,27,27,33,12,[],99,1,2.0,"['batumni01', 'walkeke02', 'willima02', 'lambje01', 'biyombi01', 'kiddgmi01', 'grahade01', 'bridgmi02', 'monkma01', 'hernawi01', 'bacondw01', 'parketo01', 'kaminfr01']","[23, 24]",1,conference,976264388.0,928350767.0,75097260.61538461,71411597.46153846,46,47,2019-01-25 20:30:00,2019-01-25 22:30:00
201901250ORL,WAS,ORL,WAS,"Amway Center, Orlando, Florida",21,17,31,22,[],91,-1,2.0,"['gordoaa01', 'vucevni01', 'augusdj01', 'fournev01', 'isaacjo01', 'rosste01', 'simmojo02', 'grantje02', 'bambamo01', 'birchkh01', 'frazime01', 'iwundwe01', 'martija01']","[20, 28]",1,24,26,25,20,[],95,-1,1.0,"['greenje02', 'bealbr01', 'satorto01', 'arizatr01', 'bryanth01', 'porteot01', 'dekkesa01', 'mahinia01', 'randlch01', 'mcraejo01', 'browntr01']","[20, 27]",1,division,600098712.0,681869440.0,46161439.38461538,61988130.90909091,48,47,2019-01-25 19:00:00,2019-01-25 21:00:00
201901250UTA,UTA,UTA,MIN,"Vivint Smart Home Arena, Salt Lake City, Utah",31,21,38,16,[],106,1,2.0,"['mitchdo01', 'goberru01', 'inglejo01', 'rubiori01', 'favorde01', 'korveky01', 'crowdja01', 'onealro01', 'niangge01', 'udohek01', 'mitrona01', 'cavanty01', 'allengr01']","[27, 22]",0,24,21,24,33,[],102,3,1.0,"['bayleje01', 'wiggian01', 'townska01', 'okogijo01', 'gibsota01', 'denglu01', 'saricda01', 'tollian01', 'terreja01', 'dienggo01', 'willicj01', 'rosede01', 'bateske01']","[24, 24]",1,division,692211503.0,856864339.0,53247038.692307696,65912641.461538464,49,48,2019-01-25 21:00:00,2019-01-25 23:00:00
201901260BOS,GSW,BOS,GSW,"TD Garden, Boston, Massachusetts",26,33,25,27,[],111,5,3.0,"['irvinky01', 'horfoal01', 'tatumja01', 'smartma01', 'morrima03', 'brownja02', 'haywago01', 'roziete01', 'baynear01', 'theisda01', 'wanambr01', 'ojelese01', 'yabusgu01']","[30, 18]",0,29,32,29,25,[],115,9,2.0,"['duranke01', 'curryst01', 'thompkl01', 'greendr01', 'couside01', 'iguodan01', 'looneke01', 'livinsh01', 'mckinal01', 'cookqu01', 'belljo01', 'leeda03', 'derrima01']","[34, 14]",0,none,1060327483.0,1263628784.0,81563652.53846154,97202214.15384616,48,48,2019-01-26 20:30:00,2019-01-26 22:30:00
201901260DEN,DEN,DEN,PHI,"Pepsi Center, Denver, Colorado",41,36,30,19,[],126,1,1.0,"['craigto01', 'jokicni01', 'bartowi01', 'harriga01', 'millspa01', 'morrimo01', 'plumlma01', 'beaslma01', 'lylestr01', 'hernaju01', 'goodwbr01', 'lydonty01']","[32, 15]",0,37,31,28,14,[],110,2,3.0,"['simmobe01', 'breweco01', 'redicjj01', 'mccontj01', 'boldejo01', 'shamela01', 'muscami01', 'miltosh01', 'johnsam01', 'korkmfu01', 'highsha01']","[32, 17]",0,none,633529856.0,410297266.0,52794154.66666666,37299751.45454545,47,49,2019-01-26 21:00:00,2019-01-26 23:00:00
201901260MEM,MEM,MEM,IND,"FedEx Forum, Memphis, Tennessee",24,29,25,28,[],106,-8,1.0,"['holidju01', 'conlemi01', 'jacksja02', 'gasolma01', 'carteje01', 'cabocbr01', 'macksh01', 'noahjo01', 'rabbiv01', 'greenja01', 'washbju01']","[19, 30]",0,19,23,27,34,[],103,3,3.0,"['bogdabo02', 'collida01', 'turnemy01', 'evansty01', 'youngth01', 'sabondo01', 'josepco01', 'mcderdo01', 'holidaa01', 'leaftj01', 'oquinky01', 'sumneed01', 'johnsal02']","[32, 15]",1,none,696953155.0,620393990.0,63359377.72727273,47722614.615384616,49,47,2019-01-26 20:00:00,2019-01-26 22:00:00
201901260NOP,SAS,NOP,SAS,"Smoothie King Center, New Orleans, Louisiana",27,30,28,29,[],114,-2,2.0,"['okafoja01', 'holidjr01', 'hillso01', 'paytoel01', 'mooreet01', 'jacksfr01', 'milleda01', 'fraziti01', 'diallch01', 'willike04', 'clarkia01', 'randlju01', 'johnswe01']","[22, 27]",1,28,32,36,30,[],126,-2,3.0,"['forbebr01', 'gayru01', 'aldrila01', 'whitede01', 'gasolpa01', 'belinma01', 'cunnida01', 'millspa02', 'walkelo01', 'pondequ01', 'poeltja01', 'metuch01', 'derozde01']","[27, 22]",1,division,498703160.0,1059333610.0,38361781.538461536,81487200.76923077,49,49,2019-01-26 18:00:00,2019-01-26 20:00:00
201901260POR,POR,POR,ATL,"Moda Center, Portland, Oregon",40,23,30,27,[],120,1,2.0,"['mccolcj01', 'nurkiju01', 'curryse01', 'harklma01', 'aminual01', 'laymaja01', 'colliza01', 'turneev01', 'leoname01', 'baldwwa01', 'stausni01', 'swanica01']","[30, 20]",0,30,34,26,21,[],111,1,3.0,"['youngtr01', 'collijo01', 'bembrde01', 'dedmode01', 'huertke01', 'princta02', 'linje01', 'spellom01', 'cartevi01', 'lenal01', 'dorsety01', 'anderju01', 'hamilda02']","[15, 32]",0,none,589524521.0,450821856.0,49127043.41666666,34678604.307692304,50,47,2019-01-26 22:00:00,2019-01-27 00:00:00
201901270CHI,CLE,CHI,CLE,"United Center, Chicago, Illinois",29,24,26,22,[],101,-2,2.0,"['markkla01', 'seldewa01', 'lavinza01', 'dunnkr01', 'lopezro01', 'portibo01', 'arcidry01', 'blakean01', 'parkeja01', 'harrish01', 'alkinra01', 'sampsbr01', 'feliccr01']","[11, 38]",3,27,24,28,25,[],104,-6,2.0,"['osmande01', 'zizican01', 'burksal01', 'hoodro01', 'sextoco01', 'dellama01', 'clarkjo01', 'nancela02', 'adelde01', 'fryech01', 'simmoko01']","[9, 41]",0,division,386242303.0,375839088.0,29710946.384615384,34167189.81818182,49,50,2019-01-27 15:30:00,2019-01-27 17:30:00
201901270DAL,TOR,DAL,TOR,"American Airlines Center, Dallas, Texas",32,26,30,32,[],120,2,2.0,"['doncilu01', 'matthwe02', 'smithde03', 'barneha02', 'jordade01', 'finnedo01', 'klebima01', 'poweldw01', 'nowitdi01', 'harride01', 'brunsja01', 'broekry01', 'mejrisa01']","[22, 26]",0,38,32,15,38,[],123,-2,2.0,"['lowryky01', 'siakapa01', 'ibakase01', 'leonaka01', 'greenda02', 'vanvlfr01', 'powelno01', 'wrighde01', 'anunoog01', 'monrogr01', 'milescj01', 'mccawpa01']","[36, 15]",1,none,922926754.0,1024661517.0,70994365.6923077,85388459.75,48,51,2019-01-27 19:00:00,2019-01-27 21:00:00
201901270HOU,HOU,HOU,ORL,"Toyota Center, Houston, Texas",18,35,21,29,[],103,2,2.0,"['tuckepj01', 'hardeja01', 'gordoer01', 'farieke01', 'paulch01', 'ennisja01', 'riverau01', 'hilarne01', 'greenge01', 'clarkga01', 'knighbr03', 'chrisma01']","[28, 20]",0,34,27,21,16,[],98,-2,2.0,"['gordoaa01', 'vucevni01', 'fournev01', 'augusdj01', 'isaacjo01', 'rosste01', 'grantje02', 'simmojo02', 'bambamo01', 'iwundwe01', 'frazime01', 'birchkh01', 'martija01']","[20, 29]",1,none,1203973267.0,600098712.0,100331105.58333331,46161439.38461538,48,49,2019-01-27 19:00:00,2019-01-27 21:00:00
201901270LAC,LAC,LAC,SAC,"STAPLES Center, Los Angeles, California",34,33,20,35,[],122,2,2.0,"['bradlav01', 'beverpa01', 'harrito02', 'gilgesh01', 'gortama01', 'harremo01', 'willilo02', 'scottmi01', 'robinje01', 'motlejo01', 'wallaty01', 'marjabo01', 'thornsi01']","[27, 22]",2,21,30,25,32,[],108,1,2.0,"['hieldbu01', 'foxde01', 'shumpim01', 'caulewi01', 'bjeline01', 'bogdabo01', 'baglema01', 'jacksju01', 'gilesha01', 'ferreyo01', 'masonfr01', 'koufoko01', 'mclembe01']","[25, 24]",0,division,614123418.0,435077498.0,47240262.92307692,33467499.846153848,49,49,2019-01-27 15:30:00,2019-01-27 17:30:00
201901270LAL,LAL,LAL,PHO,"STAPLES Center, Los Angeles, California",31,34,25,26,[],116,-3,3.0,"['rondora01', 'caldwke01', 'zubaciv01', 'ingrabr01', 'beaslmi01', 'stephla01', 'hartjo01', 'mykhasv01', 'mcgeeja01', 'wagnemo01', 'carusal01', 'chandty01', 'kuzmaky01']","[25, 24]",2,27,26,28,21,[],102,-7,2.0,"['bridgmi01', 'bookede01', 'jacksjo02', 'okoboel01', 'bendedr01', 'oubreke01', 'holmeri01', 'crawfja01', 'danietr01', 'terryem01', 'anderry01', 'evansja01']","[11, 40]",0,division,706687767.0,494486836.0,54360597.461538464,41207236.333333336,49,51,2019-01-27 21:30:00,2019-01-27 23:30:00
201901270MIN,UTA,MIN,UTA,"Target Center, Minneapolis, Minnesota",22,28,35,26,[],111,-1,2.0,"['wiggian01', 'bayleje01', 'townska01', 'okogijo01', 'gibsota01', 'saricda01', 'denglu01', 'terreja01', 'dienggo01', 'willicj01', 'bateske01', 'tollian01', 'rosede01']","[24, 25]",1,25,28,37,35,[],125,2,2.0,"['mitchdo01', 'inglejo01', 'goberru01', 'rubiori01', 'favorde01', 'crowdja01', 'onealro01', 'korveky01', 'niangge01', 'allengr01', 'cavanty01', 'mitrona01', 'udohek01']","[28, 22]",1,division,856864339.0,692211503.0,65912641.461538464,53247038.692307696,49,50,2019-01-27 19:00:00,2019-01-27 21:00:00
201901270NYK,MIA,NYK,MIA,"Madison Square Garden (IV), New York, New York",26,32,12,27,[],97,-8,2.0,"['hardati02', 'vonleno01', 'knoxke01', 'thomala01', 'ntilila01', 'hezonma01', 'dotsoda01', 'burketr01', 'robinmi01', 'trieral01', 'leeco01', 'kanteen01']","[10, 37]",0,25,27,29,25,[],106,1,2.0,"['winslju01', 'richajo01', 'ellinwa01', 'johnsja01', 'whiteha01', 'wadedw01', 'adebaba01', 'waitedi01', 'olynyke01', 'jonesde02', 'mcgruro01', 'johnsty01', 'hasleud01']","[23, 24]",1,conference,420601314.0,856073717.0,35050109.5,65851824.38461538,47,47,2019-01-27 19:30:00,2019-01-27 21:30:00
201901270OKC,OKC,OKC,MIL,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",31,25,33,29,[],118,4,3.0,"['georgpa01', 'westbru01', 'grantje01', 'adamsst01', 'fergute01', 'schrode01', 'noelne01', 'naderab01', 'pattepa01', 'diallha01', 'luwawti01', 'abrinal01', 'feltora01']","[30, 18]",0,25,17,37,33,[],112,6,2.0,"['antetgi01', 'middlkh01', 'brogdma01', 'bledser01', 'lopezbr01', 'hillge01', 'brownst02', 'wilsodj01', 'snellto01', 'ilyaser01', 'connapa01', 'smithja02', 'makerth01']","[35, 12]",0,none,964924199.0,976264388.0,74224938.38461539,75097260.61538461,48,47,2019-01-27 18:00:00,2019-01-27 20:00:00
201901270SAS,SAS,SAS,WAS,"AT&T Center, San Antonio, Texas",36,34,29,33,[],132,1,1.0,"['aldrila01', 'forbebr01', 'whitede01', 'gayru01', 'gasolpa01', 'bertada01', 'belinma01', 'millspa02', 'poeltja01', 'cunnida01', 'walkelo01', 'metuch01', 'pondequ01']","[28, 22]",0,26,43,17,33,[],119,1,2.0,"['arizatr01', 'bealbr01', 'satorto01', 'greenje02', 'bryanth01', 'porteot01', 'randlch01', 'browntr01', 'mcraejo01', 'robinde01', 'mahinia01', 'dekkesa01']","[21, 27]",0,none,903483922.0,681869440.0,69498763.23076923,56822453.333333336,50,48,2019-01-27 19:00:00,2019-01-27 21:00:00
201901280BOS,BOS,BOS,BRK,"TD Garden, Boston, Massachusetts",32,28,29,23,[],112,-1,2.0,"['roziete01', 'smartma01', 'morrima03', 'tatumja01', 'horfoal01', 'brownja02', 'baynear01', 'haywago01', 'wanambr01', 'ojelese01', 'williro04', 'theisda01', 'yabusgu01']","[30, 19]",1,26,24,38,16,[],104,6,3.0,"['holliro01', 'kurucro01', 'russeda01', 'allenja01', 'harrijo01', 'carrode01', 'napiesh01', 'pinsoth01', 'davised01', 'creekmi01', 'grahatr01']","[27, 23]",1,division,874788582.0,352338380.0,67291429.38461539,32030761.818181816,49,50,2019-01-28 19:30:00,2019-01-28 21:30:00
201901280CHO,CHO,CHO,NYK,"Spectrum Center, Charlotte, North Carolina",30,24,17,30,[],101,-1,3.0,"['willima02', 'walkeke02', 'batumni01', 'lambje01', 'biyombi01', 'bridgmi02', 'monkma01', 'hernawi01', 'parketo01', 'kiddgmi01', 'bacondw01', 'grahade01', 'kaminfr01']","[23, 25]",1,24,29,18,21,[],92,-9,1.0,"['vonleno01', 'knoxke01', 'hardati02', 'burketr01', 'thomala01', 'hezonma01', 'trieral01', 'allenka01', 'dotsoda01', 'robinmi01', 'kanteen01', 'leeco01']","[10, 38]",1,conference,928350767.0,400122840.0,71411597.46153846,33343570.0,48,48,2019-01-28 19:00:00,2019-01-28 21:00:00
201901280IND,GSW,IND,GSW,"Bankers Life Fieldhouse, Indianapolis, Indiana",22,26,31,21,[],100,-1,2.0,"['sumneed01', 'bogdabo02', 'turnemy01', 'youngth01', 'collida01', 'holidaa01', 'josepco01', 'sabondo01', 'mcderdo01', 'leaftj01', 'oquinky01', 'reedda01', 'johnsal02']","[32, 16]",0,40,29,32,31,[],132,0,2.0,"['thompkl01', 'duranke01', 'curryst01', 'couside01', 'belljo01', 'iguodan01', 'cookqu01', 'looneke01', 'livinsh01', 'mckinal01', 'derrima01', 'leeda03']","[35, 14]",0,none,547337760.0,1132675243.0,42102904.615384616,94389603.58333331,48,49,2019-01-28 19:00:00,2019-01-28 21:00:00
201901280LAC,ATL,LAC,ATL,"STAPLES Center, Los Angeles, California",25,36,22,35,[],118,3,1.0,"['beverpa01', 'harrito02', 'bradlav01', 'gilgesh01', 'gortama01', 'harremo01', 'willilo02', 'robinje01', 'scottmi01', 'thornsi01', 'wallaty01', 'marjabo01', 'motlejo01']","[28, 22]",1,32,31,31,29,[],123,-1,2.0,"['youngtr01', 'collijo01', 'huertke01', 'bembrde01', 'dedmode01', 'princta02', 'linje01', 'lenal01', 'spellom01', 'cartevi01', 'dorsety01', 'anderju01', 'hamilda02']","[15, 33]",0,none,614123418.0,450821856.0,47240262.92307692,34678604.307692304,50,48,2019-01-28 22:30:00,2019-01-29 00:30:00
201901280MEM,DEN,MEM,DEN,"FedEx Forum, Memphis, Tennessee",30,30,17,15,[],92,1,2.0,"['holidju01', 'gasolma01', 'conlemi01', 'anderky01', 'jacksja02', 'noahjo01', 'cabocbr01', 'macksh01', 'rabbiv01', 'greenja01', 'washbju01', 'carteje01']","[20, 30]",1,16,25,19,35,[],95,2,2.0,"['bartowi01', 'jokicni01', 'harriga01', 'millspa01', 'craigto01', 'morrimo01', 'beaslma01', 'plumlma01', 'lylestr01', 'hernaju01', 'goodwbr01', 'lydonty01']","[33, 15]",1,conference,739689798.0,633529856.0,61640816.5,52794154.66666666,50,48,2019-01-28 20:00:00,2019-01-28 22:00:00
201901290BRK,BRK,BRK,CHI,"Barclays Center, Brooklyn, New York",20,30,33,39,[],122,-1,1.0,"['russeda01', 'harrijo01', 'allenja01', 'grahatr01', 'kurucro01', 'carrode01', 'napiesh01', 'holliro01', 'davised01', 'pinsoth01', 'creekmi01']","[27, 24]",2,19,35,25,38,[],117,-3,2.0,"['lavinza01', 'dunnkr01', 'markkla01', 'seldewa01', 'lopezro01', 'harrish01', 'portibo01', 'parkeja01', 'arcidry01', 'blakean01', 'alkinra01', 'sampsbr01', 'feliccr01']","[11, 39]",0,conference,352338380.0,386242303.0,32030761.818181816,29710946.384615384,51,50,2019-01-29 19:30:00,2019-01-29 21:30:00
201901290CLE,CLE,CLE,WAS,"Quicken Loans Arena, Cleveland, Ohio",26,27,35,28,[],116,1,2.0,"['osmande01', 'burksal01', 'sextoco01', 'hoodro01', 'zizican01', 'clarkjo01', 'nancela02', 'dellama01', 'adelde01', 'fryech01', 'simmoko01']","[10, 41]",1,24,23,22,44,[],113,-1,2.0,"['bealbr01', 'satorto01', 'arizatr01', 'greenje02', 'bryanth01', 'porteot01', 'mahinia01', 'dekkesa01', 'paytoga02', 'browntr01', 'randlch01', 'mcraejo01']","[21, 28]",1,conference,375839088.0,685797560.0,34167189.81818182,57149796.66666666,51,49,2019-01-29 19:00:00,2019-01-29 21:00:00
201901290DET,MIL,DET,MIL,"Little Caesars Arena, Detroit, Michigan",22,27,28,28,[],105,-1,4.0,"['griffbl01', 'jacksre01', 'drumman01', 'gallola01', 'robingl02', 'johnsst04', 'kennalu01', 'brownbr01', 'pachuza01', 'thomakh01', 'caldejo01', 'lucaska01', 'leuerjo01']","[21, 27]",0,30,32,27,26,[],115,-1,2.0,"['antetgi01', 'middlkh01', 'lopezbr01', 'bledser01', 'snellto01', 'hillge01', 'connapa01', 'wilsodj01', 'ilyaser01', 'smithja02', 'makerth01', 'brownst02']","[35, 13]",3,division,788211959.0,910081826.0,60631689.15384615,75840152.16666667,48,48,2019-01-29 19:00:00,2019-01-29 21:00:00
201901290HOU,NOP,HOU,NOP,"Toyota Center, Houston, Texas",35,31,25,25,[],116,3,2.0,"['hardeja01', 'tuckepj01', 'gordoer01', 'farieke01', 'paulch01', 'riverau01', 'ennisja01', 'greenge01', 'hilarne01', 'clarkga01', 'knighbr03', 'chrisma01']","[29, 20]",1,28,31,35,27,[],121,-3,3.0,"['milleda01', 'holidjr01', 'okafoja01', 'jacksfr01', 'hillso01', 'willike04', 'fraziti01', 'clarkia01', 'diallch01', 'johnswe01', 'mooreet01', 'paytoel01', 'mirotni01']","[22, 28]",1,division,1203973267.0,461447373.0,100331105.58333331,35495951.76923077,49,50,2019-01-29 20:00:00,2019-01-29 22:00:00
201901290LAL,PHI,LAL,PHI,"STAPLES Center, Los Angeles, California",20,33,28,24,[],105,1,2.0,"['ingrabr01', 'rondora01', 'caldwke01', 'zubaciv01', 'beaslmi01', 'hartjo01', 'mykhasv01', 'mcgeeja01', 'stephla01', 'chandty01', 'carusal01', 'wagnemo01', 'kuzmaky01']","[26, 24]",0,39,25,32,25,[],121,-1,3.0,"['simmobe01', 'embiijo01', 'redicjj01', 'butleji01', 'chandwi01', 'muscami01', 'breweco01', 'shamela01', 'mccontj01', 'korkmfu01', 'johnsam01']","[32, 18]",0,none,706687767.0,790061883.0,54360597.461538464,71823807.54545455,50,50,2019-01-29 22:30:00,2019-01-30 00:30:00
201901290ORL,OKC,ORL,OKC,"Amway Center, Orlando, Florida",35,28,31,23,[],117,-3,2.0,"['gordoaa01', 'vucevni01', 'augusdj01', 'fournev01', 'isaacjo01', 'rosste01', 'simmojo02', 'grantje02', 'bambamo01', 'iwundwe01', 'martija01', 'birchkh01', 'briscis01']","[20, 30]",0,32,37,22,35,[],126,5,2.0,"['grantje01', 'georgpa01', 'westbru01', 'noelne01', 'diallha01', 'schrode01', 'pattepa01', 'naderab01', 'abrinal01', 'luwawti01', 'adamsst01', 'feltora01']","[31, 18]",0,none,598470324.0,954600506.0,46036178.76923077,79550042.16666667,50,49,2019-01-29 19:00:00,2019-01-29 21:00:00
201901290SAS,SAS,SAS,PHO,"AT&T Center, San Antonio, Texas",33,37,26,30,[],126,2,2.0,"['aldrila01', 'bertada01', 'gayru01', 'forbebr01', 'whitede01', 'millspa02', 'belinma01', 'poeltja01', 'cunnida01', 'walkelo01', 'gasolpa01', 'pondequ01', 'metuch01']","[29, 22]",2,33,34,24,33,[],124,-8,2.0,"['bookede01', 'bridgmi01', 'jacksjo02', 'holmeri01', 'okoboel01', 'oubreke01', 'crawfja01', 'terryem01', 'danietr01', 'bendedr01', 'evansja01', 'anderry01']","[11, 41]",1,conference,903483922.0,494486836.0,69498763.23076923,41207236.333333336,51,52,2019-01-29 20:30:00,2019-01-29 22:30:00
201901300BOS,BOS,BOS,CHO,"TD Garden, Boston, Massachusetts",35,28,35,28,[],126,1,2.0,"['smartma01', 'tatumja01', 'roziete01', 'morrima03', 'horfoal01', 'brownja02', 'haywago01', 'wanambr01', 'theisda01', 'baynear01', 'ojelese01', 'yabusgu01']","[31, 19]",1,28,31,16,19,[],94,1,2.0,"['willima02', 'batumni01', 'walkeke02', 'lambje01', 'biyombi01', 'monkma01', 'bridgmi02', 'grahade01', 'kiddgmi01', 'bacondw01', 'kaminfr01', 'hernawi01', 'chealjo01']","[24, 25]",1,conference,865504726.0,760231663.0,72125393.83333333,58479358.692307696,50,49,2019-01-30 19:30:00,2019-01-30 21:30:00
201901300MIA,CHI,MIA,CHI,"AmericanAirlines Arena, Miami, Florida",21,27,20,21,[],89,2,3.0,"['richajo01', 'winslju01', 'ellinwa01', 'johnsja01', 'whiteha01', 'adebaba01', 'johnsty01', 'olynyke01', 'waitedi01', 'hasleud01', 'wadedw01', 'mcgruro01']","[24, 24]",2,31,19,28,27,[],105,-4,1.0,"['seldewa01', 'dunnkr01', 'arcidry01', 'markkla01', 'lopezro01', 'portibo01', 'harrish01', 'parkeja01', 'sampsbr01', 'blakean01', 'lavinza01', 'alkinra01', 'feliccr01']","[11, 40]",0,conference,832992930.0,386242303.0,69416077.5,29710946.384615384,48,51,2019-01-30 19:30:00,2019-01-30 21:30:00
201901300MIN,MIN,MIN,MEM,"Target Center, Minneapolis, Minnesota",24,20,27,22,[],99,-2,3.0,"['bayleje01', 'wiggian01', 'gibsota01', 'townska01', 'okogijo01', 'tollian01', 'dienggo01', 'denglu01', 'saricda01', 'canaais01', 'rosede01', 'teaguje01', 'bateske01']","[24, 26]",0,16,28,25,24,[],97,-1,2.0,"['gasolma01', 'conlemi01', 'anderky01', 'holidju01', 'jacksja02', 'cabocbr01', 'rabbiv01', 'macksh01', 'noahjo01', 'carteje01', 'greenja01', 'washbju01', 'templga01']","[20, 31]",1,conference,960639793.0,781874899.0,73895368.6923077,60144223.0,50,51,2019-01-30 20:00:00,2019-01-30 22:00:00
