,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603230DEN,DEN,DEN,PHI,9:00p,"Pepsi Center, Denver, Colorado",24,29,22,29,[],104,-1,2.0,"['mudiaem01', 'harriga01', 'arthuda01', 'jokicni01', 'sampsja02', 'augusdj01', 'bartowi01', 'nurkiju01', 'toupaax01', 'lauvejo01', 'nelsoja01', 'millemi01', 'farieke01']","[29, 42]",1,35,10,28,30,[],103,-6,2.0,"['thompho01', 'grantje01', 'smithis01', 'canaais01', 'landrca01', 'covinro01', 'stausni01', 'mccontj01', 'holmeri01', 'weemsso01', 'brandel01', 'noelne01', 'marshke01']","[9, 62]",0,none,673225229,500708550,51786556.07692308,38516042.307692304
201603230DET,DET,DET,ORL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",32,34,30,22,[],118,3,2.0,"['morrima03', 'drumman01', 'harrito02', 'jacksre01', 'hillida01', 'johnsst04', 'blakest01', 'tollian01', 'baynear01', 'meeksjo01', 'dinwisp01', 'brownlo01', 'anthojo01']","[37, 34]",1,21,36,30,15,[],102,-4,2.0,"['oladivi01', 'fournev01', 'gordoaa01', 'dedmode01', 'jennibr01', 'paytoel01', 'ilyaser01', 'hezonma01', 'smithja02', 'nichoan01', 'marblde01', 'napiesh01', 'watsocj01']","[29, 41]",0,conference,720089485,611106755,55391498.84615385,47008211.92307692
201603230GSW,GSW,GSW,LAC,10:30p,"Oracle Arena, Oakland, California",23,28,30,33,[],114,1,2.0,"['curryst01', 'greendr01', 'barneha02', 'thompkl01', 'bogutan01', 'livinsh01', 'rushbr01', 'barbole01', 'speigma01', 'mcadoja01', 'varejan01', 'looneke01', 'clarkia01']","[63, 7]",3,28,21,23,26,[],98,-2,3.0,"['jordade01', 'paulch01', 'redicjj01', 'piercpa01', 'mbahalu01', 'crawfja01', 'greenje02', 'riverau01', 'johnswe01', 'aldrico01', 'prigipa01', 'pendeje02']","[43, 26]",0,division,1107051801,1171522008,85157830.84615384,97626834.0
201603230HOU,UTA,HOU,UTA,8:00p,"Toyota Center, Houston, Texas",25,24,17,21,[],87,-2,1.0,"['hardeja01', 'arizatr01', 'howardw01', 'beverpa01', 'motiedo01', 'beaslmi01', 'capelca01', 'breweco01', 'terryja01', 'mcdankj01', 'smithjo03', 'joneste01', 'goudean01']","[35, 36]",2,21,13,26,29,[],89,1,3.0,"['haywago01', 'hoodro01', 'favorde01', 'macksh01', 'goberru01', 'booketr01', 'netora01', 'inglejo01', 'lylestr01', 'johnsch04', 'witheje01', 'burketr01']","[34, 36]",1,conference,1121194615,677599382,86245739.61538461,56466615.166666664
201603230MIN,MIN,MIN,SAC,8:00p,"Target Center, Minneapolis, Minnesota",28,22,34,29,[],113,-2,2.0,"['lavinza01', 'wiggian01', 'dienggo01', 'townska01', 'rubiori01', 'jonesty01', 'smithgr02', 'princta01', 'muhamsh01', 'bjeline01', 'rudezda01', 'paynead01']","[22, 48]",2,29,19,24,32,[],104,-1,2.0,"['koufoko01', 'rondora01', 'gayru01', 'acyqu01', 'anderja01', 'collida01', 'casspom01', 'belinma01', 'caulewi01', 'mclembe01', 'curryse01', 'couside01', 'butleca01']","[27, 43]",0,conference,706070671,727946733,58839222.583333336,55995902.538461536
201603230PHO,PHO,PHO,LAL,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",16,31,36,36,[],119,-1,2.0,"['tuckepj01', 'leuerjo01', 'bookede01', 'knighbr03', 'lenal01', 'teletmi01', 'pricero01', 'jenkijo01', 'budinch01', 'willial03', 'goodwar01', 'chandty01']","[19, 51]",2,22,25,27,33,[],107,1,1.0,"['randlju01', 'russeda01', 'clarkjo01', 'bryanko01', 'hibbero01', 'bassbr01', 'willilo02', 'artesro01', 'nancela02', 'huertma01', 'youngni01', 'sacrero01', 'blackta01']","[15, 55]",1,division,602806372,961375803,50233864.333333336,73951984.84615384
201603230POR,POR,POR,DAL,10:00p,"Moda Center, Portland, Oregon",28,29,26,26,[],109,-1,3.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'harklma01', 'hendege02', 'crabbal01', 'davised01', 'roberbr01', 'vonleno01', 'kamanch01', 'connapa01', 'alexacl01']","[36, 35]",0,26,27,20,30,[],103,1,3.0,"['matthwe02', 'willide01', 'nowitdi01', 'mejrisa01', 'feltora01', 'bareajo01', 'harride01', 'leeda02', 'villach01', 'anderju01', 'poweldw01', 'pachuza01', 'mcgeeja01']","[35, 35]",2,conference,822329056,1046824695,63256081.23076923,80524976.53846154
201603230SAS,SAS,SAS,MIA,8:30p,"AT&T Center, San Antonio, Texas",26,30,32,24,[],112,-1,2.0,"['aldrila01', 'duncati01', 'leonaka01', 'parketo01', 'greenda02', 'anderky01', 'diawbo01', 'martike02', 'millspa02', 'ginobma01', 'marjabo01', 'westda01', 'millean02']","[59, 11]",1,21,26,16,25,[],88,2,1.0,"['johnsjo02', 'mcrobjo01', 'wadedw01', 'dragigo01', 'stoudam01', 'richajo01', 'whiteha01', 'winslju01', 'greenge01', 'johnsty01', 'hasleud01', 'denglu01']","[41, 29]",0,none,1542001723,1279049361,118615517.15384616,106587446.75
201603230WAS,ATL,WAS,ATL,7:00p,"Verizon Center, Washington, District of Columbia",25,31,19,26,[],101,5,2.0,"['walljo01', 'porteot01', 'gortama01', 'bealbr01', 'morrima02', 'thornma01', 'dudleja01', 'hilarne01', 'sessira01', 'templga01', 'oubreke01', 'hicksjj01', 'goodedr01']","[35, 35]",1,22,30,29,41,[],122,-1,2.0,"['millspa01', 'korveky01', 'horfoal01', 'teaguje01', 'bazemke01', 'sefolth01', 'hardati02', 'schrode01', 'scottmi01', 'humphkr01', 'muscami01', 'hinriki01']","[41, 30]",1,division,1139028578,1102784619,87617582.92307693,91898718.25
201603240BRK,BRK,BRK,CLE,7:30p,"Barclays Center, Brooklyn, New York",26,33,21,24,[],104,-3,2.0,"['lopezbr01', 'youngth01', 'larkish01', 'bogdabo02', 'karasse01', 'kilpase01', 'sloando01', 'mcculch01', 'holliro01', 'simshe01', 'brownma02', 'robinth01', 'ellinwa01']","[19, 51]",0,23,26,34,12,[],95,2,1.0,"['irvinky01', 'jamesle01', 'loveke01', 'smithjr01', 'mozgoti01', 'thomptr01', 'shumpim01', 'dellama01', 'fryech01', 'jefferi01', 'mcraejo01', 'kaunsa01', 'jonesja02']","[51, 20]",2,conference,478036639,1422015772,36772049.15384615,109385828.61538461
201603240IND,IND,IND,NOP,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",24,25,21,22,[],92,1,3.0,"['hillge01', 'turnemy01', 'ellismo01', 'mahinia01', 'georgpa01', 'milescj01', 'stuckro01', 'hilljo01', 'lawsoty01', 'hillso01', 'allenla01', 'youngjo01', 'robingl02']","[37, 33]",1,22,17,22,23,[],84,-1,2.0,"['geeal01', 'cunnida01', 'ajincal01', 'douglto01', 'asikom01', 'fraziti01', 'babbilu01', 'perkike01', 'pondequ01', 'holidjr01', 'davisan02', 'coleno01', 'anderry01']","[26, 44]",0,none,850775485,713353262,65444268.07692308,54873327.84615385
201603240LAC,LAC,LAC,POR,10:30p,"STAPLES Center, Los Angeles, California",18,28,19,31,[],96,-3,1.0,"['jordade01', 'paulch01', 'redicjj01', 'piercpa01', 'mbahalu01', 'crawfja01', 'greenje02', 'riverau01', 'aldrico01', 'johnswe01', 'prigipa01', 'pendeje02']","[43, 27]",2,21,18,26,29,[],94,1,1.0,"['mccolcj01', 'lillada01', 'harklma01', 'plumlma01', 'aminual01', 'crabbal01', 'hendege02', 'davised01', 'vonleno01', 'roberbr01', 'connapa01', 'montelu01', 'kamanch01']","[37, 35]",1,conference,1171522008,822277607,97626834.0,63252123.615384616
201603240NYK,NYK,NYK,CHI,7:30p,"Madison Square Garden (IV), New York, New York",31,22,27,26,[],106,1,1.0,"['anthoca01', 'porzikr01', 'lopezro01', 'caldejo01', 'vujacsa01', 'afflaar01', 'willide02', 'gallola01', 'grantje02', 'serapke01', 'oquinky01', 'amundlo01']","[29, 43]",2,27,18,20,29,[],94,-1,1.0,"['butleji01', 'rosede01', 'dunlemi02', 'gibsota01', 'feliccr01', 'mirotni01', 'brookaa01', 'portibo01', 'mcderdo01', 'holidju01', 'snellto01', 'mooreet01', 'gasolpa01']","[36, 34]",1,conference,753566532,1019415010,62797211.0,78416539.23076923
201603240OKC,OKC,OKC,UTA,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",26,24,31,32,[],113,5,2.0,"['duranke01', 'westbru01', 'ibakase01', 'adamsst01', 'roberan03', 'waitedi01', 'foyera01', 'kanteen01', 'payneca01', 'morroan01', 'huestjo01', 'mohamna01', 'collini01']","[49, 22]",3,23,16,21,31,[],91,2,1.0,"['hoodro01', 'macksh01', 'haywago01', 'favorde01', 'goberru01', 'lylestr01', 'netora01', 'inglejo01', 'witheje01', 'booketr01', 'johnsch04', 'burketr01']","[35, 36]",0,division,1282139142,677599382,98626087.84615384,56466615.166666664
201603250ATL,ATL,ATL,MIL,8:00p,"Philips Arena, Atlanta, Georgia",29,22,24,26,[],101,1,2.0,"['millspa01', 'teaguje01', 'horfoal01', 'korveky01', 'bazemke01', 'sefolth01', 'humphkr01', 'hardati02', 'schrode01', 'scottmi01', 'muscami01', 'hinriki01']","[42, 30]",0,21,25,25,19,[],90,-3,2.0,"['antetgi01', 'parkeja01', 'middlkh01', 'bayleje01', 'monrogr01', 'hensojo01', 'plumlmi01', 'cunnija01', 'ennisty01', 'obryajo01', 'novakst01', 'inglida01', 'cartemi01']","[30, 42]",2,conference,1102784619,657179733,91898718.25,50552287.15384615
201603250DET,DET,DET,CHO,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",36,36,26,14,[],112,4,2.0,"['caldwke01', 'morrima03', 'drumman01', 'jacksre01', 'harrito02', 'johnsst04', 'tollian01', 'blakest01', 'baynear01', 'bullore01', 'hillida01', 'dinwisp01', 'anthojo01']","[38, 34]",0,24,32,20,29,[],105,2,3.0,"['walkeke02', 'leeco01', 'batumni01', 'willima02', 'zelleco01', 'linje01', 'lambje01', 'jeffeal01', 'kaminfr01', 'hawessp01', 'danietr01', 'hansbty01', 'gutiejo01']","[41, 30]",2,conference,791123398,971311076,60855646.0,74716236.61538461
201603250GSW,GSW,GSW,DAL,10:30p,"Oracle Arena, Oakland, California",40,32,30,26,[],128,2,2.0,"['curryst01', 'greendr01', 'thompkl01', 'barneha02', 'bogutan01', 'livinsh01', 'barbole01', 'rushbr01', 'speigma01', 'varejan01', 'clarkia01', 'mcadoja01']","[64, 7]",2,33,25,31,31,[],120,-1,2.0,"['feltora01', 'matthwe02', 'bareajo01', 'leeda02', 'mejrisa01', 'pachuza01', 'anderju01', 'villach01', 'poweldw01', 'willide01', 'nowitdi01', 'mcgeeja01', 'harride01']","[35, 36]",1,conference,1087234325,1046824695,90602860.41666667,80524976.53846154
201603250HOU,HOU,HOU,TOR,8:00p,"Toyota Center, Houston, Texas",29,25,25,33,[],112,-3,2.0,"['hardeja01', 'arizatr01', 'beverpa01', 'howardw01', 'motiedo01', 'beaslmi01', 'terryja01', 'breweco01', 'capelca01', 'smithjo03', 'mcdankj01', 'joneste01', 'goudean01']","[35, 37]",1,21,37,20,31,[],109,-1,2.0,"['lowryky01', 'powelno01', 'derozde01', 'valanjo01', 'scolalu01', 'josepco01', 'pattepa01', 'biyombi01', 'johnsja01', 'wrighde01', 'thompja02', 'noguelu01', 'cabocbr01']","[48, 22]",0,none,1121194615,1008287806,86245739.61538461,77560600.46153846
201603250LAL,DEN,LAL,DEN,10:30p,"STAPLES Center, Los Angeles, California",31,15,31,28,[],105,-1,2.0,"['clarkjo01', 'randlju01', 'bryanko01', 'hibbero01', 'russeda01', 'willilo02', 'bassbr01', 'nancela02', 'huertma01', 'artesro01', 'youngni01', 'sacrero01', 'blackta01']","[15, 56]",1,24,34,25,33,[],116,1,2.0,"['harriga01', 'arthuda01', 'sampsja02', 'jokicni01', 'mudiaem01', 'bartowi01', 'augusdj01', 'nurkiju01', 'lauvejo01', 'toupaax01', 'nelsoja01', 'millemi01', 'farieke01']","[30, 42]",2,conference,961375803,673225229,73951984.84615384,51786556.07692308
201603250MIA,MIA,MIA,ORL,8:00p,"AmericanAirlines Arena, Miami, Florida",28,26,31,23,[],108,-1,2.0,"['dragigo01', 'denglu01', 'johnsjo02', 'wadedw01', 'stoudam01', 'winslju01', 'richajo01', 'whiteha01', 'greenge01', 'hasleud01', 'mcrobjo01', 'johnsty01']","[41, 30]",1,31,26,12,28,[],97,-5,2.0,"['hezonma01', 'fournev01', 'gordoaa01', 'paytoel01', 'dedmode01', 'watsocj01', 'nichoan01', 'jennibr01', 'marblde01', 'smithja02', 'napiesh01', 'oladivi01', 'ilyaser01']","[29, 42]",0,division,1279049361,611106755,106587446.75,47008211.92307692
201603250SAC,SAC,SAC,PHO,10:00p,"Sleep Train Arena, Sacramento, California",25,33,31,27,[],116,-2,2.0,"['rondora01', 'couside01', 'gayru01', 'curryse01', 'acyqu01', 'casspom01', 'caulewi01', 'collida01', 'anderja01', 'belinma01', 'mclembe01', 'koufoko01', 'butleca01']","[27, 44]",1,27,21,19,27,[],94,1,2.0,"['bookede01', 'jenkijo01', 'tuckepj01', 'lenal01', 'leuerjo01', 'teletmi01', 'budinch01', 'goodwar01', 'pricero01', 'willial03', 'knighbr03', 'chandty01']","[20, 51]",1,division,727946733,602806372,55995902.538461536,50233864.333333336
201603250SAS,SAS,SAS,MEM,8:30p,"AT&T Center, San Antonio, Texas",37,27,24,22,[],110,1,2.0,"['martike02', 'parketo01', 'aldrila01', 'duncati01', 'anderky01', 'ginobma01', 'westda01', 'simmojo02', 'millean02', 'bonnema01', 'marjabo01', 'millspa02', 'greenda02']","[60, 11]",2,23,28,33,20,[],104,-1,3.0,"['anderch01', 'barnema02', 'greenja01', 'allento01', 'farmajo01', 'stephla01', 'mccalra01', 'martija01', 'cartevi01', 'holliry01', 'munfoxa02', 'randoza01', 'hairspj02']","[41, 31]",0,division,1315001331,605403147,101153948.53846154,46569472.84615385
201603250WAS,MIN,WAS,MIN,7:00p,"Verizon Center, Washington, District of Columbia",29,33,27,20,[12],129,-1,2.0,"['walljo01', 'bealbr01', 'porteot01', 'gortama01', 'morrima02', 'hilarne01', 'dudleja01', 'thornma01', 'templga01', 'sessira01', 'oubreke01', 'hicksjj01', 'goodedr01']","[35, 36]",1,27,35,23,24,[12],132,1,2.0,"['townska01', 'lavinza01', 'rubiori01', 'wiggian01', 'dienggo01', 'muhamsh01', 'smithgr02', 'princta01', 'jonesty01', 'bjeline01', 'rudezda01', 'paynead01']","[23, 48]",0,none,1139028578,706070671,87617582.92307693,58839222.583333336
201603260BRK,BRK,BRK,IND,6:00p,"Barclays Center, Brooklyn, New York",26,34,25,35,[],120,1,2.0,"['lopezbr01', 'youngth01', 'bogdabo02', 'larkish01', 'karasse01', 'kilpase01', 'sloando01', 'holliro01', 'mcculch01', 'brownma02', 'simshe01', 'robinth01', 'ellinwa01']","[20, 51]",0,29,37,27,17,[],110,2,2.0,"['georgpa01', 'ellismo01', 'hillge01', 'turnemy01', 'mahinia01', 'hilljo01', 'allenla01', 'stuckro01', 'lawsoty01', 'milescj01', 'hillso01', 'youngjo01', 'robingl02']","[38, 33]",2,conference,478036639,850775485,36772049.15384615,65444268.07692308
201603260DET,ATL,DET,ATL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",15,27,32,21,[],95,5,1.0,"['morrima03', 'harrito02', 'caldwke01', 'drumman01', 'jacksre01', 'johnsst04', 'blakest01', 'baynear01', 'tollian01', 'hillida01', 'dinwisp01', 'bullore01', 'anthojo01']","[39, 34]",1,27,29,27,29,[],112,2,1.0,"['bazemke01', 'teaguje01', 'horfoal01', 'korveky01', 'millspa01', 'schrode01', 'hardati02', 'humphkr01', 'scottmi01', 'muscami01', 'sefolth01', 'hinriki01']","[43, 30]",2,conference,791123398,1102784619,60855646.0,91898718.25
201603260MIL,CHO,MIL,CHO,8:30p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",17,21,26,27,[],91,-4,1.0,"['parkeja01', 'antetgi01', 'middlkh01', 'monrogr01', 'bayleje01', 'ennisty01', 'hensojo01', 'vaughra01', 'plumlmi01', 'obryajo01', 'inglida01', 'vasqugr01']","[30, 43]",1,29,26,35,25,[],115,-1,1.0,"['batumni01', 'leeco01', 'willima02', 'walkeke02', 'zelleco01', 'linje01', 'jeffeal01', 'kaminfr01', 'lambje01', 'hawessp01', 'danietr01', 'hansbty01', 'gutiejo01']","[41, 31]",2,conference,637697531,971311076,53141460.916666664,74716236.61538461
201603260MIN,UTA,MIN,UTA,8:00p,"Target Center, Minneapolis, Minnesota",10,24,25,25,[],84,2,1.0,"['lavinza01', 'townska01', 'wiggian01', 'rubiori01', 'dienggo01', 'smithgr02', 'jonesty01', 'muhamsh01', 'bjeline01', 'princta01', 'rudezda01', 'paynead01']","[24, 48]",1,18,17,25,33,[],93,-1,2.0,"['haywago01', 'macksh01', 'favorde01', 'hoodro01', 'goberru01', 'lylestr01', 'inglejo01', 'netora01', 'booketr01', 'johnsch04', 'witheje01', 'burketr01']","[35, 37]",1,division,706070671,677599382,58839222.583333336,56466615.166666664
201603260NOP,TOR,NOP,TOR,7:00p,"Smoothie King Center, New Orleans, Louisiana",15,21,25,30,[],91,-2,2.0,"['geeal01', 'cunnida01', 'asikom01', 'douglto01', 'ajincal01', 'fraziti01', 'babbilu01', 'hamiljo02', 'perkike01', 'holidjr01', 'davisan02', 'coleno01', 'anderry01']","[26, 45]",0,20,28,37,30,[],115,-2,1.0,"['powelno01', 'derozde01', 'lowryky01', 'valanjo01', 'scolalu01', 'josepco01', 'johnsja01', 'pattepa01', 'biyombi01', 'thompja02', 'wrighde01', 'noguelu01', 'cabocbr01']","[48, 23]",1,none,717020281,1008287806,55155406.23076923,77560600.46153846
201603260NYK,CLE,NYK,CLE,7:30p,"Madison Square Garden (IV), New York, New York",15,17,40,21,[],93,2,2.0,"['porzikr01', 'anthoca01', 'lopezro01', 'vujacsa01', 'caldejo01', 'afflaar01', 'willide02', 'gallola01', 'grantje02', 'amundlo01', 'serapke01', 'oquinky01']","[30, 43]",0,32,24,33,18,[],107,-1,2.0,"['jamesle01', 'loveke01', 'smithjr01', 'dellama01', 'mozgoti01', 'thomptr01', 'shumpim01', 'fryech01', 'willima01', 'jefferi01', 'kaunsa01', 'mcraejo01', 'jonesja02']","[51, 21]",3,conference,753566532,1294804946,62797211.0,99600380.46153846
201603260OKC,OKC,OKC,SAS,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",24,24,35,28,[],111,6,2.0,"['ibakase01', 'westbru01', 'duranke01', 'roberan03', 'adamsst01', 'foyera01', 'kanteen01', 'waitedi01', 'payneca01', 'singlky01', 'morroan01', 'mohamna01', 'collini01']","[50, 22]",1,26,18,19,29,[],92,2,1.0,"['millspa02', 'anderky01', 'marjabo01', 'diawbo01', 'greenda02', 'simmojo02', 'westda01', 'millean02', 'martike02', 'bonnema01', 'parketo01', 'leonaka01', 'aldrila01']","[61, 11]",1,conference,1299971840,1211437266,99997833.84615384,93187482.0
201603260ORL,ORL,ORL,CHI,7:00p,"Amway Center, Orlando, Florida",36,32,21,22,[],111,-6,1.0,"['paytoel01', 'gordoaa01', 'fournev01', 'dedmode01', 'hezonma01', 'watsocj01', 'smithja02', 'marblde01', 'nichoan01', 'jennibr01', 'napiesh01', 'oladivi01', 'ilyaser01']","[29, 43]",1,22,28,21,18,[],89,-2,2.0,"['butleji01', 'rosede01', 'gibsota01', 'gasolpa01', 'dunlemi02', 'mcderdo01', 'mirotni01', 'portibo01', 'holidju01', 'brookaa01', 'feliccr01', 'snellto01', 'mooreet01']","[36, 35]",1,conference,611106755,1019415010,47008211.92307692,78416539.23076923
201603260PHO,BOS,PHO,BOS,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",22,19,34,24,[],99,-1,1.0,"['knighbr03', 'tuckepj01', 'bookede01', 'lenal01', 'jenkijo01', 'teletmi01', 'pricero01', 'budinch01', 'goodwar01', 'willial03', 'leuerjo01', 'chandty01']","[20, 52]",0,35,23,23,21,[],102,3,3.0,"['turneev01', 'thomais02', 'bradlav01', 'johnsam01', 'sullija01', 'smartma01', 'jerebjo01', 'olynyke01', 'roziete01', 'zellety01', 'youngja01', 'mickejo01', 'hunterj01']","[42, 30]",1,none,602806372,554927873,50233864.333333336,42686759.461538464
201603260POR,POR,POR,PHI,10:00p,"Moda Center, Portland, Oregon",31,26,29,22,[],108,-1,2.0,"['lillada01', 'aminual01', 'mccolcj01', 'harklma01', 'plumlma01', 'davised01', 'crabbal01', 'hendege02', 'vonleno01', 'roberbr01', 'montelu01', 'kamanch01', 'connapa01']","[37, 36]",0,27,22,25,31,[],105,-7,3.0,"['smithis01', 'thompho01', 'grantje01', 'canaais01', 'landrca01', 'covinro01', 'stausni01', 'mccontj01', 'marshke01', 'brandel01', 'holmeri01', 'weemsso01', 'noelne01']","[9, 63]",1,none,822277607,500708550,63252123.615384616,38516042.307692304
201603270GSW,GSW,GSW,PHI,8:00p,"Oracle Arena, Oakland, California",32,39,25,21,[],117,3,2.0,"['thompkl01', 'greendr01', 'curryst01', 'barneha02', 'bogutan01', 'barbole01', 'clarkia01', 'speigma01', 'rushbr01', 'mcadoja01', 'varejan01', 'livinsh01']","[65, 7]",1,31,24,24,26,[],105,-8,1.0,"['smithis01', 'thompho01', 'canaais01', 'landrca01', 'grantje01', 'covinro01', 'stausni01', 'mccontj01', 'brandel01', 'marshke01', 'woodch01', 'noelne01', 'holmeri01']","[9, 64]",0,none,1087234325,526896551,90602860.41666667,40530503.92307692
201603270IND,IND,IND,HOU,6:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",30,27,24,23,[],104,-1,1.0,"['georgpa01', 'ellismo01', 'mahinia01', 'hillge01', 'turnemy01', 'allenla01', 'hillso01', 'milescj01', 'lawsoty01', 'stuckro01', 'hilljo01', 'youngjo01', 'robingl02']","[38, 34]",0,24,23,32,22,[],101,1,2.0,"['hardeja01', 'arizatr01', 'howardw01', 'beverpa01', 'motiedo01', 'breweco01', 'beaslmi01', 'capelca01', 'mcdankj01', 'terryja01', 'smithjo03', 'joneste01', 'goudean01']","[36, 37]",1,none,850775485,1121194615,65444268.07692308,86245739.61538461
201603270LAC,LAC,LAC,DEN,3:30p,"STAPLES Center, Los Angeles, California",31,21,25,28,[],105,1,3.0,"['jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'piercpa01', 'greenje02', 'johnswe01', 'riverau01', 'crawfja01', 'aldrico01', 'prigipa01', 'pendeje02', 'griffbl01']","[44, 27]",1,26,22,12,30,[],90,2,2.0,"['harriga01', 'arthuda01', 'mudiaem01', 'jokicni01', 'sampsja02', 'augusdj01', 'bartowi01', 'toupaax01', 'nurkiju01', 'lauvejo01', 'nelsoja01', 'millemi01', 'farieke01']","[31, 42]",1,conference,1429890576,673225229,109991582.76923077,51786556.07692308
201603270LAL,WAS,LAL,WAS,9:30p,"STAPLES Center, Los Angeles, California",27,17,15,29,[],88,-2,2.0,"['russeda01', 'clarkjo01', 'randlju01', 'bryanko01', 'hibbero01', 'nancela02', 'willilo02', 'bassbr01', 'kellyry01', 'huertma01', 'blackta01', 'artesro01', 'sacrero01']","[15, 57]",1,24,26,27,24,[],101,-2,2.0,"['gortama01', 'walljo01', 'porteot01', 'hilarne01', 'bealbr01', 'sessira01', 'hicksjj01', 'templga01', 'dudleja01', 'thornma01', 'eddieja01', 'oubreke01', 'goodedr01']","[35, 37]",0,none,926655582,1090190880,71281198.61538461,83860836.92307693
201603270SAC,SAC,SAC,DAL,6:00p,"Sleep Train Arena, Sacramento, California",25,38,39,31,[],133,1,2.0,"['rondora01', 'couside01', 'gayru01', 'curryse01', 'acyqu01', 'caulewi01', 'collida01', 'casspom01', 'mclembe01', 'koufoko01', 'anderja01', 'butleca01', 'belinma01']","[28, 44]",2,20,26,33,32,[],111,-2,2.0,"['feltora01', 'matthwe02', 'nowitdi01', 'bareajo01', 'mejrisa01', 'anderju01', 'harride01', 'poweldw01', 'leeda02', 'pachuza01', 'mcgeeja01', 'villach01', 'willide01']","[35, 37]",1,conference,727946733,1046824695,55995902.538461536,80524976.53846154
201603280CHI,ATL,CHI,ATL,8:00p,"United Center, Chicago, Illinois",31,14,26,29,[],100,-3,2.0,"['butleji01', 'gasolpa01', 'rosede01', 'gibsota01', 'dunlemi02', 'brookaa01', 'mcderdo01', 'mirotni01', 'portibo01', 'holidju01', 'snellto01', 'mooreet01', 'feliccr01']","[36, 36]",0,22,30,28,22,[],102,3,2.0,"['millspa01', 'horfoal01', 'teaguje01', 'korveky01', 'bazemke01', 'sefolth01', 'hardati02', 'schrode01', 'humphkr01', 'scottmi01', 'muscami01', 'hinriki01']","[44, 30]",3,conference,1019415010,1102784619,78416539.23076923,91898718.25
201603280DEN,DAL,DEN,DAL,9:00p,"Pepsi Center, Denver, Colorado",24,22,20,22,[],88,-1,1.0,"['mudiaem01', 'harriga01', 'jokicni01', 'farieke01', 'sampsja02', 'bartowi01', 'arthuda01', 'lauvejo01', 'augusdj01', 'nelsoja01', 'toupaax01', 'millemi01']","[31, 43]",1,28,22,22,25,[],97,-3,1.0,"['matthwe02', 'nowitdi01', 'feltora01', 'poweldw01', 'anderju01', 'pachuza01', 'harride01', 'bareajo01', 'leeda02', 'willide01', 'villach01', 'mcgeeja01', 'mejrisa01']","[35, 38]",2,conference,616751924,1046824695,51395993.666666664,80524976.53846154
201603280LAC,LAC,LAC,BOS,10:30p,"STAPLES Center, Los Angeles, California",30,37,25,22,[],114,2,1.0,"['jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'piercpa01', 'riverau01', 'crawfja01', 'greenje02', 'johnswe01', 'aldrico01', 'prigipa01', 'pendeje02', 'wilcocj01']","[45, 27]",0,24,26,20,20,[],90,4,2.0,"['turneev01', 'bradlav01', 'thomais02', 'sullija01', 'johnsam01', 'smartma01', 'olynyke01', 'roziete01', 'zellety01', 'jerebjo01', 'mickejo01', 'hunterj01', 'youngja01']","[43, 30]",1,none,1175001128,554927873,90384702.15384616,42686759.461538464
