,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511010CHO,ATL,CHO,ATL,2:00p,"Time Warner Cable Arena, Charlotte, North Carolina",18,21,37,16,[],92,-2,2.0,"['batumni01', 'willima02', 'walkeke02', 'jeffeal01', 'hairspj02', 'zelleco01', 'linje01', 'hawessp01', 'lambje01', 'kaminfr01', 'danietr01', 'hansbty01', 'roberbr01']","[0, 2]",0,28,18,24,24,[],94,2,2.0,"['millspa01', 'horfoal01', 'teaguje01', 'korveky01', 'bazemke01', 'schrode01', 'sefolth01', 'splitti01', 'scottmi01', 'pattela01', 'muscami01', 'macksh01', 'holidju01']","[2, 1]",1,division,905784864,964801050,69675758.76923077,74215465.38461539
201511010LAL,DAL,LAL,DAL,9:30p,"STAPLES Center, Los Angeles, California",21,24,19,29,[],93,-2,2.0,"['randlju01', 'bryanko01', 'clarkjo01', 'russeda01', 'hibbero01', 'willilo02', 'bassbr01', 'youngni01', 'kellyry01', 'huertma01', 'artesro01', 'brownan02', 'blackta01']","[0, 2]",0,32,22,27,22,[],103,-1,3.0,"['willide01', 'nowitdi01', 'pachuza01', 'matthwe02', 'parsoch01', 'feltora01', 'poweldw01', 'bareajo01', 'harride01', 'villach01', 'evansje01', 'jenkijo01', 'mejrisa01']","[1, 1]",0,conference,922999196,1015474837,70999938.15384616,78113449.0
201511010MIA,MIA,MIA,HOU,6:00p,"AmericanAirlines Arena, Miami, Florida",30,14,31,34,[],109,-1,2.0,"['whiteha01', 'wadedw01', 'denglu01', 'boshch01', 'dragigo01', 'winslju01', 'chalmma01', 'johnsty01', 'greenge01', 'mcrobjo01', 'ennisja01', 'hasleud01', 'stoudam01']","[1, 1]",0,35,28,12,14,[],89,-2,2.0,"['arizatr01', 'hardeja01', 'lawsoty01', 'thornma01', 'capelca01', 'harremo01', 'breweco01', 'beverpa01', 'hayesch01', 'terryja01', 'dekkesa01', 'mcdankj01', 'howardw01']","[0, 2]",0,none,1295324532,1094210278,99640348.61538461,84170021.38461539
201511010OKC,OKC,OKC,DEN,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",29,29,37,22,[],117,2,2.0,"['ibakase01', 'duranke01', 'westbru01', 'adamsst01', 'roberan03', 'waitedi01', 'singlky01', 'augusdj01', 'kanteen01', 'morroan01', 'collini01', 'mcgarmi01', 'payneca01']","[2, 0]",0,22,28,20,23,[],93,-1,2.0,"['gallida01', 'mudiaem01', 'harriga01', 'lauvejo01', 'farieke01', 'nelsoja01', 'jokicni01', 'bartowi01', 'arthuda01', 'foyera01', 'greener01', 'hicksjj01', 'millemi01']","[1, 1]",0,division,1268897035,786917468,97607464.23076923,60532112.92307692
201511010TOR,TOR,TOR,MIL,6:00p,"Air Canada Centre, Toronto, Canada",24,31,26,25,[],106,2,2.0,"['derozde01', 'carrode01', 'lowryky01', 'valanjo01', 'scolalu01', 'pattepa01', 'rosste01', 'biyombi01', 'josepco01', 'bennean01', 'johnsja01', 'powelno01', 'wrighde01']","[2, 0]",0,19,22,30,16,[],87,-2,2.0,"['antetgi01', 'cartemi01', 'middlkh01', 'monrogr01', 'obryajo01', 'vasqugr01', 'bayleje01', 'copelch01', 'plumlmi01', 'inglida01', 'vaughra01', 'hensojo01', 'mayooj01']","[0, 2]",0,conference,1132685053,651085781,87129619.46153846,50083521.615384616
201511020BRK,MIL,BRK,MIL,7:30p,"Barclays Center, Brooklyn, New York",33,15,32,16,[],96,-3,2.0,"['johnsjo02', 'jackja01', 'lopezbr01', 'brownma02', 'youngth01', 'bogdabo02', 'larkish01', 'bargnan01', 'robinth01', 'ellinwa01', 'holliro01', 'sloando01', 'karasse01']","[0, 3]",0,33,26,21,23,[],103,-3,1.0,"['bayleje01', 'antetgi01', 'monrogr01', 'middlkh01', 'cartemi01', 'vasqugr01', 'obryajo01', 'plumlmi01', 'copelch01', 'vaughra01', 'parkeja01', 'inglida01', 'ennisty01']","[0, 3]",0,conference,808336065,614516155,62179697.307692304,47270473.461538464
201511020GSW,GSW,GSW,MEM,10:30p,"Oracle Arena, Oakland, California",21,32,40,26,[],119,3,2.0,"['curryst01', 'greendr01', 'thompkl01', 'ezelife01', 'barneha02', 'iguodan01', 'speigma01', 'mcadoja01', 'barbole01', 'rushbr01', 'clarkia01', 'livinsh01', 'thompja02']","[3, 0]",0,22,12,15,20,[],69,2,2.0,"['conlemi01', 'gasolma01', 'leeco01', 'randoza01', 'allento01', 'barnema02', 'greenja01', 'wrighbr03', 'greenje02', 'cartevi01', 'udrihbe01', 'adamsjo01', 'smithru01']","[2, 1]",0,conference,1121756802,1146014580,86288984.76923077,88154967.6923077
201511020HOU,HOU,HOU,OKC,8:00p,"Toyota Center, Houston, Texas",21,33,28,28,[],110,-3,1.0,"['hardeja01', 'thornma01', 'lawsoty01', 'arizatr01', 'howardw01', 'breweco01', 'beverpa01', 'capelca01', 'harremo01', 'mcdankj01', 'terryja01', 'hayesch01', 'dekkesa01']","[0, 3]",0,26,39,14,26,[],105,3,1.0,"['duranke01', 'ibakase01', 'westbru01', 'roberan03', 'adamsst01', 'waitedi01', 'kanteen01', 'augusdj01', 'singlky01', 'morroan01', 'payneca01', 'mcgarmi01', 'collini01']","[3, 0]",0,conference,1094210278,1268897035,84170021.38461539,97607464.23076923
201511020LAC,LAC,LAC,PHO,10:30p,"STAPLES Center, Los Angeles, California",22,26,27,27,[],102,3,2.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'stephla01', 'crawfja01', 'piercpa01', 'riverau01', 'smithjo03', 'johnswe01', 'mbahalu01', 'prigipa01', 'aldrico01']","[3, 0]",0,23,16,33,24,[],96,2,2.0,"['knighbr03', 'morrima02', 'chandty01', 'bledser01', 'tuckepj01', 'warretj01', 'pricero01', 'leuerjo01', 'weemsso01', 'lenal01', 'teletmi01', 'goodwar01', 'jeffeco01']","[2, 1]",0,division,1501714250,712260434,115516480.76923077,54789264.15384615
201511020MIN,POR,MIN,POR,8:00p,"Target Center, Minneapolis, Minnesota",34,19,27,21,[],101,2,3.0,"['rubiori01', 'townska01', 'wiggian01', 'princta01', 'garneke01', 'martike02', 'bjeline01', 'dienggo01', 'muhamsh01', 'lavinza01', 'rudezda01', 'paynead01', 'millean02']","[2, 0]",0,21,32,30,23,[],106,-2,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'leoname01', 'crabbal01', 'davised01', 'vonleno01', 'harklma01', 'connapa01', 'fraziti01', 'kamanch01', 'montelu01']","[1, 2]",0,division,1197807854,846916212,92139065.6923077,65147400.92307692
201511020NYK,SAS,NYK,SAS,7:30p,"Madison Square Garden (IV), New York, New York",21,14,30,19,[],84,1,2.0,"['anthoca01', 'lopezro01', 'porzikr01', 'caldejo01', 'vujacsa01', 'gallola01', 'grantje02', 'oquinky01', 'thomala01', 'willide02', 'serapke01', 'earlycl01', 'afflaar01']","[2, 1]",0,18,29,23,24,[],94,2,1.0,"['leonaka01', 'duncati01', 'aldrila01', 'parketo01', 'greenda02', 'millspa02', 'diawbo01', 'ginobma01', 'westda01', 'anderky01', 'marjabo01', 'butlera01', 'mccalra01']","[2, 1]",0,none,767311281,1386901966,59023944.692307696,106684766.61538461
201511020PHI,CLE,PHI,CLE,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",32,22,18,28,[],100,-2,3.0,"['noelne01', 'canaais01', 'stausni01', 'okafoja01', 'covinro01', 'thompho01', 'mccontj01', 'grantje01', 'holmeri01', 'woodch01', 'sampsja02', 'marshke01']","[0, 2]",0,18,31,33,25,[],107,2,3.0,"['jamesle01', 'loveke01', 'willima01', 'mozgoti01', 'smithjr01', 'dellama01', 'thomptr01', 'jefferi01', 'cunnija01', 'jonesja02', 'harrijo01', 'varejan01', 'kaunsa01']","[2, 1]",0,conference,295991731,1315128624,24665977.583333332,101163740.3076923
201511030CHO,CHO,CHO,CHI,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",37,32,31,30,[],130,-3,2.0,"['batumni01', 'walkeke02', 'willima02', 'jeffeal01', 'hairspj02', 'lambje01', 'kaminfr01', 'hawessp01', 'linje01', 'zelleco01', 'hansbty01', 'danietr01', 'roberbr01']","[0, 3]",0,20,27,30,28,[],105,1,2.0,"['butleji01', 'snellto01', 'mirotni01', 'rosede01', 'gasolpa01', 'mcderdo01', 'noahjo01', 'brookaa01', 'gibsota01', 'mooreet01', 'portibo01', 'bairsca01', 'feliccr01']","[3, 1]",0,conference,905784864,1052751902,69675758.76923077,80980915.53846154
201511030DAL,TOR,DAL,TOR,8:30p,"American Airlines Center, Dallas, Texas",25,26,22,18,[],91,1,2.0,"['willide01', 'nowitdi01', 'pachuza01', 'matthwe02', 'parsoch01', 'poweldw01', 'harride01', 'bareajo01', 'feltora01', 'villach01', 'anderju01', 'mejrisa01', 'evansje01']","[2, 1]",0,31,18,25,28,[],102,3,2.0,"['lowryky01', 'valanjo01', 'carrode01', 'scolalu01', 'derozde01', 'rosste01', 'josepco01', 'pattepa01', 'biyombi01', 'powelno01', 'wrighde01', 'johnsja01', 'bennean01']","[3, 0]",0,none,1017486524,1132685053,78268194.15384616,87129619.46153846
201511030DET,IND,DET,IND,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",30,17,20,15,[],82,3,4.0,"['drumman01', 'caldwke01', 'morrima03', 'ilyaser01', 'jacksre01', 'tollian01', 'johnsst04', 'dinwisp01', 'blakest01', 'baynear01', 'bullore01', 'hillida01', 'anthojo01']","[3, 0]",0,24,35,26,9,[],94,-3,3.0,"['georgpa01', 'hillge01', 'ellismo01', 'milescj01', 'mahinia01', 'stuckro01', 'hilljo01', 'allenla01', 'turnemy01', 'budinch01', 'robingl02', 'youngjo01', 'hillso01']","[0, 3]",0,division,685880335,825451979,52760025.76923077,63496306.07692308
201511030LAL,DEN,LAL,DEN,10:30p,"STAPLES Center, Los Angeles, California",36,21,26,26,[],109,-3,2.0,"['clarkjo01', 'randlju01', 'bryanko01', 'russeda01', 'hibbero01', 'willilo02', 'bassbr01', 'blackta01', 'youngni01', 'kellyry01', 'huertma01', 'artesro01', 'nancela02']","[0, 3]",0,30,30,33,27,[],120,-2,2.0,"['farieke01', 'gallida01', 'mudiaem01', 'hicksjj01', 'harriga01', 'nelsoja01', 'bartowi01', 'foyera01', 'arthuda01', 'millemi01', 'lauvejo01', 'greener01', 'jokicni01']","[1, 2]",0,conference,962499394,786917468,74038414.92307693,60532112.92307692
201511030MIA,ATL,MIA,ATL,7:30p,"AmericanAirlines Arena, Miami, Florida",24,16,25,27,[],92,1,2.0,"['boshch01', 'dragigo01', 'whiteha01', 'wadedw01', 'denglu01', 'winslju01', 'chalmma01', 'johnsty01', 'mcrobjo01', 'anderch01', 'richajo01', 'ennisja01', 'hasleud01']","[2, 1]",0,25,26,28,19,[],98,3,2.0,"['millspa01', 'korveky01', 'teaguje01', 'horfoal01', 'bazemke01', 'splitti01', 'schrode01', 'holidju01', 'scottmi01', 'pattela01', 'hardati02', 'macksh01', 'muscami01']","[3, 1]",0,division,1186473186,1015801410,91267168.15384616,78138570.0
201511030NOP,ORL,NOP,ORL,8:00p,"Smoothie King Center, New Orleans, Louisiana",17,26,26,25,[],94,-3,3.0,"['gordoer01', 'davisan02', 'babbilu01', 'holidjr01', 'ajincal01', 'anderry01', 'cunnida01', 'douglto01', 'smithis01', 'geeal01', 'asikom01']","[0, 3]",0,28,29,21,25,[],103,-3,2.0,"['fournev01', 'oladivi01', 'vucevni01', 'paytoel01', 'harrito02', 'watsocj01', 'smithja02', 'hezonma01', 'dedmode01', 'gordoaa01', 'napiesh01', 'nichoan01', 'fryech01']","[0, 3]",0,none,836817231,877015234,76074293.72727273,67462710.3076923
201511030SAC,MEM,SAC,MEM,10:00p,"Sleep Train Arena, Sacramento, California",29,11,27,22,[],89,-1,3.0,"['caulewi01', 'gayru01', 'rondora01', 'koufoko01', 'mclembe01', 'collida01', 'belinma01', 'casspom01', 'butleca01', 'anderja01', 'moreler01', 'curryse01', 'acyqu01']","[1, 2]",0,25,25,33,20,[],103,-1,1.0,"['leeco01', 'randoza01', 'conlemi01', 'allento01', 'gasolma01', 'wrighbr03', 'barnema02', 'greenje02', 'udrihbe01', 'greenja01', 'smithru01', 'cartevi01', 'adamsjo01']","[2, 2]",0,conference,639473156,1146014580,49190242.76923077,88154967.6923077
201511040ATL,ATL,ATL,BRK,8:00p,"Philips Arena, Atlanta, Georgia",23,18,31,29,[],101,4,1.0,"['millspa01', 'horfoal01', 'schrode01', 'teaguje01', 'bazemke01', 'holidju01', 'sefolth01', 'splitti01', 'scottmi01', 'macksh01', 'muscami01', 'pattela01', 'hardati02']","[4, 1]",0,17,26,27,17,[],87,-4,2.0,"['lopezbr01', 'youngth01', 'johnsjo02', 'jackja01', 'brownma02', 'bogdabo02', 'ellinwa01', 'larkish01', 'holliro01', 'bargnan01', 'robinth01', 'karasse01', 'sloando01']","[0, 4]",0,conference,980379183,808336065,75413783.3076923,62179697.307692304
201511040CLE,CLE,CLE,NYK,8:00p,"Quicken Loans Arena, Cleveland, Ohio",18,20,32,26,[],96,3,2.0,"['willima01', 'jefferi01', 'jamesle01', 'loveke01', 'mozgoti01', 'dellama01', 'thomptr01', 'jonesja02', 'cunnija01', 'varejan01', 'smithjr01', 'kaunsa01', 'harrijo01']","[3, 1]",0,32,14,23,17,[],86,-1,2.0,"['anthoca01', 'caldejo01', 'lopezro01', 'vujacsa01', 'porzikr01', 'gallola01', 'oquinky01', 'grantje02', 'thomala01', 'willide02', 'serapke01', 'earlycl01', 'amundlo01']","[2, 2]",0,conference,1315128624,720323611,101163740.3076923,55409508.538461536
201511040GSW,GSW,GSW,LAC,10:30p,"Oracle Arena, Oakland, California",31,32,19,30,[],112,4,2.0,"['greendr01', 'barneha02', 'curryst01', 'thompkl01', 'ezelife01', 'iguodan01', 'livinsh01', 'speigma01', 'barbole01', 'mcadoja01', 'thompja02', 'rushbr01', 'clarkia01']","[4, 0]",0,25,31,27,25,[],108,4,2.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'stephla01', 'riverau01', 'crawfja01', 'piercpa01', 'smithjo03', 'johnswe01', 'prigipa01', 'mbahalu01', 'aldrico01']","[4, 0]",0,division,1121756802,1501714250,86288984.76923077,115516480.76923077
201511040HOU,HOU,HOU,ORL,8:00p,"Toyota Center, Houston, Texas",34,34,22,20,[],119,1,2.0,"['hardeja01', 'arizatr01', 'lawsoty01', 'howardw01', 'thornma01', 'breweco01', 'capelca01', 'beverpa01', 'terryja01', 'harremo01', 'mcdankj01', 'hayesch01', 'dekkesa01']","[1, 3]",0,35,24,29,22,[],114,1,1.0,"['fournev01', 'oladivi01', 'paytoel01', 'harrito02', 'vucevni01', 'gordoaa01', 'dedmode01', 'watsocj01', 'hezonma01', 'smithja02', 'napiesh01', 'nichoan01', 'fryech01']","[1, 3]",0,none,1094210278,877015234,84170021.38461539,67462710.3076923
201511040IND,IND,IND,BOS,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",23,26,24,27,[],100,1,1.0,"['hillge01', 'ellismo01', 'georgpa01', 'hilljo01', 'allenla01', 'stuckro01', 'robingl02', 'budinch01', 'turnemy01', 'youngjo01', 'milescj01', 'hillso01', 'mahinia01']","[1, 3]",0,16,27,29,26,[],98,-2,3.0,"['thomais02', 'bradlav01', 'crowdja01', 'sullija01', 'johnsam01', 'turneev01', 'leeda02', 'jerebjo01', 'hunterj01', 'olynyke01', 'roziete01', 'zellety01']","[1, 2]",0,conference,825451979,630481735,63496306.07692308,52540144.583333336
201511040MIL,MIL,MIL,PHI,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",29,18,21,23,[],91,1,2.0,"['antetgi01', 'monrogr01', 'middlkh01', 'bayleje01', 'parkeja01', 'vasqugr01', 'vaughra01', 'plumlmi01', 'obryajo01', 'copelch01', 'ennisty01', 'cartemi01', 'inglida01']","[1, 3]",0,21,24,22,20,[],87,-3,2.0,"['stausni01', 'okafoja01', 'mccontj01', 'noelne01', 'grantje01', 'thompho01', 'holmeri01', 'sampsja02', 'canaais01', 'pressph01', 'covinro01', 'marshke01', 'woodch01']","[0, 3]",0,conference,614516155,297127396,47270473.461538464,22855953.53846154
201511040OKC,TOR,OKC,TOR,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",23,16,42,17,[],98,-1,2.0,"['duranke01', 'westbru01', 'ibakase01', 'roberan03', 'adamsst01', 'waitedi01', 'kanteen01', 'collini01', 'augusdj01', 'morroan01', 'singlky01', 'payneca01', 'mcgarmi01']","[3, 1]",0,13,27,33,30,[],103,4,1.0,"['derozde01', 'carrode01', 'lowryky01', 'valanjo01', 'scolalu01', 'josepco01', 'pattepa01', 'biyombi01', 'rosste01', 'wrighde01', 'johnsja01', 'powelno01', 'bennean01']","[4, 0]",0,none,1268897035,1132685053,97607464.23076923,87129619.46153846
201511040PHO,PHO,PHO,SAC,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",28,21,32,37,[],118,-1,2.0,"['bledser01', 'knighbr03', 'chandty01', 'morrima02', 'tuckepj01', 'warretj01', 'lenal01', 'pricero01', 'leuerjo01', 'weemsso01', 'teletmi01', 'bookede01', 'goodwar01']","[2, 2]",0,18,22,29,28,[],97,-2,1.0,"['collida01', 'gayru01', 'rondora01', 'anderja01', 'caulewi01', 'koufoko01', 'belinma01', 'casspom01', 'mclembe01', 'butleca01', 'curryse01', 'acyqu01', 'moreler01']","[1, 3]",0,division,809720214,639473156,62286170.307692304,49190242.76923077
201511040UTA,POR,UTA,POR,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",26,23,19,24,[],92,2,4.0,"['haywago01', 'goberru01', 'favorde01', 'hoodro01', 'netora01', 'burksal01', 'burketr01', 'inglejo01', 'booketr01', 'lylestr01', 'millsel01', 'johnsch04', 'pleisti01']","[2, 1]",0,27,30,19,32,[],108,1,2.0,"['lillada01', 'aminual01', 'mccolcj01', 'plumlma01', 'leoname01', 'harklma01', 'crabbal01', 'davised01', 'vonleno01', 'connapa01', 'fraziti01', 'kamanch01', 'montelu01']","[2, 2]",0,division,731070063,846916212,56236158.692307696,65147400.92307692
201511040WAS,WAS,WAS,SAS,7:00p,"Verizon Center, Washington, District of Columbia",22,25,19,36,[],102,-1,4.0,"['porteot01', 'bealbr01', 'walljo01', 'gortama01', 'humphkr01', 'hilarne01', 'dudleja01', 'sessira01', 'nealga01', 'goodedr01', 'templga01', 'blairde01', 'oubreke01']","[2, 1]",0,23,28,22,26,[],99,3,2.0,"['aldrila01', 'leonaka01', 'parketo01', 'greenda02', 'duncati01', 'ginobma01', 'millspa02', 'diawbo01', 'westda01', 'butlera01', 'anderky01', 'mccalra01', 'marjabo01']","[3, 1]",0,none,1108619521,1386901966,85278424.6923077,106684766.61538461
201511050CHI,CHI,CHI,OKC,8:00p,"United Center, Chicago, Illinois",25,32,19,28,[],104,-1,2.0,"['butleji01', 'rosede01', 'gasolpa01', 'mcderdo01', 'mirotni01', 'noahjo01', 'gibsota01', 'mooreet01', 'brookaa01', 'snellto01', 'portibo01', 'bairsca01', 'feliccr01']","[3, 2]",0,28,22,23,25,[],98,-2,1.0,"['duranke01', 'ibakase01', 'westbru01', 'adamsst01', 'roberan03', 'waitedi01', 'kanteen01', 'augusdj01', 'collini01', 'morroan01', 'singlky01', 'payneca01', 'mcgarmi01']","[3, 2]",0,none,1052751902,1268897035,80980915.53846154,97607464.23076923
201511050DAL,CHO,DAL,CHO,8:30p,"American Airlines Center, Dallas, Texas",23,30,14,27,[],94,-1,2.0,"['willide01', 'nowitdi01', 'matthwe02', 'pachuza01', 'feltora01', 'poweldw01', 'bareajo01', 'harride01', 'parsoch01', 'villach01', 'evansje01', 'jenkijo01', 'anderju01']","[2, 2]",0,27,27,24,30,[],108,1,2.0,"['batumni01', 'willima02', 'walkeke02', 'jeffeal01', 'hairspj02', 'lambje01', 'zelleco01', 'hawessp01', 'linje01', 'roberbr01', 'kaminfr01', 'danietr01', 'hansbty01']","[1, 3]",0,none,1018429438,905784864,78340726.0,69675758.76923077
201511050DEN,UTA,DEN,UTA,9:00p,"Pepsi Center, Denver, Colorado",24,18,22,20,[],84,1,2.0,"['gallida01', 'farieke01', 'mudiaem01', 'harriga01', 'hicksjj01', 'bartowi01', 'nelsoja01', 'jokicni01', 'foyera01', 'arthuda01', 'millemi01', 'papanko01', 'lauvejo01']","[2, 2]",0,19,21,25,31,[],96,-1,1.0,"['goberru01', 'haywago01', 'hoodro01', 'favorde01', 'netora01', 'burksal01', 'booketr01', 'inglejo01', 'burketr01', 'lylestr01', 'johnsch04', 'millsel01', 'pleisti01']","[2, 2]",0,division,791360714,731070063,60873901.07692308,56236158.692307696
201511050MIN,MIA,MIN,MIA,8:00p,"Target Center, Minneapolis, Minnesota",15,24,22,23,[],84,-1,3.0,"['wiggian01', 'rubiori01', 'townska01', 'princta01', 'garneke01', 'martike02', 'dienggo01', 'bjeline01', 'muhamsh01', 'lavinza01', 'paynead01', 'millean02', 'rudezda01']","[2, 1]",0,22,27,24,23,[],96,-1,2.0,"['dragigo01', 'wadedw01', 'whiteha01', 'denglu01', 'boshch01', 'winslju01', 'johnsty01', 'mcrobjo01', 'richajo01', 'anderch01', 'ennisja01', 'stoudam01', 'hasleud01']","[2, 2]",0,none,1197807854,1329284437,92139065.6923077,102252649.0
201511050POR,POR,POR,MEM,10:30p,"Moda Center, Portland, Oregon",18,32,40,25,[],115,2,1.0,"['aminual01', 'lillada01', 'mccolcj01', 'leoname01', 'plumlma01', 'harklma01', 'davised01', 'crabbal01', 'vonleno01', 'connapa01', 'montelu01', 'fraziti01', 'kamanch01']","[3, 2]",0,23,23,25,25,[],96,1,2.0,"['randoza01', 'conlemi01', 'leeco01', 'gasolma01', 'allento01', 'barnema02', 'greenje02', 'wrighbr03', 'udrihbe01', 'greenja01', 'smithru01', 'stokeja01', 'cartevi01']","[3, 2]",0,conference,846916212,1143520839,65147400.92307692,87963141.46153846
201511060BOS,BOS,BOS,WAS,7:30p,"TD Garden, Boston, Massachusetts",40,32,28,18,[],118,-3,2.0,"['crowdja01', 'thomais02', 'bradlav01', 'sullija01', 'johnsam01', 'turneev01', 'olynyke01', 'jerebjo01', 'roziete01', 'leeda02', 'zellety01', 'hunterj01', 'mickejo01']","[1, 3]",0,25,24,25,24,[],98,1,2.0,"['bealbr01', 'walljo01', 'gortama01', 'porteot01', 'humphkr01', 'dudleja01', 'sessira01', 'nealga01', 'hilarne01', 'oubreke01', 'templga01', 'blairde01', 'goodedr01']","[3, 1]",0,conference,634376770,1108619521,48798213.07692308,85278424.6923077
201511060BRK,LAL,BRK,LAL,7:30p,"Barclays Center, Brooklyn, New York",27,20,25,26,[],98,-5,2.0,"['lopezbr01', 'johnsjo02', 'jackja01', 'youngth01', 'holliro01', 'bogdabo02', 'ellinwa01', 'robinth01', 'larkish01', 'bargnan01', 'sloando01', 'brownma02', 'karasse01']","[0, 5]",0,18,34,27,25,[],104,-4,3.0,"['clarkjo01', 'randlju01', 'bryanko01', 'hibbero01', 'russeda01', 'willilo02', 'blackta01', 'artesro01', 'youngni01', 'nancela02', 'bassbr01', 'kellyry01', 'huertma01']","[0, 4]",0,none,808336065,962499394,62179697.307692304,74038414.92307693
201511060CLE,CLE,CLE,PHI,7:30p,"Quicken Loans Arena, Cleveland, Ohio",28,21,32,27,[],108,4,2.0,"['jamesle01', 'loveke01', 'willima01', 'cunnija01', 'mozgoti01', 'jefferi01', 'dellama01', 'thomptr01', 'jonesja02', 'varejan01', 'harrijo01', 'smithjr01', 'kaunsa01']","[4, 1]",1,25,25,23,29,[],102,-4,2.0,"['stausni01', 'okafoja01', 'noelne01', 'grantje01', 'mccontj01', 'thompho01', 'canaais01', 'holmeri01', 'sampsja02', 'pressph01', 'woodch01', 'marshke01', 'covinro01']","[0, 4]",0,conference,1315128624,297127396,101163740.3076923,22855953.53846154
201511060GSW,GSW,GSW,DEN,10:30p,"Oracle Arena, Oakland, California",40,34,25,20,[],119,5,2.0,"['curryst01', 'greendr01', 'barneha02', 'thompkl01', 'ezelife01', 'iguodan01', 'livinsh01', 'speigma01', 'barbole01', 'mcadoja01', 'clarkia01', 'thompja02', 'rushbr01']","[5, 0]",0,23,21,31,29,[],104,-1,1.0,"['bartowi01', 'gallida01', 'mudiaem01', 'harriga01', 'farieke01', 'nelsoja01', 'foyera01', 'jokicni01', 'arthuda01', 'millemi01', 'hicksjj01', 'papanko01', 'lauvejo01']","[2, 3]",0,conference,1121756802,791360714,86288984.76923077,60873901.07692308
201511060IND,IND,IND,MIA,8:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",16,33,22,19,[],90,2,2.0,"['hillge01', 'georgpa01', 'ellismo01', 'mahinia01', 'allenla01', 'hilljo01', 'robingl02', 'budinch01', 'turnemy01', 'stuckro01', 'youngjo01', 'milescj01', 'hillso01']","[2, 3]",0,26,23,19,19,[],87,1,1.0,"['boshch01', 'whiteha01', 'dragigo01', 'wadedw01', 'denglu01', 'winslju01', 'chalmma01', 'johnsty01', 'mcrobjo01', 'stoudam01', 'hasleud01', 'ennisja01', 'anderch01']","[3, 2]",0,conference,825451979,1309320585,63496306.07692308,100716968.07692307
201511060NOP,ATL,NOP,ATL,8:00p,"Smoothie King Center, New Orleans, Louisiana",28,19,32,36,[],115,-4,3.0,"['davisan02', 'gordoer01', 'babbilu01', 'holidjr01', 'cunnida01', 'smithis01', 'anderry01', 'ajincal01', 'douglto01', 'geeal01', 'coleno01', 'asikom01']","[0, 4]",0,26,32,31,32,[],121,5,2.0,"['millspa01', 'korveky01', 'bazemke01', 'teaguje01', 'horfoal01', 'splitti01', 'schrode01', 'holidju01', 'scottmi01', 'pattela01', 'muscami01', 'macksh01', 'hardati02']","[5, 1]",0,none,845388035,1015801410,70449002.91666667,78138570.0
201511060NYK,MIL,NYK,MIL,7:30p,"Madison Square Garden (IV), New York, New York",20,33,20,19,[],92,-2,2.0,"['anthoca01', 'porzikr01', 'vujacsa01', 'lopezro01', 'caldejo01', 'gallola01', 'grantje02', 'willide02', 'thomala01', 'oquinky01', 'serapke01', 'earlycl01', 'amundlo01']","[2, 3]",1,30,26,19,24,[],99,2,2.0,"['middlkh01', 'antetgi01', 'monrogr01', 'parkeja01', 'ennisty01', 'vasqugr01', 'bayleje01', 'hensojo01', 'obryajo01', 'copelch01', 'plumlmi01', 'vaughra01', 'inglida01']","[2, 3]",0,conference,720323611,645406135,55409508.538461536,49646625.76923077
201511060ORL,ORL,ORL,TOR,7:00p,"Amway Center, Orlando, Florida",21,24,19,28,[],92,-1,2.0,"['harrito02', 'oladivi01', 'dedmode01', 'fournev01', 'paytoel01', 'watsocj01', 'hezonma01', 'napiesh01', 'fryech01', 'gordoaa01', 'smithja02', 'nichoan01', 'marblde01']","[1, 4]",0,15,21,33,18,[],87,5,2.0,"['derozde01', 'carrode01', 'lowryky01', 'valanjo01', 'scolalu01', 'josepco01', 'pattepa01', 'biyombi01', 'rosste01', 'bennean01', 'wrighde01', 'powelno01', 'johnsja01']","[5, 0]",0,conference,744786192,1132685053,57291245.538461536,87129619.46153846
