,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202111100DEN,DEN,240,36,84,0.429,12,30,0.4,17,20,0.85,11,28,39,19,5,4,10,14,101,0.544,0.5,0.357,0.238,22.4,73.7,44.8,52.8,5.6,7.5,9.7,100,113.2,109.8,46.25,46.25,2.184,0.411,IND,240,40,84,0.476,11,31,0.355,7,11,0.636,10,38,48,22,5,11,12,19,98,0.552,0.542,0.369,0.131,26.3,77.6,55.2,55,5.6,20.4,11.9,100,109.8,113.2,45.6125,45.6125,2.149,0.482
202111100GSW,GSW,240,40,85,0.471,11,40,0.275,32,40,0.8,20,33,53,23,14,6,16,21,123,0.599,0.535,0.471,0.471,46.5,66,57,57.5,14.4,11.8,13.5,100,126.7,113.3,50,50,2.46,0.46,MIN,240,39,95,0.411,17,44,0.386,15,20,0.75,17,23,40,30,8,4,17,28,110,0.53,0.5,0.463,0.211,34,53.5,43,76.9,8.2,8.9,14.1,100,113.3,126.7,52.25,52.25,2.105,0.574
202111100HOU,HOU,240,35,82,0.427,12,34,0.353,22,34,0.647,8,34,42,17,5,5,13,20,104,0.536,0.5,0.415,0.415,19.5,68,46.2,48.6,5,10.2,11.8,100,105,113,51.575,51.575,2.016,0.33,DET,240,42,97,0.433,16,48,0.333,12,18,0.667,16,33,49,23,6,6,14,26,112,0.534,0.515,0.495,0.186,32,80.5,53.8,54.8,6.1,12.5,11.8,100,113,105,51.775,51.775,2.163,0.444
202111100LAL,LAL,265,46,92,0.5,18,38,0.474,10,16,0.625,9,41,50,26,5,6,22,27,120,0.606,0.598,0.413,0.174,20,78.8,51.5,56.5,4.5,10.2,18.2,100,108.2,105.5,56.3,62.16458333,2.131,0.462,MIA,265,40,96,0.417,10,37,0.27,27,35,0.771,11,36,47,26,14,2,14,25,117,0.525,0.469,0.385,0.365,21.2,80,48.5,65,12.6,3.7,11.2,100,105.5,108.2,57.8125,63.83463542,2.024,0.45
202111100MEM,MEM,240,45,107,0.421,9,38,0.237,9,15,0.6,20,37,57,27,14,8,16,18,108,0.475,0.463,0.355,0.14,33.3,80.4,53.8,60,13.1,14.8,12.3,100,101.3,110.7,55.0625,55.0625,1.961,0.49,CHO,240,41,90,0.456,15,36,0.417,21,24,0.875,9,40,49,32,13,7,17,16,118,0.587,0.539,0.4,0.267,19.6,66.7,46.2,78,12.2,10.1,14.5,100,110.7,101.3,54.7,54.7,2.157,0.585
202111100NOP,NOP,240,34,97,0.351,9,35,0.257,23,32,0.719,19,31,50,24,13,5,9,20,100,0.45,0.397,0.361,0.33,30.6,70.5,47.2,70.6,13,9.4,7.5,100,100.3,108.4,51.1,51.1,1.957,0.47,OKC,240,37,87,0.425,10,34,0.294,24,30,0.8,13,43,56,23,6,4,18,23,108,0.539,0.483,0.391,0.345,29.5,69.4,52.8,62.2,6,6.5,15.2,100,108.4,100.3,53.125,53.125,2.033,0.433
202111100NYK,NYK,240,36,83,0.434,16,37,0.432,12,17,0.706,7,31,38,19,9,10,10,17,100,0.553,0.53,0.446,0.205,15.9,70.5,43.2,52.8,9.8,25,10,100,108.9,122,47.0375,47.0375,2.126,0.404,MIL,240,40,90,0.444,26,50,0.52,6,9,0.667,13,37,50,29,4,4,14,17,112,0.596,0.589,0.556,0.1,29.5,84.1,56.8,72.5,4.4,8.7,13,100,122,108.9,47.6375,47.6375,2.351,0.609
202111100ORL,ORL,240,35,92,0.38,4,33,0.121,16,24,0.667,12,37,49,19,10,3,17,18,90,0.439,0.402,0.359,0.261,22.6,82.2,50,54.3,9.6,5.6,14.2,100,86.1,117.7,54.2,54.2,1.661,0.351,BRK,240,46,91,0.505,16,37,0.432,15,17,0.882,8,41,49,29,8,5,15,18,123,0.624,0.593,0.407,0.187,17.8,77.4,50,63,7.7,8.5,13.2,100,117.7,86.1,53.0375,53.0375,2.319,0.547
202111100PHO,PHO,240,49,94,0.521,11,28,0.393,10,12,0.833,9,30,39,27,6,6,10,20,119,0.599,0.58,0.298,0.128,22,68.2,45.9,55.1,6.2,9.8,9.2,100,122.9,112.6,50.35,50.35,2.363,0.536,POR,240,44,91,0.484,7,30,0.233,14,16,0.875,14,32,46,24,5,2,14,21,109,0.556,0.522,0.33,0.176,31.8,78,54.1,54.5,5.2,3,12.5,100,112.6,122.9,49.3,49.3,2.211,0.487
202111100SAS,SAS,240,49,92,0.533,18,32,0.563,20,31,0.645,12,31,43,34,11,3,8,16,136,0.644,0.63,0.348,0.337,26.7,73.8,49.4,69.4,11,5.5,7,100,135.9,116.9,51.3625,51.3625,2.648,0.662,SAC,240,47,91,0.516,10,36,0.278,13,16,0.813,11,33,44,20,4,6,15,26,117,0.597,0.571,0.396,0.176,26.2,73.3,50.6,42.6,4,10,13.3,100,116.9,135.9,51.3,51.3,2.281,0.39
202111110LAC,LAC,240,43,91,0.473,11,37,0.297,15,17,0.882,9,33,42,20,9,9,12,14,112,0.569,0.533,0.407,0.187,22,64.7,45.7,46.5,9.1,16.1,10.9,100,113.7,110.7,51.0375,51.0375,2.194,0.392,MIA,240,43,97,0.443,9,41,0.22,14,17,0.824,18,32,50,18,9,4,15,21,109,0.522,0.49,0.423,0.175,35.3,78,54.3,41.9,9.1,7.4,12.6,100,110.7,113.7,51.0375,51.0375,2.136,0.353
202111110PHI,PHI,240,40,88,0.455,11,34,0.324,18,19,0.947,9,30,39,29,8,8,12,16,109,0.566,0.517,0.386,0.216,22.5,65.2,45.3,72.5,8.4,12.7,11.1,100,114.9,121.2,50.0125,50.0125,2.179,0.58,TOR,240,42,96,0.438,14,33,0.424,17,17,1,16,31,47,25,10,7,11,18,115,0.556,0.51,0.344,0.177,34.8,77.5,54.7,59.5,10.5,13,9.6,100,121.2,114.9,49.5375,49.5375,2.321,0.505
202111110UTA,UTA,240,39,83,0.47,9,32,0.281,13,23,0.565,7,30,37,22,6,4,12,16,100,0.537,0.524,0.386,0.277,15.6,66.7,41.1,56.4,6.3,6.2,11.4,100,104.4,115.9,49.4625,49.4625,2.022,0.445,IND,240,43,96,0.448,11,31,0.355,14,19,0.737,15,38,53,19,7,5,10,23,111,0.532,0.505,0.323,0.198,33.3,84.4,58.9,44.2,7.3,9.8,8.7,100,115.9,104.4,50.0125,50.0125,2.219,0.38
202111120BOS,BOS,265,47,96,0.49,12,41,0.293,16,18,0.889,16,37,53,22,5,7,16,12,122,0.587,0.552,0.427,0.188,37.2,75.5,57.6,46.8,5,13.7,13.3,100,122.6,113.6,52.275,57.7203125,2.334,0.421,MIL,265,44,98,0.449,16,47,0.34,9,11,0.818,12,27,39,23,7,3,11,19,113,0.549,0.531,0.48,0.112,24.5,62.8,42.4,52.3,7,5.5,9.7,100,113.6,122.6,51.1125,56.43671875,2.211,0.45
202111120CHO,CHO,240,39,90,0.433,10,36,0.278,16,24,0.667,12,37,49,25,10,5,12,18,104,0.517,0.489,0.4,0.267,24.5,72.5,49,64.1,10,8.6,10.7,100,103.6,95.7,50.7,50.7,2.051,0.493,NYK,240,36,93,0.387,13,35,0.371,11,18,0.611,14,37,51,17,8,5,19,22,96,0.476,0.457,0.376,0.194,27.5,75.5,51,47.2,8,9.3,15.8,100,95.7,103.6,53.275,53.275,1.802,0.319
202111120CLE,CLE,240,39,82,0.476,14,41,0.341,6,9,0.667,8,32,40,27,12,6,19,11,98,0.57,0.561,0.5,0.11,19.5,76.2,48.2,69.2,12.6,12.2,18.1,100,103.1,82.1,48.6375,48.6375,2.015,0.555,DET,240,29,79,0.367,9,30,0.3,11,13,0.846,10,33,43,18,12,5,23,13,78,0.46,0.424,0.38,0.165,23.8,80.5,51.8,62.1,12.6,12.2,21.4,100,82.1,103.1,49.0875,49.0875,1.589,0.367
202111120DEN,DEN,240,40,90,0.444,10,35,0.286,15,20,0.75,10,39,49,26,6,5,7,21,105,0.531,0.5,0.389,0.222,21.7,73.6,49.5,65,6.4,7.7,6.6,100,112.2,102.6,48.25,48.25,2.176,0.539,ATL,240,38,93,0.409,5,28,0.179,15,21,0.714,14,36,50,20,2,5,8,20,96,0.469,0.435,0.301,0.226,26.4,78.3,50.5,52.6,2.1,9.1,7.3,100,102.6,112.2,48.4875,48.4875,1.98,0.412
202111120GSW,GSW,240,45,93,0.484,15,46,0.326,14,16,0.875,12,35,47,27,15,3,16,15,119,0.595,0.565,0.495,0.172,27.9,83.3,55.3,60,15,5.9,13.8,100,119,93,52.3,52.3,2.275,0.516,CHI,240,34,78,0.436,8,27,0.296,17,22,0.773,7,31,38,18,9,2,20,16,93,0.53,0.487,0.346,0.282,16.7,72.1,44.7,52.9,9,4.3,18.6,100,93,119,50.725,50.725,1.833,0.355
202111120HOU,HOU,240,34,85,0.4,7,32,0.219,17,27,0.63,9,40,49,13,6,6,13,23,92,0.475,0.441,0.376,0.318,18,78.4,48.5,38.2,6,11.8,11.8,100,92.4,104.4,50.9125,50.9125,1.807,0.255,POR,240,34,87,0.391,11,36,0.306,25,31,0.806,11,41,52,21,10,4,13,27,104,0.517,0.454,0.414,0.356,21.6,82,51.5,61.8,10,7.5,11.4,100,104.4,92.4,51.8625,51.8625,2.005,0.405
202111120LAL,LAL,240,29,82,0.354,9,41,0.22,16,20,0.8,11,33,44,17,12,8,19,14,83,0.457,0.409,0.5,0.244,21.6,70.2,44.9,58.6,12.3,14,17.3,100,85,109.6,49.75,49.75,1.668,0.342,MIN,240,43,94,0.457,12,37,0.324,9,12,0.75,14,40,54,24,10,4,16,21,107,0.539,0.521,0.394,0.128,29.8,78.4,55.1,55.8,10.2,9.8,13.9,100,109.6,85,50.85,50.85,2.104,0.472
202111120MEM,MEM,240,37,98,0.378,7,33,0.212,13,23,0.565,17,42,59,19,6,6,15,16,94,0.435,0.413,0.337,0.235,28.8,91.3,56.2,51.4,5.8,10.5,12.2,100,90.2,114.1,53.4625,53.4625,1.758,0.355,PHO,240,46,94,0.489,18,37,0.486,9,9,1,4,42,46,28,12,6,12,22,119,0.607,0.585,0.394,0.096,8.7,71.2,43.8,60.9,11.5,9.2,10.9,100,114.1,90.2,53.1375,53.1375,2.239,0.527
202111120NOP,NOP,240,43,88,0.489,13,32,0.406,13,16,0.813,12,31,43,26,6,5,15,26,112,0.589,0.563,0.364,0.182,30.8,81.6,55.8,60.5,6.3,10.4,13.6,100,117.1,125.5,49.3,49.3,2.272,0.527,BRK,240,41,82,0.5,18,34,0.529,20,27,0.741,7,27,34,27,9,4,12,20,120,0.639,0.61,0.415,0.329,18.4,69.2,44.2,65.9,9.4,7.1,11.3,100,125.5,117.1,49.9125,49.9125,2.404,0.541
202111120OKC,OKC,240,42,99,0.424,10,30,0.333,11,15,0.733,16,36,52,13,8,6,10,18,105,0.497,0.475,0.303,0.152,29.6,76.6,51.5,31,8.1,11.1,8.7,100,106.4,104.3,50.0625,50.0625,2.097,0.26,SAC,240,38,95,0.4,14,41,0.341,13,17,0.765,11,38,49,20,5,7,13,12,103,0.503,0.474,0.432,0.179,23.4,70.4,48.5,52.6,5.1,10.1,11.3,100,104.3,106.4,52.5375,52.5375,1.961,0.381
202111120SAS,SAS,240,41,84,0.488,13,30,0.433,14,20,0.7,3,38,41,30,3,3,13,17,109,0.587,0.565,0.357,0.238,7.3,79.2,46.1,73.2,3,5.5,12.3,100,107.8,121.7,51.75,51.75,2.106,0.58,DAL,240,46,100,0.46,18,45,0.4,13,19,0.684,10,38,48,30,9,7,5,18,123,0.568,0.55,0.45,0.19,20.8,92.7,53.9,65.2,8.9,13,4.4,100,121.7,107.8,52.0125,52.0125,2.365,0.577
202111130CLE,CLE,240,31,81,0.383,10,38,0.263,19,22,0.864,9,30,39,17,10,4,11,19,91,0.502,0.444,0.469,0.272,19.6,75,45.3,54.8,11,7.3,10.8,100,99.7,97.5,46.725,46.725,1.948,0.364,BOS,240,33,78,0.423,6,23,0.261,17,18,0.944,10,37,47,20,7,3,19,16,89,0.518,0.462,0.295,0.231,25,80.4,54.7,60.6,7.7,7,18.1,100,97.5,99.7,47.775,47.775,1.863,0.419
202111130IND,IND,240,47,82,0.573,14,28,0.5,10,15,0.667,7,30,37,33,7,10,15,21,118,0.666,0.659,0.341,0.183,20,62.5,44.6,70.2,7.4,15.2,14.5,100,124.4,119.2,48.5625,48.5625,2.43,0.68,PHI,240,38,89,0.427,12,23,0.522,25,29,0.862,18,28,46,16,11,2,14,22,113,0.555,0.494,0.258,0.326,37.5,80,55.4,42.1,11.6,3.7,12.1,100,119.2,124.4,49.3875,49.3875,2.288,0.324
202111130LAC,LAC,240,53,99,0.535,16,40,0.4,7,9,0.778,11,46,57,35,6,8,14,17,129,0.626,0.616,0.404,0.091,27.5,79.3,58.2,66,5.8,12.1,12,100,124.2,98.2,53.1375,53.1375,2.428,0.659,MIN,240,40,102,0.392,11,36,0.306,11,16,0.688,12,29,41,25,8,6,10,15,102,0.468,0.446,0.353,0.157,20.7,72.5,41.8,62.5,7.7,10.2,8.4,100,98.2,124.2,53.8,53.8,1.896,0.465
202111130NOP,NOP,240,38,79,0.481,14,29,0.483,22,25,0.88,8,29,37,29,5,6,13,22,112,0.622,0.57,0.367,0.316,23.5,69,48.7,76.3,5.5,9.4,12.6,100,124.1,111.9,47.9375,47.9375,2.336,0.605,MEM,240,38,88,0.432,8,24,0.333,17,21,0.81,13,26,39,21,6,6,9,19,101,0.519,0.477,0.273,0.239,31,76.5,51.3,55.3,6.6,12,8.5,100,111.9,124.1,46.9875,46.9875,2.15,0.447
202111130ORL,ORL,240,31,92,0.337,13,40,0.325,17,20,0.85,14,30,44,21,7,5,13,15,92,0.456,0.408,0.435,0.217,25.5,81.1,47.8,67.7,7.3,10.2,11.4,100,96.4,109,50.25,50.25,1.831,0.418,WAS,240,42,84,0.5,12,35,0.343,8,10,0.8,7,41,48,29,6,7,15,17,104,0.588,0.571,0.417,0.119,18.9,74.5,52.2,69,6.3,13.5,14.5,100,109,96.4,48.375,48.375,2.15,0.599
202111130TOR,TOR,240,44,87,0.506,13,34,0.382,20,31,0.645,15,24,39,21,9,1,13,25,121,0.601,0.58,0.391,0.356,37.5,72.7,53.4,47.7,9.5,2.3,11.4,100,128.3,134.6,49.8625,49.8625,2.427,0.421,DET,240,43,79,0.544,15,35,0.429,26,30,0.867,9,25,34,34,5,6,13,23,127,0.689,0.639,0.443,0.38,27.3,62.5,46.6,79.1,5.3,11.3,12.4,100,134.6,128.3,48.625,48.625,2.612,0.699
202111130UTA,UTA,240,35,85,0.412,17,53,0.321,18,25,0.72,12,26,38,23,13,2,16,19,105,0.547,0.512,0.624,0.294,25.5,66.7,44.2,65.7,13.5,3.8,14.3,100,109.1,115.4,50.4375,50.4375,2.082,0.456,MIA,240,42,85,0.494,13,33,0.394,14,16,0.875,13,35,48,23,6,3,19,25,111,0.603,0.571,0.388,0.188,33.3,74.5,55.8,54.8,6.2,9.4,17.1,100,115.4,109.1,49.3,49.3,2.252,0.467
202111140ATL,ATL,240,47,97,0.485,15,35,0.429,11,13,0.846,15,36,51,21,6,1,12,19,120,0.584,0.562,0.361,0.134,36.6,90,63,44.7,6.3,2.3,10.5,100,125.6,104.7,50.0875,50.0875,2.396,0.419,MIL,240,38,84,0.452,14,41,0.341,10,16,0.625,4,26,30,24,8,3,11,17,100,0.549,0.536,0.488,0.19,10,63.4,37,63.2,8.4,4.8,10.8,100,104.7,125.6,49.3,49.3,2.028,0.487
202111140CHO,CHO,240,42,88,0.477,14,36,0.389,8,12,0.667,4,35,39,23,10,2,11,21,106,0.568,0.557,0.409,0.136,9.5,76.1,44.3,54.8,10,3.9,10.5,100,105.6,101.6,50.35,50.35,2.105,0.457,GSW,240,38,90,0.422,9,39,0.231,17,25,0.68,11,38,49,31,8,7,15,17,102,0.505,0.472,0.433,0.278,23.9,90.5,55.7,81.6,8,13.5,12.9,100,101.6,105.6,52.9375,52.9375,1.927,0.586
202111140DEN,DEN,240,47,90,0.522,19,40,0.475,11,14,0.786,14,35,49,29,9,1,9,14,124,0.645,0.628,0.444,0.156,33.3,81.4,57.6,61.7,10.1,2.4,8.6,100,139.7,107,45.825,45.825,2.706,0.633,POR,240,35,80,0.438,13,39,0.333,12,13,0.923,8,28,36,22,8,4,12,15,95,0.554,0.519,0.488,0.163,18.6,66.7,42.4,62.9,9,8,12.3,100,107,139.7,45.0875,45.0875,2.107,0.488
202111140HOU,HOU,240,35,85,0.412,7,32,0.219,12,18,0.667,9,39,48,19,7,5,23,19,89,0.479,0.453,0.376,0.212,18.4,76.5,48,54.3,6.8,8.8,19.8,100,86.2,111.4,53.775,53.775,1.655,0.353,PHO,240,42,97,0.433,14,40,0.35,17,20,0.85,12,40,52,19,16,7,10,19,115,0.543,0.505,0.412,0.206,23.5,81.6,52,45.2,15.5,13.2,8.6,100,111.4,86.2,52.25,52.25,2.201,0.364
202111140LAC,LAC,240,29,81,0.358,11,34,0.324,21,21,1,9,35,44,16,7,7,19,15,90,0.499,0.426,0.42,0.259,19.1,83.3,49.4,55.2,7.2,12.3,17.4,100,91.9,102.2,50.4875,50.4875,1.783,0.317,CHI,240,38,86,0.442,11,29,0.379,13,14,0.929,7,38,45,19,9,4,15,20,100,0.543,0.506,0.337,0.163,16.7,80.9,50.6,50,9.2,8.5,14,100,102.2,91.9,50.325,50.325,1.987,0.378
202111140LAL,LAL,240,43,83,0.518,15,31,0.484,13,17,0.765,9,37,46,28,6,5,14,16,114,0.63,0.608,0.373,0.205,22,77.1,51.7,65.1,6.2,9.3,13.4,100,118,109.8,48.0375,48.0375,2.373,0.583,SAS,240,40,90,0.444,16,36,0.444,10,15,0.667,11,32,43,28,9,2,15,17,106,0.549,0.533,0.4,0.167,22.9,78,48.3,70,9.3,3.8,13.4,100,109.8,118,50.5625,50.5625,2.096,0.554
202111140OKC,OKC,240,36,90,0.4,14,45,0.311,10,11,0.909,10,34,44,20,9,2,14,22,96,0.506,0.478,0.5,0.122,21.3,82.9,50,55.6,9.4,5.1,12.9,100,100,125,49.6125,49.6125,1.935,0.403,BRK,240,41,82,0.5,18,43,0.419,20,21,0.952,7,37,44,31,8,3,13,15,120,0.658,0.61,0.524,0.256,17.1,78.7,50,75.6,8.3,6.7,12.5,100,125,100,48.9875,48.9875,2.45,0.633
202111150ATL,ATL,240,47,85,0.553,14,30,0.467,21,32,0.656,9,37,46,32,10,7,11,17,129,0.651,0.635,0.353,0.376,23.7,75.5,52.9,68.1,9.9,13.5,10,100,127.6,109.8,51.1,51.1,2.524,0.626,ORL,240,43,95,0.453,16,43,0.372,9,14,0.643,12,29,41,30,8,5,16,27,111,0.549,0.537,0.453,0.147,24.5,76.3,47.1,69.8,7.9,9.1,13.7,100,109.8,127.6,52.825,52.825,2.101,0.568
202111150CLE,CLE,240,32,83,0.386,16,40,0.4,12,16,0.75,7,35,42,18,6,3,13,18,92,0.511,0.482,0.482,0.193,14.9,85.4,47.7,56.3,6.4,6.1,12.6,100,98,104.4,48.3,48.3,1.905,0.373,BOS,240,36,78,0.462,10,29,0.345,16,20,0.8,6,40,46,23,7,6,14,16,98,0.565,0.526,0.372,0.256,14.6,85.1,52.3,63.9,7.5,14,13.9,100,104.4,98,47.75,47.75,2.052,0.482
202111150DAL,DAL,240,45,90,0.5,14,36,0.389,7,10,0.7,10,34,44,30,7,2,8,19,111,0.588,0.578,0.4,0.111,21.7,77.3,48.9,66.7,7.7,3.8,7.8,100,121.6,110.6,46.375,46.375,2.394,0.647,DEN,240,40,84,0.476,9,32,0.281,12,17,0.706,10,36,46,20,4,5,11,16,101,0.552,0.53,0.381,0.202,22.7,78.3,51.1,50,4.4,9.3,10.7,100,110.6,121.6,46.5375,46.5375,2.17,0.43
202111150DET,DET,240,39,96,0.406,13,47,0.277,16,17,0.941,16,31,47,23,7,2,17,10,107,0.517,0.474,0.49,0.177,30.8,73.8,50,59,6.9,3.1,14.1,100,105.1,126.8,52.5375,52.5375,2.037,0.438,SAC,240,52,98,0.531,16,33,0.485,9,11,0.818,11,36,47,32,11,5,13,17,129,0.627,0.612,0.337,0.112,26.2,69.2,50,61.5,10.8,10.2,11.2,100,126.8,105.1,52.6125,52.6125,2.452,0.608
202111150LAL,LAL,240,36,79,0.456,6,32,0.188,25,31,0.806,8,35,43,19,10,5,17,15,103,0.556,0.494,0.405,0.392,20,89.7,54.4,52.8,9.8,9.1,15.5,100,100.9,118.5,51.3625,51.3625,2.005,0.37,CHI,240,49,89,0.551,15,34,0.441,8,11,0.727,4,32,36,31,9,2,16,21,121,0.645,0.635,0.382,0.124,10.3,80,45.6,63.3,8.8,4.3,14.6,100,118.5,100.9,53.1125,53.1125,2.278,0.584
202111150MEM,MEM,240,52,96,0.542,16,41,0.39,16,20,0.8,7,42,49,33,14,8,10,21,136,0.649,0.625,0.427,0.208,17.9,75,51.6,63.5,13.2,14,8.7,100,128.2,96.2,54.25,54.25,2.507,0.608,HOU,240,36,95,0.379,11,38,0.289,19,26,0.731,14,32,46,24,6,5,17,16,102,0.479,0.437,0.4,0.274,25,82.1,48.4,66.7,5.7,9.1,13.8,100,96.2,128.2,55.175,55.175,1.849,0.435
202111150MIN,MIN,240,31,85,0.365,13,44,0.295,21,27,0.778,13,41,54,18,8,3,18,28,96,0.495,0.441,0.518,0.318,25.5,74.5,50.9,58.1,8,5.6,15.7,100,96.5,99.5,51.4125,51.4125,1.867,0.35,PHO,240,32,85,0.376,7,31,0.226,28,36,0.778,14,38,52,21,8,2,15,23,99,0.491,0.418,0.365,0.424,25.5,74.5,49.1,65.6,8,4.9,12.9,100,99.5,96.5,51.55,51.55,1.92,0.407
202111150NYK,NYK,240,37,86,0.43,11,34,0.324,7,10,0.7,8,38,46,22,1,5,10,15,92,0.509,0.494,0.395,0.116,18.6,80.9,51.1,59.5,1.1,10.2,10,100,103,94.1,46.375,46.375,1.984,0.474,IND,240,32,86,0.372,8,37,0.216,12,16,0.75,9,35,44,16,6,6,7,15,84,0.451,0.419,0.43,0.186,19.1,81.4,48.9,50,6.7,11.5,7,100,94.1,103,45.8,45.8,1.834,0.349
202111150OKC,OKC,240,34,83,0.41,15,41,0.366,7,10,0.7,9,33,42,26,6,10,20,15,90,0.515,0.5,0.494,0.12,19.6,80.5,48.3,76.5,6.3,23.8,18.6,100,94,107.5,49.375,49.375,1.823,0.527,MIA,240,37,82,0.451,18,40,0.45,11,13,0.846,8,37,45,22,11,5,17,13,103,0.587,0.561,0.488,0.159,19.5,80.4,51.7,59.5,11.5,11.9,16.2,100,107.5,94,48.5875,48.5875,2.12,0.453
202111150POR,POR,240,46,82,0.561,16,36,0.444,10,14,0.714,7,32,39,25,6,7,12,15,118,0.669,0.659,0.439,0.171,20.6,72.7,50,54.3,6.5,12.5,12,100,127.7,122.3,46.825,46.825,2.52,0.534,TOR,240,41,89,0.461,15,33,0.455,16,18,0.889,12,27,39,20,7,2,11,17,113,0.583,0.545,0.371,0.202,27.3,79.4,50,48.8,7.6,4.3,10.2,100,122.3,127.7,48.275,48.275,2.341,0.414
202111150WAS,WAS,240,39,84,0.464,10,28,0.357,17,25,0.68,6,36,42,23,9,4,5,22,105,0.553,0.524,0.333,0.298,13.6,83.7,48.3,59,9.8,7.5,5,100,113.9,108.5,47.4375,47.4375,2.213,0.485,NOP,240,30,74,0.405,11,21,0.524,29,34,0.853,7,38,45,20,2,3,12,25,100,0.562,0.48,0.284,0.459,16.3,86.4,51.7,66.7,2.2,5.4,11.9,100,108.5,113.9,47.575,47.575,2.102,0.42
202111160BRK,BRK,240,34,88,0.386,10,36,0.278,21,27,0.778,9,29,38,21,12,2,11,23,99,0.496,0.443,0.409,0.307,17,76.3,41.8,61.8,11.9,5.1,9.9,100,98.2,116.1,51.4125,51.4125,1.926,0.408,GSW,240,41,79,0.519,13,40,0.325,22,28,0.786,9,44,53,25,4,8,21,27,117,0.641,0.601,0.506,0.354,23.7,83,58.2,61,4,15.4,18.7,100,116.1,98.2,52.15,52.15,2.244,0.479
202111160LAC,LAC,240,37,85,0.435,12,38,0.316,20,22,0.909,6,46,52,16,9,3,20,13,106,0.56,0.506,0.447,0.259,14.6,88.5,55.9,43.2,8.4,4.1,17.4,100,99.3,86.2,54.725,54.725,1.937,0.292,SAS,240,41,95,0.432,5,22,0.227,5,7,0.714,6,35,41,26,10,4,16,17,92,0.469,0.458,0.232,0.074,11.5,85.4,44.1,63.4,9.4,8.5,14,100,86.2,99.3,54.1625,54.1625,1.699,0.48
202111160UTA,UTA,240,46,89,0.517,16,38,0.421,12,19,0.632,6,50,56,27,5,8,9,20,120,0.616,0.607,0.427,0.213,14.3,89.3,57.1,58.7,5.1,13.1,8.5,100,121.6,86.2,50.5125,50.5125,2.376,0.535,PHI,240,33,90,0.367,6,29,0.207,13,17,0.765,6,36,42,19,5,5,8,16,85,0.436,0.4,0.322,0.189,10.7,85.7,42.9,57.6,5.1,9.8,7.6,100,86.2,121.6,50.0375,50.0375,1.699,0.38
202111170ATL,ATL,240,41,81,0.506,13,37,0.351,15,18,0.833,6,34,40,28,9,4,11,17,110,0.619,0.586,0.457,0.222,16.7,73.9,48.8,68.3,9.8,9.3,11,100,119.7,107.8,47.275,47.275,2.327,0.592,BOS,240,37,84,0.44,11,41,0.268,14,17,0.824,12,30,42,24,9,2,14,17,99,0.541,0.506,0.488,0.202,26.1,83.3,51.2,64.9,9.8,4.5,13.3,100,107.8,119.7,47.0375,47.0375,2.105,0.51
202111170BRK,BRK,240,38,83,0.458,12,32,0.375,21,25,0.84,8,39,47,29,7,3,11,20,109,0.58,0.53,0.386,0.301,17.4,76.5,48.5,76.3,7.3,6.7,10.5,100,113.3,102.9,48.9375,48.9375,2.227,0.593,CLE,240,35,89,0.393,11,44,0.25,18,21,0.857,12,38,50,20,9,1,13,17,99,0.504,0.455,0.494,0.236,23.5,82.6,51.5,57.1,9.4,2,11.7,100,102.9,113.3,49.9875,49.9875,1.98,0.4
202111170CHO,CHO,240,42,96,0.438,10,32,0.313,3,6,0.5,16,43,59,30,6,8,11,16,97,0.492,0.49,0.333,0.063,30.2,79.6,55.1,71.4,6.5,16.7,10,100,104.3,93.6,46.925,46.925,2.067,0.639,WAS,240,33,90,0.367,8,42,0.19,13,16,0.813,11,37,48,23,7,5,10,12,87,0.448,0.411,0.467,0.178,20.4,69.8,44.9,69.7,7.5,7.8,9.3,100,93.6,104.3,48.3,48.3,1.801,0.476
202111170DET,DET,240,34,80,0.425,8,28,0.286,21,28,0.75,8,34,42,16,13,5,12,20,97,0.525,0.475,0.35,0.35,18.2,82.9,49.4,47.1,13.7,11.9,11.5,100,101.9,93.5,48.65,48.65,1.994,0.329,IND,240,33,79,0.418,9,37,0.243,14,19,0.737,7,36,43,14,5,5,18,22,89,0.509,0.475,0.468,0.241,17.1,81.8,50.6,42.4,5.3,9.6,17.1,100,93.5,101.9,49.5125,49.5125,1.798,0.283
202111170MIA,MIA,240,42,87,0.483,15,40,0.375,14,17,0.824,10,29,39,29,6,2,10,25,113,0.598,0.569,0.46,0.195,26.3,74.4,50.6,69,6.6,5,9.6,100,124.3,107.8,47.5375,47.5375,2.377,0.61,NOP,240,33,75,0.44,10,35,0.286,22,28,0.786,10,28,38,18,6,3,16,21,98,0.561,0.507,0.467,0.373,25.6,73.7,49.4,54.5,6.6,6.4,15.5,100,107.8,124.3,47.15,47.15,2.078,0.382
