,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201503220BOS,1,BOS,240.0,39.0,85.8,0.4548,8.8,25.6,0.3406,13.8,20.8,0.6742,9.8,34.6,44.4,25.0,8.2,3.6,14.6,21.8,100.6,0.5298,0.506,0.2996,0.2432,22.08,76.68,49.9,63.96,8.38,5.78,13.22,100.0,102.8,99.96,50.24,50.24,1.9986,0.4972
201503220BOS,0,BOS,240.0,39.0,85.8,0.4548,8.8,25.6,0.3406,13.8,20.8,0.6742,9.8,34.6,44.4,25.0,8.2,3.6,14.6,21.8,100.6,0.5298,0.506,0.2996,0.2432,22.08,76.68,49.9,63.96,8.38,5.78,13.22,100.0,102.8,99.96,50.24,50.24,1.9986,0.4972
201503220SAC,1,SAC,240.0,36.6,80.4,0.4562,5.8,18.2,0.3114,23.6,30.0,0.7816,11.2,33.4,44.6,21.6,6.2,3.0,16.8,20.2,102.6,0.549,0.4926,0.2278,0.3718,26.76,77.96,52.92,59.24,6.36,5.06,15.18,100.0,105.76,112.36,50.125,50.125,2.0496,0.4314
201503220SAC,0,SAC,240.0,36.6,80.4,0.4562,5.8,18.2,0.3114,23.6,30.0,0.7816,11.2,33.4,44.6,21.6,6.2,3.0,16.8,20.2,102.6,0.549,0.4926,0.2278,0.3718,26.76,77.96,52.92,59.24,6.36,5.06,15.18,100.0,105.76,112.36,50.125,50.125,2.0496,0.4314
201503220ORL,1,ORL,240.0,39.4,87.6,0.4492,7.0,20.2,0.357,14.8,22.0,0.7048,13.6,31.4,45.0,22.6,9.6,3.4,13.4,20.6,100.6,0.5166,0.4894,0.2326,0.2528,28.62,78.66,51.54,57.42,10.06,6.58,12.1,100.0,105.9,112.78,48.925,48.925,2.0614,0.4618
201503220ORL,0,ORL,240.0,39.4,87.6,0.4492,7.0,20.2,0.357,14.8,22.0,0.7048,13.6,31.4,45.0,22.6,9.6,3.4,13.4,20.6,100.6,0.5166,0.4894,0.2326,0.2528,28.62,78.66,51.54,57.42,10.06,6.58,12.1,100.0,105.9,112.78,48.925,48.925,2.0614,0.4618
201503220MIN,1,MIN,245.0,37.8,84.4,0.4474,5.4,14.2,0.3674,18.4,22.2,0.8126,12.0,29.2,41.2,21.0,7.8,5.4,17.0,17.0,99.4,0.5278,0.4788,0.1676,0.2664,27.08,72.08,48.28,55.16,8.06,7.7,15.3,100.0,102.72,114.76,49.9725,51.03760417,1.99,0.4214
201503220MIN,0,MIN,245.0,37.8,84.4,0.4474,5.4,14.2,0.3674,18.4,22.2,0.8126,12.0,29.2,41.2,21.0,7.8,5.4,17.0,17.0,99.4,0.5278,0.4788,0.1676,0.2664,27.08,72.08,48.28,55.16,8.06,7.7,15.3,100.0,102.72,114.76,49.9725,51.03760417,1.99,0.4214
201503220PHO,1,PHO,240.0,38.6,85.2,0.4506,6.4,21.0,0.3184,13.6,20.4,0.6744,13.6,35.8,49.4,19.8,7.6,4.4,14.4,17.2,97.2,0.5144,0.4882,0.249,0.2408,31.54,82.48,56.8,50.98,8.2,7.1,13.26,100.0,105.1,98.8,47.845,47.845,2.0242,0.4132
201503220PHO,0,PHO,240.0,38.6,85.2,0.4506,6.4,21.0,0.3184,13.6,20.4,0.6744,13.6,35.8,49.4,19.8,7.6,4.4,14.4,17.2,97.2,0.5144,0.4882,0.249,0.2408,31.54,82.48,56.8,50.98,8.2,7.1,13.26,100.0,105.1,98.8,47.845,47.845,2.0242,0.4132
201503220LAL,1,LAL,240.0,34.8,82.4,0.4222,5.2,15.0,0.3408,15.4,20.8,0.719,12.6,35.2,47.8,21.2,8.0,3.4,15.4,21.2,90.2,0.4918,0.4532,0.1808,0.2554,29.26,85.2,56.74,61.42,8.76,6.64,14.32,100.0,98.84,101.86,47.54,47.54,1.8934,0.4466
201503220LAL,0,LAL,240.0,34.8,82.4,0.4222,5.2,15.0,0.3408,15.4,20.8,0.719,12.6,35.2,47.8,21.2,8.0,3.4,15.4,21.2,90.2,0.4918,0.4532,0.1808,0.2554,29.26,85.2,56.74,61.42,8.76,6.64,14.32,100.0,98.84,101.86,47.54,47.54,1.8934,0.4466
201503230IND,1,IND,240.0,37.0,85.6,0.4312,6.6,21.0,0.3088,14.6,18.4,0.8014,7.6,31.8,39.4,19.6,4.4,4.6,8.8,22.2,95.2,0.5076,0.4696,0.2454,0.2148,16.86,80.92,46.36,53.04,4.74,8.0,8.58,100.0,102.66,114.32,47.77,47.77,1.9936,0.4118
201503230IND,0,IND,240.0,37.0,85.6,0.4312,6.6,21.0,0.3088,14.6,18.4,0.8014,7.6,31.8,39.4,19.6,4.4,4.6,8.8,22.2,95.2,0.5076,0.4696,0.2454,0.2148,16.86,80.92,46.36,53.04,4.74,8.0,8.58,100.0,102.66,114.32,47.77,47.77,1.9936,0.4118
201503230BRK,1,BRK,255.0,43.4,87.2,0.5022,5.8,17.4,0.3386,19.4,25.8,0.7484,9.4,32.2,41.6,23.2,7.4,4.6,12.8,18.6,112.0,0.5712,0.5346,0.198,0.2986,21.84,67.62,46.48,54.3,7.42,6.62,11.46,100.0,113.28,111.24,51.4275,55.2446875,2.1872,0.45
201503230BRK,0,BRK,255.0,43.4,87.2,0.5022,5.8,17.4,0.3386,19.4,25.8,0.7484,9.4,32.2,41.6,23.2,7.4,4.6,12.8,18.6,112.0,0.5712,0.5346,0.198,0.2986,21.84,67.62,46.48,54.3,7.42,6.62,11.46,100.0,113.28,111.24,51.4275,55.2446875,2.1872,0.45
201503230NYK,1,NYK,250.0,34.6,82.8,0.416,5.6,16.6,0.3384,16.2,21.8,0.7488,10.4,31.4,41.8,21.2,8.4,5.8,13.6,19.8,91.0,0.4934,0.4514,0.202,0.2756,22.72,71.86,46.76,62.02,9.02,8.54,12.96,100.0,97.42,107.42,48.1775,50.30848958,1.8898,0.441
201503230NYK,0,NYK,250.0,34.6,82.8,0.416,5.6,16.6,0.3384,16.2,21.8,0.7488,10.4,31.4,41.8,21.2,8.4,5.8,13.6,19.8,91.0,0.4934,0.4514,0.202,0.2756,22.72,71.86,46.76,62.02,9.02,8.54,12.96,100.0,97.42,107.42,48.1775,50.30848958,1.8898,0.441
201503230CHI,1,CHI,240.0,35.4,80.6,0.44,9.8,26.8,0.3606,18.0,22.4,0.8024,8.6,34.0,42.6,22.8,4.2,4.2,11.2,20.8,98.6,0.5456,0.5006,0.3318,0.2778,20.78,74.66,48.68,63.96,4.6,6.84,11.04,100.0,108.96,109.06,46.92,46.92,2.1094,0.4918
201503230CHI,0,CHI,240.0,35.4,80.6,0.44,9.8,26.8,0.3606,18.0,22.4,0.8024,8.6,34.0,42.6,22.8,4.2,4.2,11.2,20.8,98.6,0.5456,0.5006,0.3318,0.2778,20.78,74.66,48.68,63.96,4.6,6.84,11.04,100.0,108.96,109.06,46.92,46.92,2.1094,0.4918
201503230UTA,1,UTA,240.0,31.4,72.8,0.4314,8.8,21.4,0.4102,15.8,23.8,0.6676,9.6,33.0,42.6,19.0,7.2,5.6,13.2,18.2,87.4,0.5266,0.4926,0.2966,0.3346,22.68,78.88,50.9,61.26,8.38,9.32,13.78,100.0,101.4,96.78,43.8525,43.8525,1.9944,0.433
201503230UTA,0,UTA,240.0,31.4,72.8,0.4314,8.8,21.4,0.4102,15.8,23.8,0.6676,9.6,33.0,42.6,19.0,7.2,5.6,13.2,18.2,87.4,0.5266,0.4926,0.2966,0.3346,22.68,78.88,50.9,61.26,8.38,9.32,13.78,100.0,101.4,96.78,43.8525,43.8525,1.9944,0.433
201503230GSW,1,GSW,240.0,42.2,84.8,0.4974,10.6,25.6,0.3984,18.0,21.8,0.8252,8.8,31.6,40.4,31.0,11.4,5.8,12.2,19.2,113.0,0.5986,0.5594,0.3006,0.259,22.02,72.64,48.34,73.18,11.98,9.22,11.38,100.0,119.06,101.3,49.2775,49.2775,2.294,0.6274
201503230GSW,0,GSW,240.0,42.2,84.8,0.4974,10.6,25.6,0.3984,18.0,21.8,0.8252,8.8,31.6,40.4,31.0,11.4,5.8,12.2,19.2,113.0,0.5986,0.5594,0.3006,0.259,22.02,72.64,48.34,73.18,11.98,9.22,11.38,100.0,119.06,101.3,49.2775,49.2775,2.294,0.6274
201503240DET,1,DET,245.0,36.6,86.8,0.4216,9.6,26.8,0.3578,14.2,20.6,0.7136,12.0,34.6,46.6,22.8,7.0,6.2,11.4,19.0,97.0,0.5064,0.477,0.3096,0.2382,25.32,74.7,49.96,62.04,7.72,9.88,10.42,100.0,105.36,101.18,47.9925,49.09927083,2.024,0.4762
201503240DET,0,DET,245.0,36.6,86.8,0.4216,9.6,26.8,0.3578,14.2,20.6,0.7136,12.0,34.6,46.6,22.8,7.0,6.2,11.4,19.0,97.0,0.5064,0.477,0.3096,0.2382,25.32,74.7,49.96,62.04,7.72,9.88,10.42,100.0,105.36,101.18,47.9925,49.09927083,2.024,0.4762
201503240OKC,1,OKC,240.0,41.0,87.8,0.4674,7.8,22.8,0.3358,22.6,28.6,0.7614,16.6,33.8,50.4,21.0,8.2,4.6,16.4,23.8,112.4,0.56,0.5124,0.2606,0.3262,37.5,77.6,57.72,51.14,8.44,8.02,13.98,100.0,115.62,107.98,50.5925,50.5925,2.2214,0.4196
201503240OKC,0,OKC,240.0,41.0,87.8,0.4674,7.8,22.8,0.3358,22.6,28.6,0.7614,16.6,33.8,50.4,21.0,8.2,4.6,16.4,23.8,112.4,0.56,0.5124,0.2606,0.3262,37.5,77.6,57.72,51.14,8.44,8.02,13.98,100.0,115.62,107.98,50.5925,50.5925,2.2214,0.4196
201503240DAL,1,DAL,240.0,40.6,85.0,0.4798,10.4,25.0,0.4034,18.0,26.6,0.6708,10.4,29.8,40.2,24.2,8.4,2.8,15.2,22.0,109.6,0.5708,0.542,0.2978,0.3172,24.56,73.78,48.4,58.98,8.6,4.84,13.66,100.0,111.88,107.04,51.2175,51.2175,2.149,0.4746
201503240DAL,0,DAL,240.0,40.6,85.0,0.4798,10.4,25.0,0.4034,18.0,26.6,0.6708,10.4,29.8,40.2,24.2,8.4,2.8,15.2,22.0,109.6,0.5708,0.542,0.2978,0.3172,24.56,73.78,48.4,58.98,8.6,4.84,13.66,100.0,111.88,107.04,51.2175,51.2175,2.149,0.4746
201503240MIL,1,MIL,255.0,37.6,87.4,0.44,5.4,16.2,0.3426,16.8,23.0,0.7378,14.4,35.4,49.8,22.2,7.2,6.6,15.4,22.2,97.4,0.5088,0.4704,0.1934,0.2688,27.14,80.26,53.68,59.68,7.32,10.58,14.06,100.0,100.0,109.7,49.6625,53.46796875,1.9554,0.4514
201503240MIL,0,MIL,255.0,37.6,87.4,0.44,5.4,16.2,0.3426,16.8,23.0,0.7378,14.4,35.4,49.8,22.2,7.2,6.6,15.4,22.2,97.4,0.5088,0.4704,0.1934,0.2688,27.14,80.26,53.68,59.68,7.32,10.58,14.06,100.0,100.0,109.7,49.6625,53.46796875,1.9554,0.4514
201503240SAC,1,SAC,240.0,37.6,78.8,0.477,6.6,18.8,0.3484,21.2,26.6,0.7992,8.8,32.6,41.4,22.0,6.8,2.6,16.6,19.6,103.0,0.5692,0.519,0.2386,0.338,22.6,76.84,51.22,58.66,7.12,4.38,15.42,100.0,107.84,108.24,49.6175,49.6175,2.0774,0.4434
201503240SAC,0,SAC,240.0,37.6,78.8,0.477,6.6,18.8,0.3484,21.2,26.6,0.7992,8.8,32.6,41.4,22.0,6.8,2.6,16.6,19.6,103.0,0.5692,0.519,0.2386,0.338,22.6,76.84,51.22,58.66,7.12,4.38,15.42,100.0,107.84,108.24,49.6175,49.6175,2.0774,0.4434
201503240POR,1,POR,240.0,38.6,82.4,0.4684,8.8,25.8,0.3368,14.8,19.2,0.7708,10.0,33.6,43.6,19.2,4.2,3.0,13.0,17.0,100.8,0.5548,0.5218,0.3124,0.2334,23.18,76.92,50.4,49.24,4.54,4.36,12.6,100.0,109.46,112.58,47.26,47.26,2.133,0.4054
201503240POR,0,POR,240.0,38.6,82.4,0.4684,8.8,25.8,0.3368,14.8,19.2,0.7708,10.0,33.6,43.6,19.2,4.2,3.0,13.0,17.0,100.8,0.5548,0.5218,0.3124,0.2334,23.18,76.92,50.4,49.24,4.54,4.36,12.6,100.0,109.46,112.58,47.26,47.26,2.133,0.4054
201503250ORL,1,ORL,240.0,40.8,88.6,0.4606,6.6,19.6,0.344,14.8,19.8,0.7696,13.8,29.2,43.0,23.8,9.2,3.4,13.2,21.6,103.0,0.5294,0.498,0.2226,0.2228,29.6,75.0,50.22,58.34,9.72,6.54,11.94,100.0,108.98,118.38,48.7025,48.7025,2.1172,0.4876
201503250ORL,0,ORL,240.0,40.8,88.6,0.4606,6.6,19.6,0.344,14.8,19.8,0.7696,13.8,29.2,43.0,23.8,9.2,3.4,13.2,21.6,103.0,0.5294,0.498,0.2226,0.2228,29.6,75.0,50.22,58.34,9.72,6.54,11.94,100.0,108.98,118.38,48.7025,48.7025,2.1172,0.4876
201503250TOR,1,TOR,240.0,35.6,78.0,0.4572,9.0,22.2,0.4008,24.6,28.8,0.855,9.4,33.2,42.6,21.0,4.2,3.2,11.4,18.4,104.8,0.578,0.5142,0.2834,0.3694,24.46,72.9,50.54,59.5,4.66,5.14,11.1,100.0,115.9,112.04,46.84,46.84,2.2364,0.4496
201503250TOR,0,TOR,240.0,35.6,78.0,0.4572,9.0,22.2,0.4008,24.6,28.8,0.855,9.4,33.2,42.6,21.0,4.2,3.2,11.4,18.4,104.8,0.578,0.5142,0.2834,0.3694,24.46,72.9,50.54,59.5,4.66,5.14,11.1,100.0,115.9,112.04,46.84,46.84,2.2364,0.4496
201503250NYK,1,NYK,250.0,34.6,83.4,0.4126,5.4,17.4,0.3114,15.0,19.2,0.7802,10.8,31.4,42.2,21.2,7.2,6.6,14.4,19.0,89.6,0.4884,0.4462,0.211,0.2382,24.22,73.32,48.36,62.02,7.72,9.72,13.72,100.0,96.44,108.34,48.06,50.19098958,1.8644,0.4422
201503250NYK,0,NYK,250.0,34.6,83.4,0.4126,5.4,17.4,0.3114,15.0,19.2,0.7802,10.8,31.4,42.2,21.2,7.2,6.6,14.4,19.0,89.6,0.4884,0.4462,0.211,0.2382,24.22,73.32,48.36,62.02,7.72,9.72,13.72,100.0,96.44,108.34,48.06,50.19098958,1.8644,0.4422
201503250WAS,1,WAS,240.0,34.6,79.8,0.4378,5.0,14.0,0.3786,16.6,23.2,0.718,8.2,32.2,40.4,20.8,5.4,2.8,12.6,17.4,90.8,0.5086,0.4702,0.1746,0.2954,19.8,74.54,47.76,59.62,5.8,4.56,12.38,100.0,98.2,109.82,47.61,47.61,1.9114,0.4366
201503250WAS,0,WAS,240.0,34.6,79.8,0.4378,5.0,14.0,0.3786,16.6,23.2,0.718,8.2,32.2,40.4,20.8,5.4,2.8,12.6,17.4,90.8,0.5086,0.4702,0.1746,0.2954,19.8,74.54,47.76,59.62,5.8,4.56,12.38,100.0,98.2,109.82,47.61,47.61,1.9114,0.4366
201503250CHO,1,CHO,240.0,32.8,83.6,0.3896,6.0,17.8,0.3372,17.2,21.4,0.8076,9.2,32.4,41.6,15.4,6.2,4.4,10.0,18.6,88.8,0.4754,0.4254,0.2136,0.26,19.88,80.24,47.76,46.4,6.72,7.42,9.62,100.0,97.04,107.36,47.2825,47.2825,1.8798,0.325
201503250CHO,0,CHO,240.0,32.8,83.6,0.3896,6.0,17.8,0.3372,17.2,21.4,0.8076,9.2,32.4,41.6,15.4,6.2,4.4,10.0,18.6,88.8,0.4754,0.4254,0.2136,0.26,19.88,80.24,47.76,46.4,6.72,7.42,9.62,100.0,97.04,107.36,47.2825,47.2825,1.8798,0.325
201503250BOS,1,BOS,245.0,41.6,91.4,0.459,8.0,24.6,0.3202,13.2,18.8,0.7172,11.2,35.6,46.8,25.4,8.2,3.8,13.6,22.4,104.4,0.527,0.503,0.271,0.2088,23.52,74.7,49.8,60.96,8.28,5.82,11.96,100.0,105.38,102.4,51.365,52.49078125,2.0332,0.4936
201503250BOS,0,BOS,245.0,41.6,91.4,0.459,8.0,24.6,0.3202,13.2,18.8,0.7172,11.2,35.6,46.8,25.4,8.2,3.8,13.6,22.4,104.4,0.527,0.503,0.271,0.2088,23.52,74.7,49.8,60.96,8.28,5.82,11.96,100.0,105.38,102.4,51.365,52.49078125,2.0332,0.4936
201503250MIN,1,MIN,250.0,39.0,82.0,0.4774,6.6,14.8,0.4232,16.4,20.6,0.7864,10.0,28.6,38.6,20.6,7.6,4.8,16.4,17.4,101.0,0.5568,0.5176,0.1806,0.2526,24.2,68.28,46.74,52.22,8.02,7.14,15.24,100.0,107.08,112.9,49.0925,51.17713542,2.0604,0.4222
201503250MIN,0,MIN,250.0,39.0,82.0,0.4774,6.6,14.8,0.4232,16.4,20.6,0.7864,10.0,28.6,38.6,20.6,7.6,4.8,16.4,17.4,101.0,0.5568,0.5176,0.1806,0.2526,24.2,68.28,46.74,52.22,8.02,7.14,15.24,100.0,107.08,112.9,49.0925,51.17713542,2.0604,0.4222
201503250NOP,1,NOP,250.0,35.4,83.4,0.4246,8.4,21.8,0.3832,13.6,19.0,0.6928,10.4,36.8,47.2,24.0,4.8,6.2,15.6,19.2,92.8,0.5076,0.4768,0.2638,0.2288,22.68,74.36,49.34,68.52,5.12,9.02,14.48,100.0,97.1,103.56,48.8125,51.1453125,1.8972,0.488
201503250NOP,0,NOP,250.0,35.4,83.4,0.4246,8.4,21.8,0.3832,13.6,19.0,0.6928,10.4,36.8,47.2,24.0,4.8,6.2,15.6,19.2,92.8,0.5076,0.4768,0.2638,0.2288,22.68,74.36,49.34,68.52,5.12,9.02,14.48,100.0,97.1,103.56,48.8125,51.1453125,1.8972,0.488
201503250MEM,1,MEM,240.0,37.4,81.0,0.4636,7.6,15.0,0.4832,17.4,22.4,0.7828,11.4,32.8,44.2,20.8,7.8,2.6,14.0,20.6,99.8,0.5502,0.51,0.1852,0.28,26.32,80.06,52.62,55.84,8.44,4.56,13.28,100.0,108.36,98.78,47.12,47.12,2.118,0.4426
201503250MEM,0,MEM,240.0,37.4,81.0,0.4636,7.6,15.0,0.4832,17.4,22.4,0.7828,11.4,32.8,44.2,20.8,7.8,2.6,14.0,20.6,99.8,0.5502,0.51,0.1852,0.28,26.32,80.06,52.62,55.84,8.44,4.56,13.28,100.0,108.36,98.78,47.12,47.12,2.118,0.4426
201503250DEN,1,DEN,250.0,39.4,89.4,0.4398,10.0,28.0,0.3632,14.6,21.8,0.6582,11.2,31.8,43.0,22.6,10.4,5.0,14.0,22.4,103.4,0.5206,0.4956,0.312,0.2458,23.48,70.72,46.46,56.8,10.66,7.5,12.56,100.0,104.0,106.74,51.2775,53.62125,2.0132,0.4404
201503250DEN,0,DEN,250.0,39.4,89.4,0.4398,10.0,28.0,0.3632,14.6,21.8,0.6582,11.2,31.8,43.0,22.6,10.4,5.0,14.0,22.4,103.4,0.5206,0.4956,0.312,0.2458,23.48,70.72,46.46,56.8,10.66,7.5,12.56,100.0,104.0,106.74,51.2775,53.62125,2.0132,0.4404
201503250UTA,1,UTA,245.0,32.4,76.4,0.4232,9.4,24.2,0.3886,16.4,25.2,0.6568,11.8,31.0,42.8,19.8,7.8,6.2,13.6,18.8,90.6,0.5194,0.486,0.3204,0.3362,26.36,79.04,51.86,62.02,8.86,10.42,13.5,100.0,103.1,99.6,45.085,46.10296875,2.0078,0.4394
201503250UTA,0,UTA,245.0,32.4,76.4,0.4232,9.4,24.2,0.3886,16.4,25.2,0.6568,11.8,31.0,42.8,19.8,7.8,6.2,13.6,18.8,90.6,0.5194,0.486,0.3204,0.3362,26.36,79.04,51.86,62.02,8.86,10.42,13.5,100.0,103.1,99.6,45.085,46.10296875,2.0078,0.4394
201503250SAS,1,SAS,245.0,38.8,83.6,0.4674,6.2,20.4,0.3058,20.8,25.2,0.8304,8.8,34.0,42.8,24.2,9.4,4.8,12.8,17.4,104.6,0.5556,0.5054,0.2464,0.3044,21.04,75.64,49.8,61.9,9.86,7.26,11.92,100.0,109.84,103.18,49.785,50.8709375,2.1052,0.4894
201503250SAS,0,SAS,245.0,38.8,83.6,0.4674,6.2,20.4,0.3058,20.8,25.2,0.8304,8.8,34.0,42.8,24.2,9.4,4.8,12.8,17.4,104.6,0.5556,0.5054,0.2464,0.3044,21.04,75.64,49.8,61.9,9.86,7.26,11.92,100.0,109.84,103.18,49.785,50.8709375,2.1052,0.4894
201503250PHO,1,PHO,240.0,37.4,82.4,0.4532,6.4,20.4,0.3256,14.4,22.4,0.6424,12.2,38.0,50.2,19.2,8.2,5.4,15.0,18.0,95.6,0.5174,0.4922,0.2508,0.2726,28.42,82.88,56.42,51.14,8.68,8.34,14.02,100.0,101.6,96.08,47.92,47.92,1.9878,0.4
201503250PHO,0,PHO,240.0,37.4,82.4,0.4532,6.4,20.4,0.3256,14.4,22.4,0.6424,12.2,38.0,50.2,19.2,8.2,5.4,15.0,18.0,95.6,0.5174,0.4922,0.2508,0.2726,28.42,82.88,56.42,51.14,8.68,8.34,14.02,100.0,101.6,96.08,47.92,47.92,1.9878,0.4
201503260MIL,1,MIL,255.0,38.8,90.4,0.4394,5.2,15.8,0.337,15.8,21.0,0.7574,16.8,36.2,53.0,23.8,7.6,7.8,16.4,23.2,98.6,0.504,0.4676,0.1796,0.2328,31.4,80.68,55.72,62.22,7.72,12.86,14.52,100.0,100.84,107.38,49.9875,53.79296875,1.9682,0.4826
201503260MIL,0,MIL,255.0,38.8,90.4,0.4394,5.2,15.8,0.337,15.8,21.0,0.7574,16.8,36.2,53.0,23.8,7.6,7.8,16.4,23.2,98.6,0.504,0.4676,0.1796,0.2328,31.4,80.68,55.72,62.22,7.72,12.86,14.52,100.0,100.84,107.38,49.9875,53.79296875,1.9682,0.4826
201503270WAS,1,WAS,240.0,33.0,78.4,0.4258,4.6,14.4,0.3334,19.4,25.6,0.7528,8.2,32.8,41.0,18.4,5.6,2.8,13.4,18.6,90.0,0.5064,0.4562,0.1828,0.3334,19.8,76.36,48.64,55.3,5.96,4.6,13.14,100.0,96.5,110.28,47.88,47.88,1.8824,0.3842
201503270WAS,0,WAS,240.0,33.0,78.4,0.4258,4.6,14.4,0.3334,19.4,25.6,0.7528,8.2,32.8,41.0,18.4,5.6,2.8,13.4,18.6,90.0,0.5064,0.4562,0.1828,0.3334,19.8,76.36,48.64,55.3,5.96,4.6,13.14,100.0,96.5,110.28,47.88,47.88,1.8824,0.3842
201503270ORL,1,ORL,240.0,38.8,86.6,0.4472,5.4,19.0,0.2868,15.0,18.4,0.8184,12.4,30.2,42.6,22.8,8.6,3.8,14.0,21.4,98.0,0.5168,0.4782,0.2204,0.2126,27.18,71.54,48.6,58.8,9.14,7.08,12.92,100.0,104.4,113.26,48.47,48.47,2.0224,0.4688
201503270ORL,0,ORL,240.0,38.8,86.6,0.4472,5.4,19.0,0.2868,15.0,18.4,0.8184,12.4,30.2,42.6,22.8,8.6,3.8,14.0,21.4,98.0,0.5168,0.4782,0.2204,0.2126,27.18,71.54,48.6,58.8,9.14,7.08,12.92,100.0,104.4,113.26,48.47,48.47,2.0224,0.4688
201503270PHI,1,PHI,240.0,36.0,85.2,0.424,11.6,29.2,0.3966,13.0,19.4,0.6758,12.0,32.6,44.6,21.0,9.4,9.2,14.0,22.6,96.6,0.5164,0.4922,0.3432,0.2282,26.08,70.1,48.38,58.8,10.18,14.88,12.92,100.0,104.24,98.58,48.2075,48.2075,2.004,0.4382
201503270PHI,0,PHI,240.0,36.0,85.2,0.424,11.6,29.2,0.3966,13.0,19.4,0.6758,12.0,32.6,44.6,21.0,9.4,9.2,14.0,22.6,96.6,0.5164,0.4922,0.3432,0.2282,26.08,70.1,48.38,58.8,10.18,14.88,12.92,100.0,104.24,98.58,48.2075,48.2075,2.004,0.4382
201503270ATL,1,ATL,240.0,37.4,84.6,0.4432,11.0,27.4,0.4044,16.2,20.4,0.8132,9.8,28.4,38.2,23.0,11.2,4.6,13.8,18.4,102.0,0.5466,0.5088,0.324,0.2412,22.08,74.14,46.4,62.32,11.74,7.8,12.9,100.0,106.88,112.52,49.145,49.145,2.0754,0.4682
201503270ATL,0,ATL,240.0,37.4,84.6,0.4432,11.0,27.4,0.4044,16.2,20.4,0.8132,9.8,28.4,38.2,23.0,11.2,4.6,13.8,18.4,102.0,0.5466,0.5088,0.324,0.2412,22.08,74.14,46.4,62.32,11.74,7.8,12.9,100.0,106.88,112.52,49.145,49.145,2.0754,0.4682
201503270BRK,1,BRK,255.0,39.8,88.4,0.4564,5.2,17.6,0.2926,20.4,25.4,0.8122,9.6,33.2,42.8,23.6,6.6,5.8,10.8,18.6,105.2,0.5316,0.485,0.1978,0.2904,19.36,70.54,45.5,59.14,6.66,7.76,9.72,100.0,106.8,112.82,50.8325,54.6496875,2.0712,0.462
201503270BRK,0,BRK,255.0,39.8,88.4,0.4564,5.2,17.6,0.2926,20.4,25.4,0.8122,9.6,33.2,42.8,23.6,6.6,5.8,10.8,18.6,105.2,0.5316,0.485,0.1978,0.2904,19.36,70.54,45.5,59.14,6.66,7.76,9.72,100.0,106.8,112.82,50.8325,54.6496875,2.0712,0.462
201503270NYK,1,NYK,245.0,32.2,81.6,0.3932,5.8,19.2,0.312,14.6,17.6,0.8184,9.2,29.8,39.0,19.6,7.4,5.2,16.2,18.0,84.8,0.476,0.4296,0.2362,0.2252,21.6,75.68,47.58,60.94,7.94,8.42,15.4,100.0,91.64,110.78,48.48,49.57114583,1.7552,0.4078
201503270NYK,0,NYK,245.0,32.2,81.6,0.3932,5.8,19.2,0.312,14.6,17.6,0.8184,9.2,29.8,39.0,19.6,7.4,5.2,16.2,18.0,84.8,0.476,0.4296,0.2362,0.2252,21.6,75.68,47.58,60.94,7.94,8.42,15.4,100.0,91.64,110.78,48.48,49.57114583,1.7552,0.4078
201503270TOR,1,TOR,240.0,35.6,78.2,0.456,8.4,21.8,0.3822,22.4,26.0,0.8598,10.0,29.4,39.4,20.4,4.8,2.6,10.6,16.8,102.0,0.5696,0.5092,0.278,0.3348,26.0,73.08,49.42,57.96,5.44,4.38,10.48,100.0,115.9,118.96,45.575,45.575,2.239,0.4466
201503270TOR,0,TOR,240.0,35.6,78.2,0.456,8.4,21.8,0.3822,22.4,26.0,0.8598,10.0,29.4,39.4,20.4,4.8,2.6,10.6,16.8,102.0,0.5696,0.5092,0.278,0.3348,26.0,73.08,49.42,57.96,5.44,4.38,10.48,100.0,115.9,118.96,45.575,45.575,2.239,0.4466
201503270HOU,1,HOU,240.0,37.6,78.8,0.4776,10.4,27.4,0.3832,20.8,25.6,0.7992,8.4,33.6,42.0,25.4,8.0,4.8,17.0,20.2,106.4,0.5924,0.5452,0.3478,0.3366,21.74,73.78,50.14,66.92,8.28,7.36,15.94,100.0,109.94,105.56,49.78,49.78,2.1414,0.5122
201503270HOU,0,HOU,240.0,37.6,78.8,0.4776,10.4,27.4,0.3832,20.8,25.6,0.7992,8.4,33.6,42.0,25.4,8.0,4.8,17.0,20.2,106.4,0.5924,0.5452,0.3478,0.3366,21.74,73.78,50.14,66.92,8.28,7.36,15.94,100.0,109.94,105.56,49.78,49.78,2.1414,0.5122
201503270MEM,1,MEM,240.0,38.2,82.0,0.468,8.0,16.6,0.4858,14.8,20.0,0.749,9.2,30.0,39.2,21.6,7.8,2.8,11.8,20.4,99.2,0.5472,0.5168,0.2026,0.2476,21.62,77.84,48.4,57.08,8.44,5.38,11.46,100.0,107.6,105.26,47.05,47.05,2.108,0.4606
