,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201411090PHO,0,PHO,250.0,37.2,86.4,0.432,6.6,23.8,0.2748,19.0,23.6,0.809,9.0,33.6,42.6,18.4,6.8,6.0,12.2,25.0,100.0,0.5188,0.4708,0.2762,0.2742,19.34,75.14,46.68,48.84,6.98,9.2,11.36,100.0,102.04,108.04,50.405,52.7565625,1.9822,0.3622
201411090POR,1,POR,240.0,36.8,81.4,0.4548,9.2,26.6,0.345,16.2,20.4,0.788,11.4,36.2,47.6,22.2,5.2,4.6,14.6,22.4,99.0,0.5504,0.5122,0.3284,0.2548,27.02,78.24,54.0,60.32,5.62,6.82,13.8,100.0,108.04,103.04,47.145,47.145,2.108,0.472
201411090POR,0,POR,240.0,36.8,81.4,0.4548,9.2,26.6,0.345,16.2,20.4,0.788,11.4,36.2,47.6,22.2,5.2,4.6,14.6,22.4,99.0,0.5504,0.5122,0.3284,0.2548,27.02,78.24,54.0,60.32,5.62,6.82,13.8,100.0,108.04,103.04,47.145,47.145,2.108,0.472
201411090LAL,1,LAL,240.0,36.6,84.6,0.432,4.8,14.6,0.3238,24.0,31.6,0.7602,13.4,26.6,40.0,19.4,7.4,3.8,14.4,27.4,102.0,0.5182,0.4604,0.1726,0.3752,28.6,71.04,47.9,53.04,7.68,6.82,12.68,100.0,105.82,121.26,50.305,50.305,2.0268,0.3854
201411090LAL,0,LAL,240.0,36.6,84.6,0.432,4.8,14.6,0.3238,24.0,31.6,0.7602,13.4,26.6,40.0,19.4,7.4,3.8,14.4,27.4,102.0,0.5182,0.4604,0.1726,0.3752,28.6,71.04,47.9,53.04,7.68,6.82,12.68,100.0,105.82,121.26,50.305,50.305,2.0268,0.3854
201411100CLE,1,CLE,245.0,34.8,83.0,0.4218,6.6,19.8,0.328,23.0,28.0,0.8184,11.4,28.2,39.6,17.8,6.2,3.2,12.4,17.6,99.2,0.5236,0.4636,0.246,0.3434,25.78,73.36,48.44,50.66,6.8,5.76,11.82,100.0,108.56,111.5,48.65,49.78203125,2.0344,0.368
201411100CLE,0,CLE,245.0,34.8,83.0,0.4218,6.6,19.8,0.328,23.0,28.0,0.8184,11.4,28.2,39.6,17.8,6.2,3.2,12.4,17.6,99.2,0.5236,0.4636,0.246,0.3434,25.78,73.36,48.44,50.66,6.8,5.76,11.82,100.0,108.56,111.5,48.65,49.78203125,2.0344,0.368
201411100IND,1,IND,245.0,34.0,82.8,0.4106,7.8,25.2,0.3034,15.2,20.2,0.7776,12.4,33.2,45.6,18.0,3.8,6.4,16.8,22.2,91.0,0.4964,0.458,0.3062,0.2472,27.3,80.24,52.44,53.4,4.1,10.3,15.48,100.0,97.86,103.98,48.3975,49.475625,1.8818,0.3708
201411100IND,0,IND,245.0,34.0,82.8,0.4106,7.8,25.2,0.3034,15.2,20.2,0.7776,12.4,33.2,45.6,18.0,3.8,6.4,16.8,22.2,91.0,0.4964,0.458,0.3062,0.2472,27.3,80.24,52.44,53.4,4.1,10.3,15.48,100.0,97.86,103.98,48.3975,49.475625,1.8818,0.3708
201411100NYK,1,NYK,240.0,37.0,84.6,0.438,8.2,18.2,0.457,11.6,15.6,0.7428,12.4,29.2,41.6,22.4,4.4,4.2,13.6,25.0,93.8,0.5136,0.4868,0.2146,0.1856,27.62,73.12,49.08,60.18,4.9,6.96,12.92,100.0,105.2,112.48,46.605,46.605,2.0142,0.4818
201411100NYK,0,NYK,240.0,37.0,84.6,0.438,8.2,18.2,0.457,11.6,15.6,0.7428,12.4,29.2,41.6,22.4,4.4,4.2,13.6,25.0,93.8,0.5136,0.4868,0.2146,0.1856,27.62,73.12,49.08,60.18,4.9,6.96,12.92,100.0,105.2,112.48,46.605,46.605,2.0142,0.4818
201411100CHI,1,CHI,240.0,36.8,77.4,0.4762,8.2,19.2,0.423,21.8,29.2,0.7302,9.0,31.4,40.4,22.6,5.2,5.6,13.4,19.4,103.6,0.5748,0.5292,0.2512,0.39,22.02,70.02,47.12,61.24,5.66,8.06,12.94,100.0,112.18,108.62,47.835,47.835,2.1646,0.473
201411100CHI,0,CHI,240.0,36.8,77.4,0.4762,8.2,19.2,0.423,21.8,29.2,0.7302,9.0,31.4,40.4,22.6,5.2,5.6,13.4,19.4,103.6,0.5748,0.5292,0.2512,0.39,22.02,70.02,47.12,61.24,5.66,8.06,12.94,100.0,112.18,108.62,47.835,47.835,2.1646,0.473
201411100LAC,1,LAC,240.0,37.2,80.6,0.4634,8.6,23.6,0.3748,22.4,27.8,0.8068,7.0,27.6,34.6,23.8,8.4,4.2,10.6,20.2,105.4,0.5696,0.5176,0.2962,0.3536,16.68,77.8,45.06,64.48,8.84,7.74,10.22,100.0,111.14,112.24,48.7025,48.7025,2.1652,0.4884
201411100LAC,0,LAC,240.0,37.2,80.6,0.4634,8.6,23.6,0.3748,22.4,27.8,0.8068,7.0,27.6,34.6,23.8,8.4,4.2,10.6,20.2,105.4,0.5696,0.5176,0.2962,0.3536,16.68,77.8,45.06,64.48,8.84,7.74,10.22,100.0,111.14,112.24,48.7025,48.7025,2.1652,0.4884
201411110TOR,1,TOR,240.0,37.8,80.6,0.47,7.0,20.4,0.3534,24.4,31.2,0.7926,8.2,27.6,35.8,18.8,8.4,4.6,12.0,22.8,107.0,0.5684,0.5134,0.2538,0.3896,20.1,68.7,44.76,50.46,8.9,9.04,11.22,100.0,114.16,101.46,49.61,49.61,2.1548,0.379
201411110TOR,0,TOR,240.0,37.8,80.6,0.47,7.0,20.4,0.3534,24.4,31.2,0.7926,8.2,27.6,35.8,18.8,8.4,4.6,12.0,22.8,107.0,0.5684,0.5134,0.2538,0.3896,20.1,68.7,44.76,50.46,8.9,9.04,11.22,100.0,114.16,101.46,49.61,49.61,2.1548,0.379
201411110MEM,1,MEM,240.0,32.6,79.8,0.409,5.6,14.8,0.3604,19.0,23.6,0.8,10.0,32.4,42.4,19.2,8.4,2.6,13.2,19.8,89.8,0.4978,0.4436,0.1856,0.2976,23.4,76.78,49.6,58.5,9.32,4.42,12.74,100.0,99.18,93.54,47.105,47.105,1.9082,0.4086
201411110MEM,0,MEM,240.0,32.6,79.8,0.409,5.6,14.8,0.3604,19.0,23.6,0.8,10.0,32.4,42.4,19.2,8.4,2.6,13.2,19.8,89.8,0.4978,0.4436,0.1856,0.2976,23.4,76.78,49.6,58.5,9.32,4.42,12.74,100.0,99.18,93.54,47.105,47.105,1.9082,0.4086
201411110MIL,1,MIL,240.0,36.0,83.4,0.433,5.8,19.2,0.294,13.8,17.0,0.81,13.6,28.2,41.8,21.4,10.0,4.2,16.4,24.2,91.6,0.5054,0.468,0.2324,0.2066,31.14,72.56,50.68,59.36,11.0,7.4,15.08,100.0,100.72,103.96,47.1375,47.1375,1.945,0.4566
201411110MIL,0,MIL,240.0,36.0,83.4,0.433,5.8,19.2,0.294,13.8,17.0,0.81,13.6,28.2,41.8,21.4,10.0,4.2,16.4,24.2,91.6,0.5054,0.468,0.2324,0.2066,31.14,72.56,50.68,59.36,11.0,7.4,15.08,100.0,100.72,103.96,47.1375,47.1375,1.945,0.4566
201411110DAL,1,DAL,240.0,40.0,86.4,0.464,8.6,25.2,0.3404,14.4,18.6,0.7888,10.8,28.6,39.4,21.6,7.0,5.8,11.4,19.2,103.0,0.5458,0.5142,0.2928,0.2166,24.54,70.62,46.48,53.78,7.7,10.1,10.7,100.0,110.92,110.22,47.9175,47.9175,2.1494,0.4514
201411110DAL,0,DAL,240.0,40.0,86.4,0.464,8.6,25.2,0.3404,14.4,18.6,0.7888,10.8,28.6,39.4,21.6,7.0,5.8,11.4,19.2,103.0,0.5458,0.5142,0.2928,0.2166,24.54,70.62,46.48,53.78,7.7,10.1,10.7,100.0,110.92,110.22,47.9175,47.9175,2.1494,0.4514
201411110POR,1,POR,240.0,39.0,84.8,0.4628,10.6,27.6,0.379,14.8,19.4,0.7518,12.6,37.6,50.2,23.6,5.6,5.2,14.6,21.4,103.4,0.5568,0.5254,0.3278,0.237,28.62,78.1,54.88,60.56,5.92,7.38,13.54,100.0,110.52,100.2,48.0075,48.0075,2.1604,0.4924
201411110POR,0,POR,240.0,39.0,84.8,0.4628,10.6,27.6,0.379,14.8,19.4,0.7518,12.6,37.6,50.2,23.6,5.6,5.2,14.6,21.4,103.4,0.5568,0.5254,0.3278,0.237,28.62,78.1,54.88,60.56,5.92,7.38,13.54,100.0,110.52,100.2,48.0075,48.0075,2.1604,0.4924
201411110GSW,1,GSW,240.0,39.4,78.8,0.501,10.4,23.8,0.4346,18.0,21.4,0.8342,8.2,34.4,42.6,23.8,9.6,5.8,22.4,21.8,107.2,0.6098,0.5682,0.304,0.273,21.78,73.66,50.92,59.72,9.58,10.7,20.28,100.0,106.8,98.02,51.5825,51.5825,2.0778,0.4612
201411110GSW,0,GSW,240.0,39.4,78.8,0.501,10.4,23.8,0.4346,18.0,21.4,0.8342,8.2,34.4,42.6,23.8,9.6,5.8,22.4,21.8,107.2,0.6098,0.5682,0.304,0.273,21.78,73.66,50.92,59.72,9.58,10.7,20.28,100.0,106.8,98.02,51.5825,51.5825,2.0778,0.4612
201411120WAS,1,WAS,245.0,36.4,81.6,0.4504,4.8,15.6,0.3008,19.0,26.0,0.7334,10.4,33.0,43.4,24.0,9.6,5.0,14.0,24.4,96.6,0.5224,0.4798,0.191,0.3226,23.68,72.42,48.66,65.92,10.04,8.38,13.1,100.0,101.7,98.24,48.775,49.88880208,1.9852,0.493
201411120WAS,0,WAS,245.0,36.4,81.6,0.4504,4.8,15.6,0.3008,19.0,26.0,0.7334,10.4,33.0,43.4,24.0,9.6,5.0,14.0,24.4,96.6,0.5224,0.4798,0.191,0.3226,23.68,72.42,48.66,65.92,10.04,8.38,13.1,100.0,101.7,98.24,48.775,49.88880208,1.9852,0.493
201411120MIA,1,MIA,240.0,35.8,75.0,0.4776,7.8,22.0,0.3524,19.4,26.6,0.731,8.4,29.8,38.2,22.8,6.8,3.4,13.2,23.4,98.8,0.5708,0.53,0.2954,0.3584,23.32,70.52,48.64,63.0,7.56,6.14,13.2,100.0,110.0,110.26,46.2175,46.2175,2.1372,0.4922
201411120MIA,0,MIA,240.0,35.8,75.0,0.4776,7.8,22.0,0.3524,19.4,26.6,0.731,8.4,29.8,38.2,22.8,6.8,3.4,13.2,23.4,98.8,0.5708,0.53,0.2954,0.3584,23.32,70.52,48.64,63.0,7.56,6.14,13.2,100.0,110.0,110.26,46.2175,46.2175,2.1372,0.4922
201411120NYK,1,NYK,240.0,36.4,85.6,0.4248,7.8,20.2,0.4032,11.0,14.6,0.7418,13.0,29.6,42.6,22.4,4.2,4.6,14.2,25.0,91.6,0.4974,0.4706,0.2362,0.171,28.9,72.96,49.76,61.16,4.66,7.86,13.36,100.0,102.36,111.72,46.8675,46.8675,1.9546,0.4788
201411120NYK,0,NYK,240.0,36.4,85.6,0.4248,7.8,20.2,0.4032,11.0,14.6,0.7418,13.0,29.6,42.6,22.4,4.2,4.6,14.2,25.0,91.6,0.4974,0.4706,0.2362,0.171,28.9,72.96,49.76,61.16,4.66,7.86,13.36,100.0,102.36,111.72,46.8675,46.8675,1.9546,0.4788
201411120BOS,1,BOS,240.0,40.6,88.8,0.462,7.6,25.6,0.2962,14.6,17.6,0.8304,13.8,32.4,46.2,24.4,7.2,4.6,15.6,21.6,103.4,0.541,0.5058,0.289,0.2014,32.6,77.16,55.24,59.94,7.52,8.42,13.86,100.0,109.02,111.8,49.48,49.48,2.093,0.4936
201411120BOS,0,BOS,240.0,40.6,88.8,0.462,7.6,25.6,0.2962,14.6,17.6,0.8304,13.8,32.4,46.2,24.4,7.2,4.6,15.6,21.6,103.4,0.541,0.5058,0.289,0.2014,32.6,77.16,55.24,59.94,7.52,8.42,13.86,100.0,109.02,111.8,49.48,49.48,2.093,0.4936
201411120ATL,1,ATL,250.0,35.2,81.2,0.4338,9.4,25.4,0.3686,21.6,26.8,0.7992,8.2,30.0,38.2,23.6,9.8,4.4,13.4,22.2,101.4,0.5468,0.4922,0.3138,0.3432,19.04,72.4,45.56,67.28,10.36,7.78,12.54,100.0,106.34,102.2,49.565,52.00979167,2.0494,0.4754
201411120ATL,0,ATL,250.0,35.2,81.2,0.4338,9.4,25.4,0.3686,21.6,26.8,0.7992,8.2,30.0,38.2,23.6,9.8,4.4,13.4,22.2,101.4,0.5468,0.4922,0.3138,0.3432,19.04,72.4,45.56,67.28,10.36,7.78,12.54,100.0,106.34,102.2,49.565,52.00979167,2.0494,0.4754
201411120NOP,1,NOP,240.0,37.2,86.8,0.429,7.2,21.8,0.3276,17.6,22.0,0.8224,11.8,30.8,42.6,23.4,7.4,5.4,10.6,21.6,99.2,0.5152,0.4698,0.2502,0.2534,25.64,73.42,48.64,62.1,8.04,9.02,9.9,100.0,107.98,110.92,48.025,48.025,2.07,0.4898
201411120NOP,0,NOP,240.0,37.2,86.8,0.429,7.2,21.8,0.3276,17.6,22.0,0.8224,11.8,30.8,42.6,23.4,7.4,5.4,10.6,21.6,99.2,0.5152,0.4698,0.2502,0.2534,25.64,73.42,48.64,62.1,8.04,9.02,9.9,100.0,107.98,110.92,48.025,48.025,2.07,0.4898
201411120DEN,1,DEN,240.0,36.8,86.2,0.4286,7.4,24.0,0.3124,20.2,25.8,0.7642,11.8,30.6,42.4,20.2,4.4,6.8,14.8,28.4,101.2,0.5202,0.4718,0.2816,0.2978,24.78,75.5,48.4,54.84,4.5,10.72,13.22,100.0,103.18,116.04,50.7275,50.7275,1.9952,0.3986
201411120DEN,0,DEN,240.0,36.8,86.2,0.4286,7.4,24.0,0.3124,20.2,25.8,0.7642,11.8,30.6,42.4,20.2,4.4,6.8,14.8,28.4,101.2,0.5202,0.4718,0.2816,0.2978,24.78,75.5,48.4,54.84,4.5,10.72,13.22,100.0,103.18,116.04,50.7275,50.7275,1.9952,0.3986
201411120PHO,1,PHO,250.0,37.0,84.8,0.4376,8.6,26.2,0.3326,20.0,25.0,0.8034,8.4,32.0,40.4,18.8,8.2,5.4,15.0,24.6,102.6,0.5378,0.4892,0.3108,0.298,19.0,75.64,46.56,50.26,8.32,8.2,13.7,100.0,102.82,107.54,51.6375,53.9890625,1.9848,0.3624
201411120PHO,0,PHO,250.0,37.0,84.8,0.4376,8.6,26.2,0.3326,20.0,25.0,0.8034,8.4,32.0,40.4,18.8,8.2,5.4,15.0,24.6,102.6,0.5378,0.4892,0.3108,0.298,19.0,75.64,46.56,50.26,8.32,8.2,13.7,100.0,102.82,107.54,51.6375,53.9890625,1.9848,0.3624
201411120MIN,1,MIN,245.0,37.4,86.2,0.4354,4.6,14.6,0.3234,19.6,25.8,0.7602,12.4,32.2,44.6,20.6,8.8,4.0,12.2,22.0,99.0,0.5084,0.4622,0.168,0.302,26.18,78.96,50.58,54.72,9.24,6.26,11.1,100.0,103.62,104.94,49.1275,50.25119792,2.019,0.4184
201411120MIN,0,MIN,245.0,37.4,86.2,0.4354,4.6,14.6,0.3234,19.6,25.8,0.7602,12.4,32.2,44.6,20.6,8.8,4.0,12.2,22.0,99.0,0.5084,0.4622,0.168,0.302,26.18,78.96,50.58,54.72,9.24,6.26,11.1,100.0,103.62,104.94,49.1275,50.25119792,2.019,0.4184
201411130TOR,1,TOR,240.0,37.4,80.2,0.4674,8.0,21.4,0.3892,24.6,29.4,0.8362,7.4,30.8,38.2,19.8,8.6,3.8,12.4,20.6,107.4,0.5776,0.5172,0.2678,0.3688,18.34,73.12,47.0,53.66,9.02,7.22,11.68,100.0,113.44,98.8,49.5825,49.5825,2.164,0.3996
201411130TOR,0,TOR,240.0,37.4,80.2,0.4674,8.0,21.4,0.3892,24.6,29.4,0.8362,7.4,30.8,38.2,19.8,8.6,3.8,12.4,20.6,107.4,0.5776,0.5172,0.2678,0.3688,18.34,73.12,47.0,53.66,9.02,7.22,11.68,100.0,113.44,98.8,49.5825,49.5825,2.164,0.3996
201411130MEM,1,MEM,240.0,35.0,79.4,0.4416,5.8,14.8,0.3786,21.2,26.2,0.8078,10.6,30.4,41.0,20.2,8.4,3.0,12.2,19.0,97.0,0.5346,0.4776,0.1862,0.3316,26.5,71.9,49.48,57.7,9.42,5.04,11.8,100.0,108.16,101.82,46.7225,46.7225,2.0784,0.4334
201411130MEM,0,MEM,240.0,35.0,79.4,0.4416,5.8,14.8,0.3786,21.2,26.2,0.8078,10.6,30.4,41.0,20.2,8.4,3.0,12.2,19.0,97.0,0.5346,0.4776,0.1862,0.3316,26.5,71.9,49.48,57.7,9.42,5.04,11.8,100.0,108.16,101.82,46.7225,46.7225,2.0784,0.4334
201411130DAL,1,DAL,240.0,38.4,84.6,0.4556,9.4,25.6,0.3664,16.2,19.6,0.8396,10.4,26.8,37.2,21.2,7.8,6.2,11.2,20.0,102.4,0.5508,0.5116,0.3042,0.234,24.04,69.92,45.48,55.02,8.64,11.4,10.66,100.0,111.88,110.44,47.355,47.355,2.1632,0.449
201411130DAL,0,DAL,240.0,38.4,84.6,0.4556,9.4,25.6,0.3664,16.2,19.6,0.8396,10.4,26.8,37.2,21.2,7.8,6.2,11.2,20.0,102.4,0.5508,0.5116,0.3042,0.234,24.04,69.92,45.48,55.02,8.64,11.4,10.66,100.0,111.88,110.44,47.355,47.355,2.1632,0.449
201411130GSW,1,GSW,240.0,37.8,76.2,0.4988,9.6,23.2,0.409,16.6,19.8,0.8328,6.0,35.6,41.6,22.4,8.6,5.8,22.2,19.8,101.8,0.6036,0.5628,0.3058,0.2628,14.96,77.18,50.44,58.78,8.64,10.8,20.7,100.0,102.24,100.7,50.9025,50.9025,2.001,0.4406
201411130GSW,0,GSW,240.0,37.8,76.2,0.4988,9.6,23.2,0.409,16.6,19.8,0.8328,6.0,35.6,41.6,22.4,8.6,5.8,22.2,19.8,101.8,0.6036,0.5628,0.3058,0.2628,14.96,77.18,50.44,58.78,8.64,10.8,20.7,100.0,102.24,100.7,50.9025,50.9025,2.001,0.4406
201411140IND,1,IND,245.0,35.4,85.0,0.4162,7.0,22.2,0.32,14.2,17.6,0.8348,13.0,33.8,46.8,16.0,3.6,5.2,14.2,20.8,92.0,0.496,0.4578,0.264,0.21,29.96,80.72,54.58,45.1,4.06,8.58,13.24,100.0,102.3,100.82,47.28,48.358125,1.95,0.3374
201411140IND,0,IND,245.0,35.4,85.0,0.4162,7.0,22.2,0.32,14.2,17.6,0.8348,13.0,33.8,46.8,16.0,3.6,5.2,14.2,20.8,92.0,0.496,0.4578,0.264,0.21,29.96,80.72,54.58,45.1,4.06,8.58,13.24,100.0,102.3,100.82,47.28,48.358125,1.95,0.3374
201411140ORL,1,ORL,245.0,39.2,81.0,0.484,6.8,16.4,0.4326,14.0,19.0,0.7306,8.2,33.8,42.0,20.8,7.0,3.4,17.6,22.8,99.2,0.5564,0.5272,0.2034,0.2426,20.06,78.88,50.68,53.72,7.26,5.44,16.22,100.0,103.64,103.68,49.7125,50.84817708,1.999,0.4228
201411140ORL,0,ORL,245.0,39.2,81.0,0.484,6.8,16.4,0.4326,14.0,19.0,0.7306,8.2,33.8,42.0,20.8,7.0,3.4,17.6,22.8,99.2,0.5564,0.5272,0.2034,0.2426,20.06,78.88,50.68,53.72,7.26,5.44,16.22,100.0,103.64,103.68,49.7125,50.84817708,1.999,0.4228
201411140NYK,1,NYK,240.0,37.8,86.6,0.4368,7.8,21.8,0.3662,10.6,13.6,0.7698,12.2,29.8,42.0,22.6,3.6,5.0,12.0,25.8,94.0,0.5076,0.482,0.2526,0.1566,27.38,75.8,49.9,59.68,3.98,8.62,11.42,100.0,105.48,111.92,46.43,46.43,2.0264,0.4868
201411140NYK,0,NYK,240.0,37.8,86.6,0.4368,7.8,21.8,0.3662,10.6,13.6,0.7698,12.2,29.8,42.0,22.6,3.6,5.0,12.0,25.8,94.0,0.5076,0.482,0.2526,0.1566,27.38,75.8,49.9,59.68,3.98,8.62,11.42,100.0,105.48,111.92,46.43,46.43,2.0264,0.4868
201411140ATL,1,ATL,250.0,36.0,82.6,0.435,9.8,25.4,0.3886,19.2,23.8,0.792,10.2,29.8,40.0,23.0,9.4,4.0,14.6,20.6,101.0,0.5438,0.495,0.3084,0.295,24.8,73.38,48.52,64.22,9.98,6.6,13.56,100.0,106.64,104.0,49.1525,51.59729167,2.0604,0.4672
201411140ATL,0,ATL,250.0,36.0,82.6,0.435,9.8,25.4,0.3886,19.2,23.8,0.792,10.2,29.8,40.0,23.0,9.4,4.0,14.6,20.6,101.0,0.5438,0.495,0.3084,0.295,24.8,73.38,48.52,64.22,9.98,6.6,13.56,100.0,106.64,104.0,49.1525,51.59729167,2.0604,0.4672
201411140BOS,1,BOS,240.0,40.6,85.8,0.4756,9.2,27.2,0.3428,13.8,16.6,0.833,12.4,32.0,44.4,26.0,6.2,3.6,15.2,20.4,104.2,0.562,0.5292,0.3176,0.196,30.82,77.72,55.0,64.26,6.62,5.66,13.8,100.0,111.9,115.2,48.2425,48.2425,2.159,0.5398
201411140BOS,0,BOS,240.0,40.6,85.8,0.4756,9.2,27.2,0.3428,13.8,16.6,0.833,12.4,32.0,44.4,26.0,6.2,3.6,15.2,20.4,104.2,0.562,0.5292,0.3176,0.196,30.82,77.72,55.0,64.26,6.62,5.66,13.8,100.0,111.9,115.2,48.2425,48.2425,2.159,0.5398
201411140HOU,1,HOU,240.0,34.8,78.0,0.4492,13.2,33.6,0.4004,19.2,26.0,0.7462,11.8,31.2,43.0,21.0,9.6,4.8,18.6,22.4,102.0,0.5738,0.5356,0.435,0.3424,28.76,74.14,52.06,60.32,10.16,8.22,17.2,100.0,109.24,99.0,48.575,48.575,2.1114,0.4358
201411140HOU,0,HOU,240.0,34.8,78.0,0.4492,13.2,33.6,0.4004,19.2,26.0,0.7462,11.8,31.2,43.0,21.0,9.6,4.8,18.6,22.4,102.0,0.5738,0.5356,0.435,0.3424,28.76,74.14,52.06,60.32,10.16,8.22,17.2,100.0,109.24,99.0,48.575,48.575,2.1114,0.4358
201411140NOP,1,NOP,240.0,38.6,85.4,0.4534,7.4,21.8,0.3382,15.6,20.0,0.7946,10.6,31.4,42.0,24.0,6.4,7.0,10.6,22.6,100.2,0.5338,0.4962,0.254,0.2344,24.26,73.74,49.06,61.46,7.04,11.56,10.14,100.0,109.9,110.32,47.45,47.45,2.1158,0.508
201411140NOP,0,NOP,240.0,38.6,85.4,0.4534,7.4,21.8,0.3382,15.6,20.0,0.7946,10.6,31.4,42.0,24.0,6.4,7.0,10.6,22.6,100.2,0.5338,0.4962,0.254,0.2344,24.26,73.74,49.06,61.46,7.04,11.56,10.14,100.0,109.9,110.32,47.45,47.45,2.1158,0.508
201411140OKC,1,OKC,240.0,35.2,78.2,0.4548,8.0,21.6,0.3632,14.6,20.8,0.6572,9.6,32.8,42.4,18.6,3.8,3.6,14.6,20.4,93.0,0.535,0.506,0.2786,0.2712,24.04,76.52,51.64,52.88,4.22,6.38,14.4,100.0,104.44,103.92,46.54,46.54,2.0022,0.4016
201411140OKC,0,OKC,240.0,35.2,78.2,0.4548,8.0,21.6,0.3632,14.6,20.8,0.6572,9.6,32.8,42.4,18.6,3.8,3.6,14.6,20.4,93.0,0.535,0.506,0.2786,0.2712,24.04,76.52,51.64,52.88,4.22,6.38,14.4,100.0,104.44,103.92,46.54,46.54,2.0022,0.4016
201411140PHO,1,PHO,250.0,37.6,83.6,0.451,8.8,24.8,0.354,22.8,27.8,0.8228,9.6,32.8,42.4,19.4,8.6,4.4,16.8,24.6,106.8,0.56,0.5046,0.2988,0.3352,22.2,77.98,49.52,51.08,8.72,6.7,15.12,100.0,106.94,104.5,52.0025,54.3540625,2.0536,0.3716
201411140PHO,0,PHO,250.0,37.6,83.6,0.451,8.8,24.8,0.354,22.8,27.8,0.8228,9.6,32.8,42.4,19.4,8.6,4.4,16.8,24.6,106.8,0.56,0.5046,0.2988,0.3352,22.2,77.98,49.52,51.08,8.72,6.7,15.12,100.0,106.94,104.5,52.0025,54.3540625,2.0536,0.3716
201411140LAL,1,LAL,240.0,38.8,85.8,0.4528,6.0,18.0,0.333,20.6,27.4,0.7542,13.8,26.2,40.0,20.4,8.0,4.8,13.4,22.2,104.2,0.5338,0.4878,0.2102,0.3188,29.98,69.44,48.1,52.04,8.5,7.2,11.92,100.0,110.76,115.82,49.2075,49.2075,2.121,0.4168
201411140LAL,0,LAL,240.0,38.8,85.8,0.4528,6.0,18.0,0.333,20.6,27.4,0.7542,13.8,26.2,40.0,20.4,8.0,4.8,13.4,22.2,104.2,0.5338,0.4878,0.2102,0.3188,29.98,69.44,48.1,52.04,8.5,7.2,11.92,100.0,110.76,115.82,49.2075,49.2075,2.121,0.4168
201411150WAS,1,WAS,245.0,36.4,83.6,0.4372,4.6,15.2,0.2938,19.0,26.0,0.7334,11.4,34.4,45.8,23.8,8.0,5.2,12.4,24.6,96.4,0.5088,0.4648,0.182,0.3118,25.04,76.36,50.54,65.42,8.5,8.7,11.56,100.0,102.26,100.2,48.475,49.58880208,1.9942,0.4922
201411150WAS,0,WAS,245.0,36.4,83.6,0.4372,4.6,15.2,0.2938,19.0,26.0,0.7334,11.4,34.4,45.8,23.8,8.0,5.2,12.4,24.6,96.4,0.5088,0.4648,0.182,0.3118,25.04,76.36,50.54,65.42,8.5,8.7,11.56,100.0,102.26,100.2,48.475,49.58880208,1.9942,0.4922
201411150CLE,1,CLE,240.0,36.8,81.4,0.4516,8.4,22.0,0.3788,24.4,30.8,0.7906,9.2,30.4,39.6,19.4,5.2,4.0,10.8,17.8,106.4,0.5588,0.503,0.2694,0.3838,22.42,74.32,48.38,51.36,5.68,6.7,10.22,100.0,114.82,115.96,48.815,48.815,2.1772,0.3974
201411150CLE,0,CLE,240.0,36.8,81.4,0.4516,8.4,22.0,0.3788,24.4,30.8,0.7906,9.2,30.4,39.6,19.4,5.2,4.0,10.8,17.8,106.4,0.5588,0.503,0.2694,0.3838,22.42,74.32,48.38,51.36,5.68,6.7,10.22,100.0,114.82,115.96,48.815,48.815,2.1772,0.3974
201411150TOR,1,TOR,240.0,38.0,81.8,0.467,8.0,20.2,0.4016,22.0,27.0,0.8094,7.6,30.4,38.0,18.6,9.6,4.6,13.2,21.4,106.0,0.5676,0.516,0.2474,0.3346,18.66,69.92,46.08,49.0,10.0,8.12,12.28,100.0,110.64,100.18,50.1125,50.1125,2.1136,0.3704
201411150TOR,0,TOR,240.0,38.0,81.8,0.467,8.0,20.2,0.4016,22.0,27.0,0.8094,7.6,30.4,38.0,18.6,9.6,4.6,13.2,21.4,106.0,0.5676,0.516,0.2474,0.3346,18.66,69.92,46.08,49.0,10.0,8.12,12.28,100.0,110.64,100.18,50.1125,50.1125,2.1136,0.3704
201411150CHI,1,CHI,240.0,38.4,81.6,0.472,7.2,18.6,0.3748,19.2,26.2,0.7272,10.4,33.0,43.4,24.6,6.0,5.2,14.0,18.4,103.2,0.5548,0.5158,0.229,0.3306,25.3,72.42,49.54,64.34,6.4,8.02,13.08,100.0,109.64,104.32,48.8225,48.8225,2.1126,0.5042
201411150CHI,0,CHI,240.0,38.4,81.6,0.472,7.2,18.6,0.3748,19.2,26.2,0.7272,10.4,33.0,43.4,24.6,6.0,5.2,14.0,18.4,103.2,0.5548,0.5158,0.229,0.3306,25.3,72.42,49.54,64.34,6.4,8.02,13.08,100.0,109.64,104.32,48.8225,48.8225,2.1126,0.5042
